"OA","OAtype","OC","OCtype","aerosol","aerosoltype","month","station","lat","lon","obs_OC","obs_lbnd","obs_ubnd"
619.322194078302,"TOA",352.194327831475,"TOC",0.619322194078302,"TOC",6,"Azores",38.683333,332.65,459.88,322.92,596.84
205.70419300113,"MOA",114.28010722285,"MOC",0.20570419300113,"MOA",7,"Azores",38.683333,332.65,798.82,557.51,1031.43
297.331921042256,"SOA",156.490484759082,"SOC",0.297331921042256,"SOA",7,"Azores",38.683333,332.65,798.82,557.51,1031.43
91.6154361903901,"POA",65.4395972788501,"POC",0.0916154361903901,"POA",7,"Azores",38.683333,332.65,798.82,557.51,1031.43
594.651550233776,"TOA",336.210189260782,"TOC",0.594651550233776,"TOC",7,"Azores",38.683333,332.65,798.82,557.51,1031.43
176.068939501623,"MOA",97.8160775009018,"MOC",0.176068939501623,"MOA",8,"Azores",38.683333,332.65,396.45,279.06,513.84
350.478606875967,"SOA",184.462424671562,"SOC",0.350478606875967,"SOA",8,"Azores",38.683333,332.65,396.45,279.06,513.84
137.714868571905,"POA",98.3677632656464,"POC",0.137714868571905,"POA",8,"Azores",38.683333,332.65,396.45,279.06,513.84
664.262414949496,"TOA",380.64626543811,"TOC",0.664262414949496,"TOC",8,"Azores",38.683333,332.65,396.45,279.06,513.84
227.917890903425,"MOA",126.621050501903,"MOC",0.227917890903425,"MOA",9,"Azores",38.683333,332.65,296.26,207.12,383.21
221.021953247843,"SOA",116.327343814654,"SOC",0.221021953247843,"SOA",9,"Azores",38.683333,332.65,296.26,207.12,383.21
109.807345477011,"POA",78.4338181978647,"POC",0.109807345477011,"POA",9,"Azores",38.683333,332.65,296.26,207.12,383.21
558.747189628278,"TOA",321.382212514421,"TOC",0.558747189628278,"TOC",9,"Azores",38.683333,332.65,296.26,207.12,383.21
286.958987638077,"MOA",159.421659798932,"MOC",0.286958987638077,"MOA",10,"Azores",38.683333,332.65,465.63,328.68,602.59
92.7840693327442,"SOA",48.8337207014443,"SOC",0.0927840693327442,"SOA",10,"Azores",38.683333,332.65,465.63,328.68,602.59
68.444748627893,"POA",48.8891061627807,"POC",0.068444748627893,"POA",10,"Azores",38.683333,332.65,465.63,328.68,602.59
448.187805598714,"TOA",257.144486663157,"TOC",0.448187805598714,"TOC",10,"Azores",38.683333,332.65,465.63,328.68,602.59
323.267980645913,"MOA",179.593322581063,"MOC",0.323267980645913,"MOA",11,"Azores",38.683333,332.65,291.53,204.57,376.31
29.3721347968486,"SOA",15.4590183141309,"SOC",0.0293721347968486,"SOA",11,"Azores",38.683333,332.65,291.53,204.57,376.31
45.1894759449569,"POA",32.2781971035406,"POC",0.0451894759449569,"POA",11,"Azores",38.683333,332.65,291.53,204.57,376.31
397.829591387719,"TOA",227.330537998734,"TOC",0.397829591387719,"TOC",11,"Azores",38.683333,332.65,291.53,204.57,376.31
331.83335375773,"MOA",184.351863198739,"MOC",0.33183335375773,"MOA",12,"Azores",38.683333,332.65,243.51,243.51,310.9
18.6721043851297,"SOA",9.8274233605946,"SOC",0.0186721043851297,"SOA",12,"Azores",38.683333,332.65,243.51,243.51,310.9
34.3483153759928,"POA",24.534510982852,"POC",0.0343483153759928,"POA",12,"Azores",38.683333,332.65,243.51,243.51,310.9
384.853773518852,"TOA",218.713797542185,"TOC",0.384853773518852,"TOC",12,"Azores",38.683333,332.65,243.51,243.51,310.9
