"OA","OAtype","OC","OCtype","aerosol","aerosoltype","month","station","lat","lon","obs_OC","obs_lbnd","obs_ubnd"
785.929481473009,"TOA",481.503487005042,"TOC",0.785929481473009,"TOC",11,"Finokalia",35.33,25.67,1880,1180,2610
38.8678399136923,"MOA",21.5932443964957,"MOC",0.0388678399136923,"MOA",12,"Finokalia",35.33,25.67,1650,960,2290
286.536893100148,"SOA",150.808891105341,"SOC",0.286536893100148,"SOA",12,"Finokalia",35.33,25.67,1650,960,2290
261.810117440155,"POA",187.007226742968,"POC",0.261810117440155,"POA",12,"Finokalia",35.33,25.67,1650,960,2290
587.214850453995,"TOA",359.409362244805,"TOC",0.587214850453995,"TOC",12,"Finokalia",35.33,25.67,1650,960,2290
265.01212374043,"MOA",147.228957633572,"MOC",0.26501212374043,"MOA",1,"Azores",38.683333,332.65,282.57,199.96,367.36
16.7479276629248,"SOA",8.81469876996042,"SOC",0.0167479276629248,"SOA",1,"Azores",38.683333,332.65,282.57,199.96,367.36
31.2982068196781,"POA",22.3558620140558,"POC",0.0312982068196781,"POA",1,"Azores",38.683333,332.65,282.57,199.96,367.36
313.058258223033,"TOA",178.399518417588,"TOC",0.313058258223033,"TOC",1,"Azores",38.683333,332.65,282.57,199.96,367.36
254.593845180646,"MOA",141.441025100359,"MOC",0.254593845180646,"MOA",2,"Azores",38.683333,332.65,264.99,186.73,338.9
30.2340882949639,"SOA",15.912678049981,"SOC",0.0302340882949639,"SOA",2,"Azores",38.683333,332.65,264.99,186.73,338.9
37.2459990958833,"POA",26.6042850684881,"POC",0.0372459990958833,"POA",2,"Azores",38.683333,332.65,264.99,186.73,338.9
322.073932571493,"TOA",183.957988218828,"TOC",0.322073932571493,"TOC",2,"Azores",38.683333,332.65,264.99,186.73,338.9
313.468333844582,"MOA",174.149074358101,"MOC",0.313468333844582,"MOA",3,"Azores",38.683333,332.65,171.33,121.33,221.33
48.4695560323283,"SOA",25.5102926485938,"SOC",0.0484695560323283,"SOA",3,"Azores",38.683333,332.65,171.33,121.33,221.33
50.1442950926858,"POA",35.8173536376327,"POC",0.0501442950926858,"POA",3,"Azores",38.683333,332.65,171.33,121.33,221.33
412.082184969596,"TOA",235.476720644328,"TOC",0.412082184969596,"TOC",3,"Azores",38.683333,332.65,171.33,121.33,221.33
362.667080482628,"MOA",201.481711379238,"MOC",0.362667080482628,"MOA",4,"Azores",38.683333,332.65,273.31,195.05,349.4
112.160331395212,"SOA",59.0317533659013,"SOC",0.112160331395212,"SOA",4,"Azores",38.683333,332.65,273.31,195.05,349.4
80.3571861147873,"POA",57.3979900819909,"POC",0.0803571861147873,"POA",4,"Azores",38.683333,332.65,273.31,195.05,349.4
555.184597992628,"TOA",317.91145482713,"TOC",0.555184597992628,"TOC",4,"Azores",38.683333,332.65,273.31,195.05,349.4
376.08672824027,"MOA",208.937071244595,"MOC",0.37608672824027,"MOA",5,"Azores",38.683333,332.65,318.77,225.29,414.42
151.153843844908,"SOA",79.5546546552148,"SOC",0.151153843844908,"SOA",5,"Azores",38.683333,332.65,318.77,225.29,414.42
88.1997960456989,"POA",62.9998543183564,"POC",0.0881997960456989,"POA",5,"Azores",38.683333,332.65,318.77,225.29,414.42
615.440368130878,"TOA",351.491580218166,"TOC",0.615440368130878,"TOC",5,"Azores",38.683333,332.65,318.77,225.29,414.42
348.275751637295,"MOA",193.486528687386,"MOC",0.348275751637295,"MOA",6,"Azores",38.683333,332.65,459.88,322.92,596.84
185.650989829273,"SOA",97.7110472785647,"SOC",0.185650989829273,"SOA",6,"Azores",38.683333,332.65,459.88,322.92,596.84
85.3954526117335,"POA",60.9967518655239,"POC",0.0853954526117335,"POA",6,"Azores",38.683333,332.65,459.88,322.92,596.84
