"date","site","avg_cl","avg_na","avg_so4","avg_dust","avg_no3","avg_msa","avg_nh4","avg_ncl","avg_nssSO4","total_aerosol","month"
1994-10-01,"Bwt_All_87-97_M_ng",6.335,3.755,1.841,NA,0.574,0.0291,0.2427,11.2296450651005,0.896242,12.1258870651005,"OCT"
1994-11-01,"Bwt_All_87-97_M_ng",7.86,4.925,2.129,NA,0.77,0.0282,0.1782,14.7286290134807,0.88987,15.6184990134807,"NOV"
1994-12-01,"Bwt_All_87-97_M_ng",7.873,5.04,2.313,NA,0.831,0.0159,0.1845,15.0725462391761,1.044936,16.1174822391761,"DEC"
1995-01-01,"Bwt_All_87-97_M_ng",8.673,5.592,3.13,NA,1.529,0.0114,0.2438,16.7233489225145,1.7230528,18.4464017225145,"JAN"
1995-02-01,"Bwt_All_87-97_M_ng",8.323,5.124,2.897,NA,0.961,0.0133,0.1829,15.3237553431624,1.6078016,16.9315569431624,"FEB"
1995-03-01,"Bwt_All_87-97_M_ng",5.44,3.487,3.375,NA,1.213,0.0173,0.6091,10.4281684000014,2.4976708,12.9258392000014,"MAR"
1995-04-01,"Bwt_All_87-97_M_ng",5.902,3.882,3.852,NA,1.318,0.0527,0.6012,11.6094493056512,2.8752888,14.4847381056512,"APR"
1995-05-01,"Bwt_All_87-97_M_ng",4.961,3.224,2.641,NA,1.024,0.0525,0.4063,9.64164465775871,1.8298416,11.4714862577587,"MAY"
1995-06-01,"Bwt_All_87-97_M_ng",3.083,2.029,2.09,1.454,0.737,0.0621,0.2368,6.0678960950969,1.5795036,9.10139969509691,"JUN"
1995-07-01,"Bwt_All_87-97_M_ng",2.779,1.739,1.614,7.876,0.68,0.0496,0.1975,5.20062656943002,1.1764676,14.25309416943,"JUL"
1995-08-01,"Bwt_All_87-97_M_ng",4.601,2.744,1.999,2.776,0.526,0.0522,0.1955,8.20616406355146,1.3086096,12.2907736635515,"AUG"
1995-09-01,"Bwt_All_87-97_M_ng",6.576,3.832,2.11,1.287,0.677,0.0454,0.1695,11.4599200770879,1.1458688,13.8927888770879,"SEP"
1995-10-01,"Bwt_All_87-97_M_ng",4.937,2.98,1.583,0.201,0.525,0.0405,0.1704,8.91194202237002,0.833232,9.94617402237002,"OCT"
1995-11-01,"Bwt_All_87-97_M_ng",8.206,4.902,2.611,NA,0.9,0.0183,0.2301,14.6598455683416,1.3776568,16.0375023683416,"NOV"
1995-12-01,"Bwt_All_87-97_M_ng",6.991,4.331,2.936,NA,1.18,0.0087,0.2275,12.9522217781492,1.8463204,14.7985421781492,"DEC"
1996-01-01,"Bwt_All_87-97_M_ng",13.108,8.11,4.789,NA,1.853,0.0149,0.2979,24.25364087296,2.748524,27.00216487296,"JAN"
1996-02-01,"Bwt_All_87-97_M_ng",8.972,5.428,3.844,NA,1.569,0.0156,0.5368,16.232893052827,2.4783152,18.711208252827,"FEB"
1996-03-01,"Bwt_All_87-97_M_ng",10.047,5.824,3.72,NA,1.709,0.0204,0.5232,17.417164543048,2.2546816,19.671846143048,"MAR"
1996-04-01,"Bwt_All_87-97_M_ng",5.546,3.717,4.168,NA,1.724,0.0725,0.7093,11.1160028513924,3.2328028,14.3488056513924,"APR"
1996-05-01,"Bwt_All_87-97_M_ng",4.455,3.205,3.998,NA,1.365,0.1513,0.6753,9.58482355090467,3.191622,12.7764455509047,"MAY"
1996-06-01,"Bwt_All_87-97_M_ng",2.913,1.913,2.285,0.446,0.693,NA,0.2628,5.72098828483015,1.8036892,7.97067748483015,"JUN"
1996-07-01,"Bwt_All_87-97_M_ng",5.877,3.846,3.43,13.73,1.064,NA,0.3838,11.5017882610856,2.4623464,27.6941346610856,"JUL"
1996-08-01,"Bwt_All_87-97_M_ng",3.491,2.119,1.543,3.924,0.558,NA,0.1493,6.33704870651076,1.0098596,11.2709083065108,"AUG"
1996-09-01,"Bwt_All_87-97_M_ng",3.954,2.675,3.07,5.102,0.915,NA,0.38,7.99981372813416,2.39697,15.4987837281342,"SEP"
1996-10-01,"Bwt_All_87-97_M_ng",5.194,3.229,2.483,NA,0.998,NA,0.2598,9.65659758061503,1.6705836,11.327181180615,"OCT"
1996-11-01,"Bwt_All_87-97_M_ng",7.375,4.24,2.422,NA,0.833,NA,0.1794,12.6800785821641,1.355216,14.0352945821641,"NOV"
1996-12-01,"Bwt_All_87-97_M_ng",7.867,4.458,2.29,NA,0.947,NA,0.2125,13.3320260186999,1.1683672,14.5003932186999,"DEC"
1997-01-01,"Bwt_All_87-97_M_ng",7.185,4.307,2.649,NA,0.972,NA,0.2481,12.8804477484388,1.5653588,14.4458065484388,"JAN"
1997-02-01,"Bwt_All_87-97_M_ng",5.881,3.183,2.379,NA,0.965,NA,0.2555,9.51903069033684,1.5781572,11.0971878903368,"FEB"
1997-03-01,"Bwt_All_87-97_M_ng",7.249,4.019,2.53,NA,0.929,NA,0.2664,12.0191593919145,1.5188196,13.5379789919145,"MAR"
1997-04-01,"Bwt_All_87-97_M_ng",7.034,4.527,3.101,NA,1.599,NA,0.5404,13.5383763541171,1.9620068,15.5003831541171,"APR"
1997-05-01,"Bwt_All_87-97_M_ng",5.441,3.424,2.751,NA,1.129,NA,0.3273,10.2397615720117,1.8895216,12.1292831720117,"MAY"
1997-06-01,"Bwt_All_87-97_M_ng",4.137,2.757,2.746,NA,1.115,NA,0.2849,8.2450416629779,2.0523388,10.2973804629779,"JUN"
1997-07-01,"Bwt_All_87-97_M_ng",3.605,2.171,1.647,8.861,0.59,NA,0.1077,6.49255910421655,1.1007764,16.4543355042166,"JUL"
1997-08-01,"Bwt_All_87-97_M_ng",3.717,2.286,1.41,3.798,0.444,NA,0.0842,6.83647632991204,0.8348424,11.469318729912,"AUG"
1997-09-01,"Bwt_All_87-97_M_ng",4.413,2.81,2.58,2.314,0.527,NA,0.2708,8.40354264525496,1.873004,12.590546645255,"SEP"
1997-10-01,"Bwt_All_87-97_M_ng",6.034,3.945,5.253,2.101,1.716,NA,0.7383,11.7978561336409,4.260438,18.1592941336409,"OCT"
1997-11-01,"Bwt_All_87-97_M_ng",7.805,4.892,3.119,1.156,1.308,NA,0.3125,14.6299397226289,1.8881728,17.6741125226289,"NOV"
1997-12-01,"Bwt_All_87-97_M_ng",9.934,5.956,2.852,0.804,1.266,NA,0.1814,17.811921706455,1.3534704,19.969392106455,"DEC"
NA,"Bwt_All_87-97_M_ng",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
NA,"Bwt_All_87-97_M_ng",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
NA,"Bwt_All_87-97_M_ng",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
NA,"Bwt_All_87-97_M_ng",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
NA,"Bwt_All_87-97_M_ng",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1983-08-28,"CAL1983-1985C",14.146,7.092,2.144,NA,0.108,11.9,NA,21.2092257794121,0.3596528,21.5688785794121,"AUG"
1983-09-05,"CAL1983-1985C",13.848,7.552,2.245,NA,0.175,13.4,NA,22.5848946821941,0.3449168,22.9298114821941,"SEP"
1983-09-12,"CAL1983-1985C",11.794,6.396,4.386,NA,0.344,NA,NA,19.1277789178116,2.7767664,21.9045453178116,"SEP"
1983-09-19,"CAL1983-1985C",16.967,9.427,3.126,NA,0.163,23.2,NA,28.1922407533162,0.7541668,28.9464075533162,"SEP"
1983-09-26,"CAL1983-1985C",17.697,9.553,2.924,NA,0.161,24.8,NA,28.5690544092956,0.5204652,29.0895196092956,"SEP"
1983-10-03,"CAL1983-1985C",18.31,10.253,3.018,NA,0.313,22.3,NA,30.6624636091812,0.4383452,31.1008088091812,"OCT"
1983-10-10,"CAL1983-1985C",10.993,6.102,2.018,NA,0.279,20.4,NA,18.2485470538597,0.4827368,18.7312838538597,"OCT"
1983-10-17,"CAL1983-1985C",19.935,11.591,3.366,NA,0.182,18,NA,34.6638657655339,0.4497044,35.1135701655339,"OCT"
1983-10-24,"CAL1983-1985C",23.036,12.915,3.782,NA,0.21,24.8,NA,38.6233997378889,0.532586,39.1559857378889,"OCT"
1983-10-31,"CAL1983-1985C",11.032,6.362,2.224,NA,0.501,33.1,NA,19.0260990423886,0.6233208,19.6494198423886,"OCT"
1983-11-07,"CAL1983-1985C",11.061,6.301,2.151,NA,0.407,27,NA,18.8436733835415,0.5656684,19.4093417835414,"NOV"
1983-11-14,"CAL1983-1985C",12.644,7.287,2.406,NA,0.275,46.4,NA,21.7923897708088,0.5725908,22.3649805708088,"NOV"
1983-11-21,"CAL1983-1985C",18.502,10.314,3.045,NA,0.111,40.6,NA,30.8448892680283,0.4499976,31.2948868680283,"NOV"
1983-11-29,"CAL1983-1985C",18.437,10.668,3.045,NA,0.105,19,NA,31.9035562062562,0.3609312,32.2644874062562,"NOV"
1983-12-06,"CAL1983-1985C",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"DEC"
1983-12-12,"CAL1983-1985C",14.773,8.253,2.473,NA,0.133,31.3,NA,24.6812944666509,0.3965452,25.0778396666509,"DEC"
1983-12-19,"CAL1983-1985C",14.935,8.643,2.721,NA,0.126,31,NA,25.8476224494443,0.5464212,26.3940436494443,"DEC"
1983-12-29,"CAL1983-1985C",21.305,12.264,3.639,NA,0.334,37.6,NA,36.6765291819953,0.5533776,37.2299067819953,"DEC"
1984-01-06,"CAL1983-1985C",11.465,6.369,1.854,NA,0.088,25.8,NA,19.0470331343875,0.2515596,19.2985927343875,"JAN"
1984-01-10,"CAL1983-1985C",9.498,5.333,1.729,NA,0.148,37.1,NA,15.9487875185568,0.3872172,16.3360047185568,"JAN"
1984-01-18,"CAL1983-1985C",10.31,5.717,1.876,NA,0.143,39.7,NA,17.0971719939226,0.4376028,17.5347747939226,"JAN"
1984-01-25,"CAL1983-1985C",13.981,7.6,2.395,NA,0.104,17.7,NA,22.7284427416148,0.48284,23.2112827416148,"JAN"
1984-01-31,"CAL1983-1985C",17.649,9.832,2.782,NA,0.101,20.5,NA,29.4034275046786,0.3082688,29.7116963046786,"JAN"
1984-02-07,"CAL1983-1985C",20.237,10.601,3.156,NA,0.068,19.1,NA,31.7031870399814,0.4887884,32.1919754399814,"FEB"
1984-02-13,"CAL1983-1985C",14.953,7.988,2.524,NA,0.086,35,NA,23.8887895552657,0.5142192,24.4030087552657,"FEB"
1984-02-20,"CAL1983-1985C",29.741,16.756,4.473,NA,0.149,18.6,NA,50.1102350761182,0.2571904,50.3674254761182,"FEB"
1984-02-27,"CAL1983-1985C",26.897,15.755,4.025,NA,0.063,23.8,NA,47.1166599202818,0.0610420000000005,47.1777019202818,"FEB"
1984-03-05,"CAL1983-1985C",22.408,13.531,3.465,NA,0.086,21,NA,40.4655998337882,0.0606003999999998,40.5262002337882,"MAR"
1984-03-12,"CAL1983-1985C",11.497,6.137,1.922,NA,0.171,17,NA,18.353217513854,0.3779308,18.731148313854,"MAR"
1984-03-21,"CAL1983-1985C",20.026,11.413,3.236,NA,0.19,17.1,NA,34.1315417118487,0.3644892,34.4960309118487,"MAR"
1984-03-28,"CAL1983-1985C",14.674,8.093,2.416,NA,0.247,16.4,NA,24.2028009352485,0.3798012,24.5826021352485,"MAR"
1984-04-03,"CAL1983-1985C",25.273,13.931,3.735,NA,0.177,14.1,NA,41.6618336622942,0.2299604,41.8917940622942,"APR"
1984-04-10,"CAL1983-1985C",16.838,8.924,2.92,NA,0.174,12.7,NA,26.6879767139698,0.6747216,27.3626983139698,"APR"
1984-04-16,"CAL1983-1985C",15.699,8.404,2.427,NA,0.089,12.1,NA,25.132872736912,0.3125536,25.445426336912,"APR"
1984-04-23,"CAL1983-1985C",24.038,13.319,3.676,NA,0.17,14.7,NA,39.83159590468,0.3249396,40.15653550468,"APR"
1984-04-30,"CAL1983-1985C",12.797,6.831,1.965,NA,0.108,12,NA,20.428683206312,0.2463204,20.675003606312,"APR"
1984-05-07,"CAL1983-1985C",30.121,17.054,4.521,NA,0.12,NA,NA,51.0014292783552,0.230213600000001,51.2316428783552,"MAY"
1984-05-17,"CAL1983-1985C",19.393,10.455,3.013,NA,0.098,8.6,NA,31.2665616925767,0.382522,31.6490836925767,"MAY"
1984-05-31,"CAL1983-1985C",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"MAY"
1984-06-16,"CAL1983-1985C",25.856,13.948,3.817,NA,0.126,NA,NA,41.7126736000057,0.3076832,42.0203568000057,"JUN"
1984-06-30,"CAL1983-1985C",30.925,16.555,4.396,NA,0.113,8.3,NA,49.5091275772939,0.230762,49.7398895772939,"JUN"
1984-07-09,"CAL1983-1985C",18.138,9.658,2.753,NA,0.15,11.8,NA,28.8830657892784,0.3230472,29.2061129892784,"JUL"
1984-07-16,"CAL1983-1985C",18.601,9.829,2.778,NA,0.111,10.7,NA,29.3944557509648,0.3050236,29.6994793509648,"JUL"
1984-07-23,"CAL1983-1985C",14.471,7.972,2.481,NA,0.295,13.6,NA,23.8409402021254,0.4752448,24.3161850021254,"JUL"
1984-07-30,"CAL1983-1985C",14.487,7.988,2.237,NA,0.186,13.8,NA,23.8887895552657,0.2272192,24.1160087552657,"JUL"
1984-08-08,"CAL1983-1985C",19.968,10.567,3.034,NA,0.134,11.8,NA,31.6015071645584,0.3753428,31.9768499645584,"AUG"
1984-08-15,"CAL1983-1985C",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"AUG"
1984-08-20,"CAL1983-1985C",26.648,13.687,4.228,NA,0.474,15.7,NA,40.9321310269055,0.7843508,41.7164818269055,"AUG"
1984-08-27,"CAL1983-1985C",10.187,5.466,1.928,NA,0.533,16.9,NA,16.3465352665351,0.5527544,16.8992896665351,"AUG"
1984-09-03,"CAL1983-1985C",11.306,6.083,1.864,NA,0.17,NA,NA,18.1917259470057,0.3335172,18.5252431470057,"SEP"
1984-09-10,"CAL1983-1985C",8.956,4.994,1.754,NA,0.568,NA,NA,14.934979348898,0.4975096,15.432488948898,"SEP"
1984-09-17,"CAL1983-1985C",11.919,6.442,2.06,NA,0.488,NA,NA,19.2653458080898,0.4391928,19.7045386080898,"SEP"
1984-09-26,"CAL1983-1985C",6.169,3.524,1.64,NA,0.856,NA,NA,10.5388200291382,0.7533616,11.2921816291382,"SEP"
1984-10-03,"CAL1983-1985C",11.249,5.912,1.719,NA,0.11,NA,NA,17.6803359853193,0.2315408,17.9118767853193,"OCT"
1984-10-08,"CAL1983-1985C",19.295,9.666,3.017,NA,0.205,NA,NA,28.9069904658485,0.5850344,29.4920248658485,"OCT"
1984-10-15,"CAL1983-1985C",15.76,9.622,2.563,NA,0.161,NA,NA,28.7754047447129,0.1421048,28.9175095447129,"OCT"
1984-10-22,"CAL1983-1985C",21.26,11.619,3.358,NA,0.224,NA,NA,34.7476021335293,0.4346596,35.1822617335293,"OCT"
1984-11-02,"CAL1983-1985C",23.196,12.666,3.687,NA,0.133,NA,NA,37.8787441796439,0.5002344,38.3789785796439,"NOV"
1984-11-12,"CAL1983-1985C",25.401,13.574,4.065,NA,0.191,NA,NA,40.5941949703526,0.649781600000001,41.2439765703526,"NOV"
1984-11-20,"CAL1983-1985C",19.968,10.909,3.182,NA,0.254,NA,NA,32.6242870879311,0.4372956,33.0615826879311,"NOV"
1984-12-02,"CAL1983-1985C",9.407,5.308,2.284,NA,0.284,NA,NA,15.8740229042752,0.9485072,16.8225301042752,"DEC"
1984-12-13,"CAL1983-1985C",12.537,6.991,2.565,NA,0.682,NA,NA,20.9071767377144,0.8060644,21.7132411377144,"DEC"
1984-12-18,"CAL1983-1985C",10.261,5.456,1.79,NA,0.464,NA,NA,16.3166294208224,0.4172704,16.7338998208224,"DEC"
1984-12-24,"CAL1983-1985C",20.521,10.739,3.224,NA,0.166,NA,NA,32.115887710816,0.5220676,32.637955310816,"DEC"
1984-12-31,"CAL1983-1985C",17.137,9.233,2.918,NA,0.404,NA,NA,27.6120673464907,0.5949772,28.2070445464907,"DEC"
1985-01-07,"CAL1983-1985C",11.338,6.226,2.126,NA,0.421,NA,NA,18.6193795406966,0.5595384,19.1789179406966,"JAN"
1985-01-14,"CAL1983-1985C",23.827,13.368,3.729,NA,0.139,NA,NA,39.978134548672,0.3656112,40.343745748672,"JAN"
1985-01-21,"CAL1983-1985C",17.895,9.906,3.024,NA,0.249,NA,NA,29.6247307629522,0.5316504,30.1563811629522,"JAN"
1985-01-28,"CAL1983-1985C",16.872,9.097,2.827,NA,0.139,NA,NA,27.2053478447987,0.5381948,27.7435426447987,"JAN"
1985-02-05,"CAL1983-1985C",17.741,9.657,2.844,NA,0.153,NA,NA,28.8800752047072,0.4142988,29.2943740047072,"FEB"
1985-02-14,"CAL1983-1985C",13.999,8.568,2.867,NA,0.163,NA,NA,25.6233286065995,0.7112912,26.3346198065995,"FEB"
1985-02-22,"CAL1983-1985C",21.972,11.782,3.507,NA,0.14,NA,NA,35.2350674186455,0.5426488,35.7777162186455,"FEB"
1985-03-03,"CAL1983-1985C",49.033,26.167,7.426,NA,0.104,NA,NA,78.2546264762941,0.8423828,79.0970092762941,"MAR"
1985-03-12,"CAL1983-1985C",25.966,13.976,3.926,NA,0.095,NA,NA,41.7964099680012,0.4096384,42.2060483680012,"MAR"
1985-03-19,"CAL1983-1985C",19.142,10.642,3.054,NA,0.164,NA,NA,31.8258010074033,0.3764728,32.2022738074033,"MAR"
1985-03-27,"CAL1983-1985C",12.57,6.79,2.028,NA,0.045,NA,NA,20.3060692388901,0.319636,20.6257052388901,"MAR"
1985-04-04,"CAL1983-1985C",18.649,10.161,3.071,NA,0.045,NA,NA,30.3873298286248,0.5144924,30.9018222286248,"APR"
1985-04-12,"CAL1983-1985C",32.561,17.326,4.773,NA,0.125,NA,NA,51.8148682817393,0.4137784,52.2286466817393,"APR"
1985-04-18,"CAL1983-1985C",12.31,6.796,2.1,NA,0.355,NA,NA,20.3240127463177,0.3901264,20.7141391463177,"APR"
1985-04-25,"CAL1983-1985C",20.315,10.931,3.489,NA,0.229,NA,NA,32.6900799484989,0.7387604,33.4288403484989,"APR"
1985-05-02,"CAL1983-1985C",24.449,14.056,3.498,NA,0.085,NA,NA,42.0356567337024,0,42.0356567337024,"MAY"
1985-05-09,"CAL1983-1985C",17.11,9.725,2.436,NA,0.149,NA,NA,29.0834349555532,0,29.0834349555532,"MAY"
1985-05-16,"CAL1983-1985C",13.095,7.231,2.024,NA,0.096,NA,NA,21.624917034818,0.2046804,21.829597434818,"MAY"
1985-05-23,"CAL1983-1985C",19.013,10.513,2.788,NA,0.126,NA,NA,31.4400155977101,0.1429292,31.5829447977101,"MAY"
1985-05-30,"CAL1983-1985C",32.961,17.956,4.717,NA,0.052,NA,NA,53.6989365616363,0.1992704,53.8982069616363,"MAY"
1985-06-06,"CAL1983-1985C",8.918,4.84,1.812,NA,0.145,NA,NA,14.4744293249231,0.594256,15.0686853249231,"JUN"
1985-06-17,"CAL1983-1985C",11.628,6.142,1.783,NA,0.116,NA,NA,18.3681704367103,0.2376728,18.6058432367103,"JUN"
1985-06-28,"CAL1983-1985C",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"JUN"
1985-07-06,"CAL1983-1985C",16.489,8.573,2.377,NA,0.056,NA,NA,25.6382815294558,0.2200332,25.8583147294558,"JUL"
1985-07-12,"CAL1983-1985C",10.816,5.847,1.751,NA,0.169,NA,NA,17.4859479881871,0.2798948,17.7658427881871,"JUL"
1985-07-19,"CAL1983-1985C",14.184,7.775,2.307,NA,0.161,NA,NA,23.2517950415862,0.35081,23.6026050415862,"JUL"
1985-07-26,"CAL1983-1985C",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"JUL"
1985-08-01,"CAL1983-1985C",9.44,5.315,1.487,NA,0.091,NA,NA,15.8949569962741,0.149746,16.0447029962741,"AUG"
1985-08-09,"CAL1983-1985C",15.072,8.384,2.767,NA,0.21,NA,NA,25.0730610454867,0.6575856,25.7306466454867,"AUG"
1985-08-16,"CAL1983-1985C",16.347,8.91,2.505,NA,0.125,NA,NA,26.6461085299721,0.263244,26.9093525299721,"AUG"
1985-08-22,"CAL1983-1985C",15.231,8.248,2.274,NA,0.081,NA,NA,24.6663415437946,0.1988032,24.8651447437946,"AUG"
1985-08-29,"CAL1983-1985C",14.768,8.591,2.37,NA,0.252,NA,NA,25.6921120517385,0.2085044,25.9006164517385,"AUG"
1985-09-05,"CAL1983-1985C",16.253,9.201,2.655,NA,0.218,NA,NA,27.5163686402103,0.3400284,27.8563970402103,"SEP"
1985-09-12,"CAL1983-1985C",14.422,8.108,2.535,NA,0.09,NA,NA,24.2476597038175,0.4950272,24.7426869038175,"SEP"
1985-09-22,"CAL1983-1985C",13.377,7.588,2.504,NA,0.599,NA,NA,22.6925557267596,0.5948592,23.2874149267596,"SEP"
1985-10-04,"CAL1983-1985C",26.023,14.604,3.88,NA,0.186,NA,NA,43.6744970787556,0.2056336,43.8801306787556,"OCT"
1985-10-12,"CAL1983-1985C",20.318,11.372,3.323,NA,0.254,NA,NA,34.0089277444268,0.4618048,34.4707325444268,"OCT"
1985-10-19,"CAL1983-1985C",11.505,6.506,2.353,NA,0.404,NA,NA,19.4567432206508,0.7160904,20.1728336206508,"OCT"
1983-01-14,"CapeGrim1983_1996",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"JAN"
1983-01-21,"CapeGrim1983_1996",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"JAN"
1983-01-28,"CapeGrim1983_1996",6.997,3.868,1.688,NA,0.172,NA,0.1398,11.5675811216534,0.7148112,12.2823923216534,"JAN"
1983-02-04,"CapeGrim1983_1996",7.032,4.629,2.781,NA,0.604,NA,0.1703,13.8434159803862,1.6163436,15.4597595803862,"FEB"
1983-02-11,"CapeGrim1983_1996",6.837,4.1,1.458,NA,0.195,NA,0.0971,12.2613967421869,0.42644,12.6878367421869,"FEB"
1983-02-18,"CapeGrim1983_1996",9.602,5.717,1.923,NA,0.317,NA,0.0872,17.0971719939226,0.4846028,17.5817747939226,"FEB"
1983-02-25,"CapeGrim1983_1996",5.516,3.337,1.475,NA,0.423,NA,0.1054,9.97958071431167,0.6354108,10.6149915143117,"FEB"
1983-03-04,"CapeGrim1983_1996",5.956,3.664,1.428,NA,0.435,NA,0.0821,10.9575018691154,0.5061376,11.4636394691154,"MAR"
1983-03-11,"CapeGrim1983_1996",9.768,5.879,1.751,NA,0.274,NA,0.0425,17.5816466944676,0.2718436,17.8534902944676,"MAR"
1983-03-18,"CapeGrim1983_1996",5.038,3.179,1.268,NA,0.285,NA,0.0958,9.50706835205178,0.4681636,9.97523195205178,"MAR"
1983-03-25,"CapeGrim1983_1996",2.014,1.59,0.347,NA,NA,NA,0.0184,4.75502946831152,0,4.75502946831152,"MAR"
1983-04-01,"CapeGrim1983_1996",10.025,5.617,1.594,NA,0.146,NA,0.0449,16.7981135367961,0.1807628,16.9788763367961,"APR"
1983-04-09,"CapeGrim1983_1996",11.133,6.262,1.808,NA,0.294,NA,0.0358,18.7270405852621,0.2324808,18.9595213852621,"APR"
1983-04-16,"CapeGrim1983_1996",7.45,4.282,1.217,NA,0.121,NA,0.0277,12.8056831341572,0.1396488,12.9453319341572,"APR"
1983-04-22,"CapeGrim1983_1996",4.988,3.233,1.724,NA,0.95,NA,0.2529,9.6685599189001,0.9105772,10.5791371189001,"APR"
1983-04-29,"CapeGrim1983_1996",4.612,2.705,0.897,NA,0.127,NA,0.0468,8.08953126527212,0.216422,8.30595326527212,"APR"
1983-05-06,"CapeGrim1983_1996",15.409,8.192,2.305,NA,0.16,NA,0.0177,24.4988688078038,0.2438928,24.7427616078038,"MAY"
1983-05-14,"CapeGrim1983_1996",17.502,10.108,3.237,NA,1.24,NA,0.1547,30.2288288463477,0.6938272,30.9226560463477,"MAY"
1983-05-21,"CapeGrim1983_1996",11.455,6.832,2.577,NA,1.016,NA,0.2166,20.4316737908832,0.8580688,21.2897425908832,"MAY"
1983-05-28,"CapeGrim1983_1996",6.806,4.051,1.145,NA,0.295,NA,0.0317,12.114858098195,0.1257684,12.240626498195,"MAY"
1983-06-04,"CapeGrim1983_1996",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"JUN"
1983-06-11,"CapeGrim1983_1996",20.886,11.142,2.874,NA,0.048,NA,0.0099,33.3210932930358,0.0706728000000005,33.3917660930358,"JUN"
1983-06-17,"CapeGrim1983_1996",6.355,3.618,1.337,NA,0.338,NA,0.066,10.8199349788372,0.4267112,11.2466461788372,"JUN"
1983-06-24,"CapeGrim1983_1996",19.447,10.776,2.832,NA,0.079,NA,0.0231,32.2265393399528,0.1207584,32.3472977399528,"JUN"
1983-07-01,"CapeGrim1983_1996",4.543,2.77,1.013,NA,0.289,NA,0.05,8.28391926240435,0.316068,8.59998726240435,"JUL"
1983-07-08,"CapeGrim1983_1996",7.955,4.537,1.413,NA,0.282,NA,0.0529,13.5682821998298,0.2714908,13.8397729998298,"JUL"
1983-07-13,"CapeGrim1983_1996",16.177,8.883,2.301,NA,0.042,NA,0.008,26.565362746548,0.0660372000000007,26.631399946548,"JUL"
1983-07-18,"CapeGrim1983_1996",15.975,8.513,2.391,NA,0.129,NA,0.0239,25.4588464551799,0.2491292,25.7079756551799,"JUL"
1983-07-25,"CapeGrim1983_1996",3.311,2.31,0.967,NA,0.519,NA,0.0839,6.9082503596224,0.385804,7.2940543596224,"JUL"
1983-08-01,"CapeGrim1983_1996",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"AUG"
1983-08-08,"CapeGrim1983_1996",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"AUG"
1983-08-15,"CapeGrim1983_1996",10.016,5.864,2.214,NA,0.586,NA,0.0544,17.5367879258986,0.7386176,18.2754055258986,"AUG"
1983-08-22,"CapeGrim1983_1996",4.493,2.836,1.004,NA,0.086,NA,0.0439,8.48129784410785,0.2904624,8.77176024410785,"AUG"
1983-08-29,"CapeGrim1983_1996",14.313,7.746,2.324,NA,0.237,NA,0.0242,23.1650680890195,0.3751064,23.5401744890195,"AUG"
1983-09-05,"CapeGrim1983_1996",6.926,4.054,1.106,NA,0.047,NA,0.0056,12.1238298519088,0.0860136,12.2098434519087,"SEP"
1983-09-12,"CapeGrim1983_1996",12.057,6.577,1.726,NA,0.072,NA,0.0109,19.6690747252106,0.0712268,19.7403015252106,"SEP"
1983-09-19,"CapeGrim1983_1996",31.626,17.019,4.925,NA,0.345,NA,0.0266,50.8967588183609,0.643019600000001,51.5397784183609,"SEP"
1983-09-26,"CapeGrim1983_1996",11.346,6.398,1.823,NA,0.32,NA,0.0331,19.1337600869542,0.2132632,19.3470232869542,"SEP"
1983-10-03,"CapeGrim1983_1996",15.353,8.287,2.299,NA,0.13,NA,0.0106,24.782974342074,0.2139908,24.996965142074,"OCT"
1983-10-10,"CapeGrim1983_1996",2.803,1.774,0.672,NA,0.018,NA,0.0169,5.3052970294243,0.2256616,5.5309586294243,"OCT"
1983-10-17,"CapeGrim1983_1996",10.523,6.024,2.061,NA,0.044,NA,0.023,18.015281457301,0.5453616,18.560643057301,"OCT"
1983-10-24,"CapeGrim1983_1996",8.648,5.006,1.673,NA,0.172,NA,0.0544,14.9708663637531,0.4134904,15.3843567637531,"OCT"
1983-10-31,"CapeGrim1983_1996",15.68,8.576,2.447,NA,0.127,NA,0.0226,25.6472532831696,0.2892784,25.9365316831696,"OCT"
1983-11-07,"CapeGrim1983_1996",14.403,7.938,2.209,NA,0.134,NA,0.0262,23.7392603267024,0.2117992,23.9510595267024,"NOV"
1983-11-14,"CapeGrim1983_1996",11.755,6.576,1.822,NA,0.109,NA,0.0256,19.6660841406393,0.1674784,19.8335625406393,"NOV"
1983-11-21,"CapeGrim1983_1996",8.335,4.999,1.944,NA,0.277,NA,0.0654,14.9499322717543,0.6862516,15.6361838717543,"NOV"
