month,site,site.long.name,lat,lon,MOA,TOA,BC,SO4,NCL,DST,smSS,total.aerosol
JUL,Mace Head,ML024,51.892,237.211,0,0,0,0,0,0,1.01171516421e-10,0
AUG,Mace Head,ML024,51.892,237.211,0,0,0,0,0,0,1.3391450684e-10,0
SEP,Mace Head,ML024,51.892,237.211,0,0,0,0,0,0,1.86323904269e-10,0
OCT,Mace Head,ML024,51.892,237.211,0,0,0,0,0,0,2.34311551148e-10,0
NOV,Mace Head,ML024,51.892,237.211,0,0,0,0,0,0,2.95756263954e-10,0
DEC,Mace Head,ML024,51.892,237.211,0,0,0,0,0,0,2.53182824664e-10,0
JAN,CapePoint1992_1996,ML025,53.32,64.87,0,0,0,0,0,0,3.01568902034e-11,0
FEB,CapePoint1992_1996,ML025,53.32,64.87,0,0,0,0,0,0,2.98099072714e-11,0
MAR,CapePoint1992_1996,ML025,53.32,64.87,0,0,0,0,0,0,2.73103161746e-11,0
APR,CapePoint1992_1996,ML025,53.32,64.87,0,0,0,0,0,0,3.46817249155e-11,0
MAY,CapePoint1992_1996,ML025,53.32,64.87,0,0,0,0,0,0,1.81105236207e-11,0
JUN,CapePoint1992_1996,ML025,53.32,64.87,0,0,0,0,0,0,2.04247783761e-11,0
JUL,CapePoint1992_1996,ML025,53.32,64.87,0,0,0,0,0,0,2.57497950137e-11,0
AUG,CapePoint1992_1996,ML025,53.32,64.87,0,0,0,0,0,0,2.84516086983e-11,0
SEP,CapePoint1992_1996,ML025,53.32,64.87,0,0,0,0,0,0,2.69590469058e-11,0
OCT,CapePoint1992_1996,ML025,53.32,64.87,0,0,0,0,0,0,3.2320688702e-11,0
NOV,CapePoint1992_1996,ML025,53.32,64.87,0,0,0,0,0,0,9.60376711714e-11,0
DEC,CapePoint1992_1996,ML025,53.32,64.87,0,0,0,0,0,0,6.07140759183e-11,0
JAN,ML027,"Wellington/Baring Head, New Zealand (DOE)",-46.43,237.227,0,0,0,0,0,0,4.84378444637e-10,0
FEB,ML027,"Wellington/Baring Head, New Zealand (DOE)",-46.43,237.227,0,0,0,0,0,0,6.31774965167e-10,0
MAR,ML027,"Wellington/Baring Head, New Zealand (DOE)",-46.43,237.227,0,0,0,0,0,0,5.94932494796e-10,0
APR,ML027,"Wellington/Baring Head, New Zealand (DOE)",-46.43,237.227,0,0,0,0,0,0,5.96634298388e-10,0
MAY,ML027,"Wellington/Baring Head, New Zealand (DOE)",-46.43,237.227,0,0,0,0,0,0,5.70926666514e-10,0
JUN,ML027,"Wellington/Baring Head, New Zealand (DOE)",-46.43,237.227,0,0,0,0,0,0,5.20943352102e-10,0
JUL,ML027,"Wellington/Baring Head, New Zealand (DOE)",-46.43,237.227,0,0,0,0,0,0,6.19186494928e-10,0
AUG,ML027,"Wellington/Baring Head, New Zealand (DOE)",-46.43,237.227,0,0,0,0,0,0,5.97196510353e-10,0
SEP,ML027,"Wellington/Baring Head, New Zealand (DOE)",-46.43,237.227,0,0,0,0,0,0,7.88750793361e-10,0
OCT,ML027,"Wellington/Baring Head, New Zealand (DOE)",-46.43,237.227,0,0,0,0,0,0,5.29862984972e-10,0
NOV,ML027,"Wellington/Baring Head, New Zealand (DOE)",-46.43,237.227,0,0,0,0,0,0,4.78134005408e-10,0
DEC,ML027,"Wellington/Baring Head, New Zealand (DOE)",-46.43,237.227,0,0,0,0,0,0,5.66372822403e-10,0
JAN,ML024,ML023,40.121,9.904,0,0,0,0,0,0,1.77441955042e-10,0
FEB,ML024,ML023,40.121,9.904,0,0,0,0,0,0,2.05663258593e-10,0
MAR,ML024,ML023,40.121,9.904,0,0,0,0,0,0,9.96869849655e-11,0
APR,ML024,ML023,40.121,9.904,0,0,0,0,0,0,1.12897656475e-10,0
MAY,ML024,ML023,40.121,9.904,0,0,0,0,0,0,7.84698292329e-11,0
JUN,ML024,ML023,40.121,9.904,0,0,0,0,0,0,7.41375184714e-11,0
JUL,ML024,ML023,40.121,9.904,0,0,0,0,0,0,1.05712739693e-10,0
AUG,ML024,ML023,40.121,9.904,0,0,0,0,0,0,9.59689743406e-11,0
SEP,ML024,ML023,40.121,9.904,0,0,0,0,0,0,1.41499804174e-10,0
OCT,ML024,ML023,40.121,9.904,0,0,0,0,0,0,1.40997039568e-10,0
NOV,ML024,ML023,40.121,9.904,0,0,0,0,0,0,1.47329329321e-10,0
DEC,ML024,ML023,40.121,9.904,0,0,0,0,0,0,2.49848153288e-10,0
JAN,ML025,west of Portugal,36.393,236.846,0,0,0,0,0,0,2.54647986801e-10,0
FEB,ML025,west of Portugal,36.393,236.846,0,0,0,0,0,0,3.04274843015e-10,0
MAR,ML025,west of Portugal,36.393,236.846,0,0,0,0,0,0,3.12394563823e-10,0
APR,ML025,west of Portugal,36.393,236.846,0,0,0,0,0,0,2.51826459903e-10,0
MAY,ML025,west of Portugal,36.393,236.846,0,0,0,0,0,0,2.28671262976e-10,0
JUN,ML025,west of Portugal,36.393,236.846,0,0,0,0,0,0,2.84247170263e-10,0
JUL,ML025,west of Portugal,36.393,236.846,0,0,0,0,0,0,2.00653727364e-10,0
AUG,ML025,west of Portugal,36.393,236.846,0,0,0,0,0,0,1.90070390567e-10,0
SEP,ML025,west of Portugal,36.393,236.846,0,0,0,0,0,0,1.38157718242e-10,0
OCT,ML025,west of Portugal,36.393,236.846,0,0,0,0,0,0,3.16902739221e-10,0
NOV,ML025,west of Portugal,36.393,236.846,0,0,0,0,0,0,3.17955182803e-10,0
DEC,ML025,west of Portugal,36.393,236.846,0,0,0,0,0,0,2.43629237855e-10,0
JAN,WA0059,WA0057,-21.333,263.75,0,0,0,0,0,0,2.76608585442e-10,0
FEB,WA0059,WA0057,-21.333,263.75,0,0,0,0,0,0,3.88355087643e-10,0
MAR,WA0059,WA0057,-21.333,263.75,0,0,0,0,0,0,3.45092780836e-10,0
APR,WA0059,WA0057,-21.333,263.75,0,0,0,0,0,0,2.91740172139e-10,0
MAY,WA0059,WA0057,-21.333,263.75,0,0,0,0,0,0,3.15748506731e-10,0
JUN,WA0059,WA0057,-21.333,263.75,0,0,0,0,0,0,3.14164267763e-10,0
JUL,WA0059,WA0057,-21.333,263.75,0,0,0,0,0,0,3.65972932244e-10,0
AUG,WA0059,WA0057,-21.333,263.75,0,0,0,0,0,0,3.20036973879e-10,0
SEP,WA0059,WA0057,-21.333,263.75,0,0,0,0,0,0,3.39596747509e-10,0
OCT,WA0059,WA0057,-21.333,263.75,0,0,0,0,0,0,3.71619509756e-10,0
NOV,WA0059,WA0057,-21.333,263.75,0,0,0,0,0,0,2.97610024818e-10,0
DEC,WA0059,WA0057,-21.333,263.75,0,0,0,0,0,0,3.41321879428e-10,0
JAN,ML023,WA0056,66.37,158.75,0,0,0,0,0,0,7.44994386778e-11,0
FEB,ML023,WA0056,66.37,158.75,0,0,0,0,0,0,9.37969814842e-11,0
MAR,ML023,WA0056,66.37,158.75,0,0,0,0,0,0,6.05779609255e-11,0
APR,ML023,WA0056,66.37,158.75,0,0,0,0,0,0,5.93116363898e-11,0
MAY,ML023,WA0056,66.37,158.75,0,0,0,0,0,0,3.62992976539e-11,0
JUN,ML023,WA0056,66.37,158.75,0,0,0,0,0,0,5.36372913423e-11,0
JUL,ML023,WA0056,66.37,158.75,0,0,0,0,0,0,3.53099829358e-11,0
AUG,ML023,WA0056,66.37,158.75,0,0,0,0,0,0,2.28323099635e-11,0
SEP,ML023,WA0056,66.37,158.75,0,0,0,0,0,0,4.50459549439e-11,0
OCT,ML023,WA0056,66.37,158.75,0,0,0,0,0,0,9.06783374165e-11,0
NOV,ML023,WA0056,66.37,158.75,0,0,0,0,0,0,5.85060917266e-11,0
DEC,ML023,WA0056,66.37,158.75,0,0,0,0,0,0,7.23897815714e-11,0
JAN,west of Portugal,"Marsh, King George Island (DOE)",36.963,296.25,0,0,0,0,0,0,2.50241833107e-10,0
FEB,west of Portugal,"Marsh, King George Island (DOE)",36.963,296.25,0,0,0,0,0,0,2.10097989357e-10,0
MAR,west of Portugal,"Marsh, King George Island (DOE)",36.963,296.25,0,0,0,0,0,0,2.48071575167e-10,0
APR,west of Portugal,"Marsh, King George Island (DOE)",36.963,296.25,0,0,0,0,0,0,2.11746325692e-10,0
MAY,west of Portugal,"Marsh, King George Island (DOE)",36.963,296.25,0,0,0,0,0,0,2.21719088497e-10,0
JUN,west of Portugal,"Marsh, King George Island (DOE)",36.963,296.25,0,0,0,0,0,0,2.55050227428e-10,0
JUL,west of Portugal,"Marsh, King George Island (DOE)",36.963,296.25,0,0,0,0,0,0,1.33158353094e-10,0
AUG,west of Portugal,"Marsh, King George Island (DOE)",36.963,296.25,0,0,0,0,0,0,1.98625774152e-10,0
SEP,west of Portugal,"Marsh, King George Island (DOE)",36.963,296.25,0,0,0,0,0,0,2.52401143032e-10,0
OCT,west of Portugal,"Marsh, King George Island (DOE)",36.963,296.25,0,0,0,0,0,0,2.55682600045e-10,0
NOV,west of Portugal,"Marsh, King George Island (DOE)",36.963,296.25,0,0,0,0,0,0,3.00607389998e-10,0
DEC,west of Portugal,"Marsh, King George Island (DOE)",36.963,296.25,0,0,0,0,0,0,3.0355360253e-10,0
JAN,WA0057,ML034,37.005,348.975,0,0,0,0,0,0,3.00904067535e-10,0
FEB,WA0057,ML034,37.005,348.975,0,0,0,0,0,0,3.51408245826e-10,0
MAR,WA0057,ML034,37.005,348.975,0,0,0,0,0,0,2.16169455742e-10,0
APR,WA0057,ML034,37.005,348.975,0,0,0,0,0,0,2.70166362664e-10,0
MAY,WA0057,ML034,37.005,348.975,0,0,0,0,0,0,2.66759911739e-10,0
JUN,WA0057,ML034,37.005,348.975,0,0,0,0,0,0,2.5371633016e-10,0
JUL,WA0057,ML034,37.005,348.975,0,0,0,0,0,0,2.82721127451e-10,0
AUG,WA0057,ML034,37.005,348.975,0,0,0,0,0,0,2.40101123033e-10,0
SEP,WA0057,ML034,37.005,348.975,0,0,0,0,0,0,3.69471142501e-10,0
OCT,WA0057,ML034,37.005,348.975,0,0,0,0,0,0,3.17452832917e-10,0
NOV,WA0057,ML034,37.005,348.975,0,0,0,0,0,0,2.51193451505e-10,0
DEC,WA0057,ML034,37.005,348.975,0,0,0,0,0,0,1.56644539828e-10,0
JAN,WA0056,Norfolk Island,-20.9989,295.3,0,0,0,0,0,0,1.56078580001e-11,0
FEB,WA0056,Norfolk Island,-20.9989,295.3,0,0,0,0,0,0,1.11976699002e-11,0
MAR,WA0056,Norfolk Island,-20.9989,295.3,0,0,0,0,0,0,1.39928267304e-11,0
APR,WA0056,Norfolk Island,-20.9989,295.3,0,0,0,0,0,0,2.10619662376e-11,0
MAY,WA0056,Norfolk Island,-20.9989,295.3,0,0,0,0,0,0,1.6899775466e-11,0
JUN,WA0056,Norfolk Island,-20.9989,295.3,0,0,0,0,0,0,1.59092073512e-11,0
JUL,WA0056,Norfolk Island,-20.9989,295.3,0,0,0,0,0,0,2.19089956387e-11,0
AUG,WA0056,Norfolk Island,-20.9989,295.3,0,0,0,0,0,0,3.84222632314e-11,0
SEP,WA0056,Norfolk Island,-20.9989,295.3,0,0,0,0,0,0,2.15434736885e-11,0
OCT,WA0056,Norfolk Island,-20.9989,295.3,0,0,0,0,0,0,3.16650921732e-11,0
NOV,WA0056,Norfolk Island,-20.9989,295.3,0,0,0,0,0,0,1.46723287148e-11,0
DEC,WA0056,Norfolk Island,-20.9989,295.3,0,0,0,0,0,0,1.790633001e-11,0
JAN,Iza_aLL_88-97_M_ng,"Invercargill, New Zealand (DOE)",36.894,237.037,0,0,0,0,0,0,2.54647986801e-10,0
FEB,Iza_aLL_88-97_M_ng,"Invercargill, New Zealand (DOE)",36.894,237.037,0,0,0,0,0,0,3.04274843015e-10,0
MAR,Iza_aLL_88-97_M_ng,"Invercargill, New Zealand (DOE)",36.894,237.037,0,0,0,0,0,0,3.12394563823e-10,0
APR,Iza_aLL_88-97_M_ng,"Invercargill, New Zealand (DOE)",36.894,237.037,0,0,0,0,0,0,2.51826459903e-10,0
MAY,Iza_aLL_88-97_M_ng,"Invercargill, New Zealand (DOE)",36.894,237.037,0,0,0,0,0,0,2.28671262976e-10,0
JUN,Iza_aLL_88-97_M_ng,"Invercargill, New Zealand (DOE)",36.894,237.037,0,0,0,0,0,0,2.84247170263e-10,0
JUL,Iza_aLL_88-97_M_ng,"Invercargill, New Zealand (DOE)",36.894,237.037,0,0,0,0,0,0,2.00653727364e-10,0
AUG,Iza_aLL_88-97_M_ng,"Invercargill, New Zealand (DOE)",36.894,237.037,0,0,0,0,0,0,1.90070390567e-10,0
SEP,Iza_aLL_88-97_M_ng,"Invercargill, New Zealand (DOE)",36.894,237.037,0,0,0,0,0,0,1.38157718242e-10,0
OCT,Iza_aLL_88-97_M_ng,"Invercargill, New Zealand (DOE)",36.894,237.037,0,0,0,0,0,0,3.16902739221e-10,0
NOV,Iza_aLL_88-97_M_ng,"Invercargill, New Zealand (DOE)",36.894,237.037,0,0,0,0,0,0,3.17955182803e-10,0
DEC,Iza_aLL_88-97_M_ng,"Invercargill, New Zealand (DOE)",36.894,237.037,0,0,0,0,0,0,2.43629237855e-10,0
JAN,KingGeorgeIs1990-1996,ICE0032,36.422,333.962,0,0,0,0,0,0,3.73686274474e-10,0
FEB,KingGeorgeIs1990-1996,ICE0032,36.422,333.962,0,0,0,0,0,0,3.88748032381e-10,0
MAR,KingGeorgeIs1990-1996,ICE0032,36.422,333.962,0,0,0,0,0,0,2.49646324472e-10,0
APR,KingGeorgeIs1990-1996,ICE0032,36.422,333.962,0,0,0,0,0,0,2.80201801178e-10,0
MAY,KingGeorgeIs1990-1996,ICE0032,36.422,333.962,0,0,0,0,0,0,2.85483704764e-10,0
JUN,KingGeorgeIs1990-1996,ICE0032,36.422,333.962,0,0,0,0,0,0,2.11848613943e-10,0
JUL,KingGeorgeIs1990-1996,ICE0032,36.422,333.962,0,0,0,0,0,0,2.30671257833e-10,0
AUG,KingGeorgeIs1990-1996,ICE0032,36.422,333.962,0,0,0,0,0,0,2.69467819796e-10,0
SEP,KingGeorgeIs1990-1996,ICE0032,36.422,333.962,0,0,0,0,0,0,3.46483083455e-10,0
OCT,KingGeorgeIs1990-1996,ICE0032,36.422,333.962,0,0,0,0,0,0,4.01475044646e-10,0
NOV,KingGeorgeIs1990-1996,ICE0032,36.422,333.962,0,0,0,0,0,0,3.70400205061e-10,0
DEC,KingGeorgeIs1990-1996,ICE0032,36.422,333.962,0,0,0,0,0,0,2.70878537526e-10,0
JAN,ML034,ICE0031,36.2,235.873,0,0,0,0,0,0,2.80745076309e-10,0
FEB,ML034,ICE0031,36.2,235.873,0,0,0,0,0,0,3.51191081359e-10,0
MAR,ML034,ICE0031,36.2,235.873,0,0,0,0,0,0,3.82004160944e-10,0
APR,ML034,ICE0031,36.2,235.873,0,0,0,0,0,0,3.2624393718e-10,0
MAY,ML034,ICE0031,36.2,235.873,0,0,0,0,0,0,3.32760383421e-10,0
JUN,ML034,ICE0031,36.2,235.873,0,0,0,0,0,0,4.11895101054e-10,0
JUL,ML034,ICE0031,36.2,235.873,0,0,0,0,0,0,3.09153463816e-10,0
AUG,ML034,ICE0031,36.2,235.873,0,0,0,0,0,0,2.72784794302e-10,0
SEP,ML034,ICE0031,36.2,235.873,0,0,0,0,0,0,1.80849608044e-10,0
OCT,ML034,ICE0031,36.2,235.873,0,0,0,0,0,0,3.20039728074e-10,0
NOV,ML034,ICE0031,36.2,235.873,0,0,0,0,0,0,3.32892604315e-10,0
DEC,ML034,ICE0031,36.2,235.873,0,0,0,0,0,0,2.73526467713e-10,0
JAN,ICE0032,ICE0037,-19.65,25.67,0,0,0,0,0,0,9.11778149254e-11,0
FEB,ICE0032,ICE0037,-19.65,25.67,0,0,0,0,0,0,1.09776530795e-10,0
MAR,ICE0032,ICE0037,-19.65,25.67,0,0,0,0,0,0,8.07196253495e-11,0
APR,ICE0032,ICE0037,-19.65,25.67,0,0,0,0,0,0,6.96171287051e-11,0
MAY,ICE0032,ICE0037,-19.65,25.67,0,0,0,0,0,0,7.57034800015e-11,0
JUN,ICE0032,ICE0037,-19.65,25.67,0,0,0,0,0,0,1.01520060476e-10,0
JUL,ICE0032,ICE0037,-19.65,25.67,0,0,0,0,0,0,6.93680956446e-11,0
AUG,ICE0032,ICE0037,-19.65,25.67,0,0,0,0,0,0,9.19822550648e-11,0
SEP,ICE0032,ICE0037,-19.65,25.67,0,0,0,0,0,0,1.16209476015e-10,0
OCT,ICE0032,ICE0037,-19.65,25.67,0,0,0,0,0,0,8.59167216123e-11,0
NOV,ICE0032,ICE0037,-19.65,25.67,0,0,0,0,0,0,8.17287819312e-11,0
DEC,ICE0032,ICE0037,-19.65,25.67,0,0,0,0,0,0,1.35487343533e-10,0
JAN,ICE0031,ICE0035,78.2,78.75,0,0,0,0,0,0,5.45089082073e-11,0
FEB,ICE0031,ICE0035,78.2,78.75,0,0,0,0,0,0,4.9762801093e-11,0
MAR,ICE0031,ICE0035,78.2,78.75,0,0,0,0,0,0,3.97697937397e-11,0
APR,ICE0031,ICE0035,78.2,78.75,0,0,0,0,0,0,3.47082821522e-11,0
MAY,ICE0031,ICE0035,78.2,78.75,0,0,0,0,0,0,2.87085258025e-11,0
JUN,ICE0031,ICE0035,78.2,78.75,0,0,0,0,0,0,5.51489212079e-11,0
JUL,ICE0031,ICE0035,78.2,78.75,0,0,0,0,0,0,7.02330056335e-11,0
AUG,ICE0031,ICE0035,78.2,78.75,0,0,0,0,0,0,7.66532350362e-11,0
SEP,ICE0031,ICE0035,78.2,78.75,0,0,0,0,0,0,5.41023719232e-11,0
OCT,ICE0031,ICE0035,78.2,78.75,0,0,0,0,0,0,4.30194479013e-11,0
NOV,ICE0031,ICE0035,78.2,78.75,0,0,0,0,0,0,5.10002502264e-11,0
DEC,ICE0031,ICE0035,78.2,78.75,0,0,0,0,0,0,5.18128890294e-11,0
JAN,ICE0037,"Yate, New Caledonia",37.103,236.91,0,0,0,0,0,0,2.54647986801e-10,0
FEB,ICE0037,"Yate, New Caledonia",37.103,236.91,0,0,0,0,0,0,3.04274843015e-10,0
MAR,ICE0037,"Yate, New Caledonia",37.103,236.91,0,0,0,0,0,0,3.12394563823e-10,0
APR,ICE0037,"Yate, New Caledonia",37.103,236.91,0,0,0,0,0,0,2.51826459903e-10,0
MAY,ICE0037,"Yate, New Caledonia",37.103,236.91,0,0,0,0,0,0,2.28671262976e-10,0
JUN,ICE0037,"Yate, New Caledonia",37.103,236.91,0,0,0,0,0,0,2.84247170263e-10,0
JUL,ICE0037,"Yate, New Caledonia",37.103,236.91,0,0,0,0,0,0,2.00653727364e-10,0
AUG,ICE0037,"Yate, New Caledonia",37.103,236.91,0,0,0,0,0,0,1.90070390567e-10,0
SEP,ICE0037,"Yate, New Caledonia",37.103,236.91,0,0,0,0,0,0,1.38157718242e-10,0
OCT,ICE0037,"Yate, New Caledonia",37.103,236.91,0,0,0,0,0,0,3.16902739221e-10,0
NOV,ICE0037,"Yate, New Caledonia",37.103,236.91,0,0,0,0,0,0,3.17955182803e-10,0
DEC,ICE0037,"Yate, New Caledonia",37.103,236.91,0,0,0,0,0,0,2.43629237855e-10,0
JAN,ICE0035,ML030,-22.15,280.1254,0,0,0,0,0,0,2.56704188157e-10,0
FEB,ICE0035,ML030,-22.15,280.1254,0,0,0,0,0,0,3.54050029148e-10,0
MAR,ICE0035,ML030,-22.15,280.1254,0,0,0,0,0,0,3.12653374441e-10,0
APR,ICE0035,ML030,-22.15,280.1254,0,0,0,0,0,0,2.50924536265e-10,0
MAY,ICE0035,ML030,-22.15,280.1254,0,0,0,0,0,0,3.1824997522e-10,0
JUN,ICE0035,ML030,-22.15,280.1254,0,0,0,0,0,0,3.31344531069e-10,0
JUL,ICE0035,ML030,-22.15,280.1254,0,0,0,0,0,0,3.38289078292e-10,0
AUG,ICE0035,ML030,-22.15,280.1254,0,0,0,0,0,0,3.42552611076e-10,0
SEP,ICE0035,ML030,-22.15,280.1254,0,0,0,0,0,0,3.83307323054e-10,0
OCT,ICE0035,ML030,-22.15,280.1254,0,0,0,0,0,0,3.78920578199e-10,0
NOV,ICE0035,ML030,-22.15,280.1254,0,0,0,0,0,0,3.50327137161e-10,0
DEC,ICE0035,ML030,-22.15,280.1254,0,0,0,0,0,0,3.38891208035e-10,0
JAN,ML030,Falkland Islands,-19.733,200.67,0,0,0,0,0,0,1.83712966284e-10,0
FEB,ML030,Falkland Islands,-19.733,200.67,0,0,0,0,0,0,2.24947429589e-10,0
MAR,ML030,Falkland Islands,-19.733,200.67,0,0,0,0,0,0,2.93152212674e-10,0
APR,ML030,Falkland Islands,-19.733,200.67,0,0,0,0,0,0,1.99632229585e-10,0
MAY,ML030,Falkland Islands,-19.733,200.67,0,0,0,0,0,0,2.55254051418e-10,0
JUN,ML030,Falkland Islands,-19.733,200.67,0,0,0,0,0,0,2.99567204036e-10,0
JUL,ML030,Falkland Islands,-19.733,200.67,0,0,0,0,0,0,3.51008691449e-10,0
AUG,ML030,Falkland Islands,-19.733,200.67,0,0,0,0,0,0,3.52646722806e-10,0
SEP,ML030,Falkland Islands,-19.733,200.67,0,0,0,0,0,0,3.99691139986e-10,0
OCT,ML030,Falkland Islands,-19.733,200.67,0,0,0,0,0,0,3.27376074565e-10,0
NOV,ML030,Falkland Islands,-19.733,200.67,0,0,0,0,0,0,2.5685482459e-10,0
DEC,ML030,Falkland Islands,-19.733,200.67,0,0,0,0,0,0,3.30691676511e-10,0
JAN,Falkland Islands,"Chatham Island, New Zealand (DOE)",36.177,236.881,0,0,0,0,0,0,2.80745076309e-10,0
FEB,Falkland Islands,"Chatham Island, New Zealand (DOE)",36.177,236.881,0,0,0,0,0,0,3.51191081359e-10,0
MAR,Falkland Islands,"Chatham Island, New Zealand (DOE)",36.177,236.881,0,0,0,0,0,0,3.82004160944e-10,0
APR,Falkland Islands,"Chatham Island, New Zealand (DOE)",36.177,236.881,0,0,0,0,0,0,3.2624393718e-10,0
MAY,Falkland Islands,"Chatham Island, New Zealand (DOE)",36.177,236.881,0,0,0,0,0,0,3.32760383421e-10,0
JUN,Falkland Islands,"Chatham Island, New Zealand (DOE)",36.177,236.881,0,0,0,0,0,0,4.11895101054e-10,0
JUL,Falkland Islands,"Chatham Island, New Zealand (DOE)",36.177,236.881,0,0,0,0,0,0,3.09153463816e-10,0
AUG,Falkland Islands,"Chatham Island, New Zealand (DOE)",36.177,236.881,0,0,0,0,0,0,2.72784794302e-10,0
SEP,Falkland Islands,"Chatham Island, New Zealand (DOE)",36.177,236.881,0,0,0,0,0,0,1.80849608044e-10,0
OCT,Falkland Islands,"Chatham Island, New Zealand (DOE)",36.177,236.881,0,0,0,0,0,0,3.20039728074e-10,0
NOV,Falkland Islands,"Chatham Island, New Zealand (DOE)",36.177,236.881,0,0,0,0,0,0,3.32892604315e-10,0
DEC,Falkland Islands,"Chatham Island, New Zealand (DOE)",36.177,236.881,0,0,0,0,0,0,2.73526467713e-10,0
JAN,ML032,ML032,36.437,11.25,0,0,0,0,0,0,1.73993492938e-10,0
FEB,ML032,ML032,36.437,11.25,0,0,0,0,0,0,1.97656064737e-10,0
MAR,ML032,ML032,36.437,11.25,0,0,0,0,0,0,1.31889864057e-10,0
APR,ML032,ML032,36.437,11.25,0,0,0,0,0,0,1.24365309822e-10,0
MAY,ML032,ML032,36.437,11.25,0,0,0,0,0,0,8.49226254918e-11,0
JUN,ML032,ML032,36.437,11.25,0,0,0,0,0,0,7.71722712558e-11,0
JUL,ML032,ML032,36.437,11.25,0,0,0,0,0,0,1.08634911181e-10,0
AUG,ML032,ML032,36.437,11.25,0,0,0,0,0,0,1.16013567959e-10,0
SEP,ML032,ML032,36.437,11.25,0,0,0,0,0,0,1.34714768432e-10,0
OCT,ML032,ML032,36.437,11.25,0,0,0,0,0,0,1.46075096486e-10,0
NOV,ML032,ML032,36.437,11.25,0,0,0,0,0,0,1.4681966465e-10,0
DEC,ML032,ML032,36.437,11.25,0,0,0,0,0,0,2.25993535028e-10,0
JAN,ML020,ML020,26.92,162.33,0,0,0,0,0,0,3.06909920315e-10,0
FEB,ML020,ML020,26.92,162.33,0,0,0,0,0,0,3.07630673036e-10,0
MAR,ML020,ML020,26.92,162.33,0,0,0,0,0,0,3.6588680133e-10,0
APR,ML020,ML020,26.92,162.33,0,0,0,0,0,0,2.91442228778e-10,0
MAY,ML020,ML020,26.92,162.33,0,0,0,0,0,0,2.21747405954e-10,0
JUN,ML020,ML020,26.92,162.33,0,0,0,0,0,0,2.67249159067e-10,0
JUL,ML020,ML020,26.92,162.33,0,0,0,0,0,0,2.41518009416e-10,0
AUG,ML020,ML020,26.92,162.33,0,0,0,0,0,0,2.4825881228e-10,0
SEP,ML020,ML020,26.92,162.33,0,0,0,0,0,0,4.04724209936e-10,0
OCT,ML020,ML020,26.92,162.33,0,0,0,0,0,0,3.63743630604e-10,0
NOV,ML020,ML020,26.92,162.33,0,0,0,0,0,0,3.51980922293e-10,0
DEC,ML020,ML020,26.92,162.33,0,0,0,0,0,0,2.71629801197e-10,0
JAN,ML013,Shemya Alaska (SEASPAN),-29.08,167.98,0,0,0,0,0,0,3.61918216369e-10,0
FEB,ML013,Shemya Alaska (SEASPAN),-29.08,167.98,0,0,0,0,0,0,4.32271345998e-10,0
MAR,ML013,Shemya Alaska (SEASPAN),-29.08,167.98,0,0,0,0,0,0,3.374148489e-10,0
APR,ML013,Shemya Alaska (SEASPAN),-29.08,167.98,0,0,0,0,0,0,3.28885937695e-10,0
MAY,ML013,Shemya Alaska (SEASPAN),-29.08,167.98,0,0,0,0,0,0,3.27415858379e-10,0
JUN,ML013,Shemya Alaska (SEASPAN),-29.08,167.98,0,0,0,0,0,0,3.3560705697e-10,0
JUL,ML013,Shemya Alaska (SEASPAN),-29.08,167.98,0,0,0,0,0,0,2.65724610727e-10,0
AUG,ML013,Shemya Alaska (SEASPAN),-29.08,167.98,0,0,0,0,0,0,2.99031156778e-10,0
SEP,ML013,Shemya Alaska (SEASPAN),-29.08,167.98,0,0,0,0,0,0,3.69614932303e-10,0
OCT,ML013,Shemya Alaska (SEASPAN),-29.08,167.98,0,0,0,0,0,0,3.61807798993e-10,0
NOV,ML013,Shemya Alaska (SEASPAN),-29.08,167.98,0,0,0,0,0,0,3.16112707078e-10,0
DEC,ML013,Shemya Alaska (SEASPAN),-29.08,167.98,0,0,0,0,0,0,2.57512685048e-10,0
JAN,Bermuda,ML013,36.993,348.75,0,0,0,0,0,0,3.00904067535e-10,0
FEB,Bermuda,ML013,36.993,348.75,0,0,0,0,0,0,3.51408245826e-10,0
MAR,Bermuda,ML013,36.993,348.75,0,0,0,0,0,0,2.16169455742e-10,0
APR,Bermuda,ML013,36.993,348.75,0,0,0,0,0,0,2.70166362664e-10,0
MAY,Bermuda,ML013,36.993,348.75,0,0,0,0,0,0,2.66759911739e-10,0
JUN,Bermuda,ML013,36.993,348.75,0,0,0,0,0,0,2.5371633016e-10,0
JUL,Bermuda,ML013,36.993,348.75,0,0,0,0,0,0,2.82721127451e-10,0
AUG,Bermuda,ML013,36.993,348.75,0,0,0,0,0,0,2.40101123033e-10,0
SEP,Bermuda,ML013,36.993,348.75,0,0,0,0,0,0,3.69471142501e-10,0
OCT,Bermuda,ML013,36.993,348.75,0,0,0,0,0,0,3.17452832917e-10,0
NOV,Bermuda,ML013,36.993,348.75,0,0,0,0,0,0,2.51193451505e-10,0
DEC,Bermuda,ML013,36.993,348.75,0,0,0,0,0,0,1.56644539828e-10,0
JAN,ML017,Bermuda,36.952,167.0,0,0,0,0,0,0,3.71897910035e-10,0
FEB,ML017,Bermuda,36.952,167.0,0,0,0,0,0,0,3.47438837263e-10,0
MAR,ML017,Bermuda,36.952,167.0,0,0,0,0,0,0,3.58354305773e-10,0
