month,site,site.long.name,lat,lon,MOA,TOA,BC,SO4,NCL,DST,smSS,total.aerosol
APR,ML017,Bermuda,36.952,167.0,0,0,0,0,0,0,2.93663122393e-10,0
MAY,ML017,Bermuda,36.952,167.0,0,0,0,0,0,0,3.1078636809e-10,0
JUN,ML017,Bermuda,36.952,167.0,0,0,0,0,0,0,3.31937665923e-10,0
JUL,ML017,Bermuda,36.952,167.0,0,0,0,0,0,0,2.62104157422e-10,0
AUG,ML017,Bermuda,36.952,167.0,0,0,0,0,0,0,2.84603920113e-10,0
SEP,ML017,Bermuda,36.952,167.0,0,0,0,0,0,0,4.26184084288e-10,0
OCT,ML017,Bermuda,36.952,167.0,0,0,0,0,0,0,3.34291954309e-10,0
NOV,ML017,Bermuda,36.952,167.0,0,0,0,0,0,0,2.78146123446e-10,0
DEC,ML017,Bermuda,36.952,167.0,0,0,0,0,0,0,2.20728691192e-10,0
JAN,Invercargill1983-1996,ML017,82.46,279.965,0,0,0,0,0,0,3.81990363555e-11,0
FEB,Invercargill1983-1996,ML017,82.46,279.965,0,0,0,0,0,0,3.77314540947e-11,0
MAR,Invercargill1983-1996,ML017,82.46,279.965,0,0,0,0,0,0,3.99075814463e-11,0
APR,Invercargill1983-1996,ML017,82.46,279.965,0,0,0,0,0,0,2.71161940877e-11,0
MAY,Invercargill1983-1996,ML017,82.46,279.965,0,0,0,0,0,0,1.21953911229e-11,0
JUN,Invercargill1983-1996,ML017,82.46,279.965,0,0,0,0,0,0,2.45257030402e-11,0
JUL,Invercargill1983-1996,ML017,82.46,279.965,0,0,0,0,0,0,2.53740952283e-11,0
AUG,Invercargill1983-1996,ML017,82.46,279.965,0,0,0,0,0,0,2.94135837386e-11,0
SEP,Invercargill1983-1996,ML017,82.46,279.965,0,0,0,0,0,0,2.91304579036e-11,0
OCT,Invercargill1983-1996,ML017,82.46,279.965,0,0,0,0,0,0,2.97577002928e-11,0
NOV,Invercargill1983-1996,ML017,82.46,279.965,0,0,0,0,0,0,3.19779177748e-11,0
DEC,Invercargill1983-1996,ML017,82.46,279.965,0,0,0,0,0,0,3.7150349933e-11,0
JAN,ML014,ML014,-43.92,295.632,0,0,0,0,0,0,2.1941003076e-10,0
FEB,ML014,ML014,-43.92,295.632,0,0,0,0,0,0,2.4931707153e-10,0
MAR,ML014,ML014,-43.92,295.632,0,0,0,0,0,0,2.28152739736e-10,0
APR,ML014,ML014,-43.92,295.632,0,0,0,0,0,0,2.04508594104e-10,0
MAY,ML014,ML014,-43.92,295.632,0,0,0,0,0,0,2.22794117921e-10,0
JUN,ML014,ML014,-43.92,295.632,0,0,0,0,0,0,2.11580527466e-10,0
JUL,ML014,ML014,-43.92,295.632,0,0,0,0,0,0,1.94040140571e-10,0
AUG,ML014,ML014,-43.92,295.632,0,0,0,0,0,0,2.18408354525e-10,0
SEP,ML014,ML014,-43.92,295.632,0,0,0,0,0,0,2.65225227203e-10,0
OCT,ML014,ML014,-43.92,295.632,0,0,0,0,0,0,2.16429625851e-10,0
NOV,ML014,ML014,-43.92,295.632,0,0,0,0,0,0,2.08214243554e-10,0
DEC,ML014,ML014,-43.92,295.632,0,0,0,0,0,0,2.2414776359e-10,0
JAN,"Cape Grim, Tasmania",Nauru,36.911,4.279,0,0,0,0,0,0,1.61158694616e-10,0
FEB,"Cape Grim, Tasmania",Nauru,36.911,4.279,0,0,0,0,0,0,1.98319050991e-10,0
MAR,"Cape Grim, Tasmania",Nauru,36.911,4.279,0,0,0,0,0,0,1.199584129e-10,0
APR,"Cape Grim, Tasmania",Nauru,36.911,4.279,0,0,0,0,0,0,1.28525551763e-10,0
MAY,"Cape Grim, Tasmania",Nauru,36.911,4.279,0,0,0,0,0,0,8.53374427591e-11,0
JUN,"Cape Grim, Tasmania",Nauru,36.911,4.279,0,0,0,0,0,0,7.63013348667e-11,0
JUL,"Cape Grim, Tasmania",Nauru,36.911,4.279,0,0,0,0,0,0,1.10208182827e-10,0
AUG,"Cape Grim, Tasmania",Nauru,36.911,4.279,0,0,0,0,0,0,1.10243697923e-10,0
SEP,"Cape Grim, Tasmania",Nauru,36.911,4.279,0,0,0,0,0,0,1.21660946874e-10,0
OCT,"Cape Grim, Tasmania",Nauru,36.911,4.279,0,0,0,0,0,0,1.2829732158e-10,0
NOV,"Cape Grim, Tasmania",Nauru,36.911,4.279,0,0,0,0,0,0,1.61460237642e-10,0
DEC,"Cape Grim, Tasmania",Nauru,36.911,4.279,0,0,0,0,0,0,1.65214503603e-10,0
JAN,FAN1981-1986C,"Cape Grim, Tasmania",-62.18,237.09,0,0,0,0,0,0,4.27879097567e-10,0
FEB,FAN1981-1986C,"Cape Grim, Tasmania",-62.18,237.09,0,0,0,0,0,0,4.17879654909e-10,0
MAR,FAN1981-1986C,"Cape Grim, Tasmania",-62.18,237.09,0,0,0,0,0,0,4.41573378578e-10,0
APR,FAN1981-1986C,"Cape Grim, Tasmania",-62.18,237.09,0,0,0,0,0,0,4.22410725473e-10,0
MAY,FAN1981-1986C,"Cape Grim, Tasmania",-62.18,237.09,0,0,0,0,0,0,5.06349127966e-10,0
JUN,FAN1981-1986C,"Cape Grim, Tasmania",-62.18,237.09,0,0,0,0,0,0,4.28675945179e-10,0
JUL,FAN1981-1986C,"Cape Grim, Tasmania",-62.18,237.09,0,0,0,0,0,0,3.43096590454e-10,0
AUG,FAN1981-1986C,"Cape Grim, Tasmania",-62.18,237.09,0,0,0,0,0,0,3.90956157054e-10,0
SEP,FAN1981-1986C,"Cape Grim, Tasmania",-62.18,237.09,0,0,0,0,0,0,3.5882788626e-10,0
OCT,FAN1981-1986C,"Cape Grim, Tasmania",-62.18,237.09,0,0,0,0,0,0,4.03771879992e-10,0
NOV,FAN1981-1986C,"Cape Grim, Tasmania",-62.18,237.09,0,0,0,0,0,0,2.95158317842e-10,0
DEC,FAN1981-1986C,"Cape Grim, Tasmania",-62.18,237.09,0,0,0,0,0,0,3.76157007612e-10,0
JAN,WA0023,WACS-I - George's Bank,36.469,237.58,0,0,0,0,0,0,2.54647986801e-10,0
FEB,WA0023,WACS-I - George's Bank,36.469,237.58,0,0,0,0,0,0,3.04274843015e-10,0
MAR,WA0023,WACS-I - George's Bank,36.469,237.58,0,0,0,0,0,0,3.12394563823e-10,0
APR,WA0023,WACS-I - George's Bank,36.469,237.58,0,0,0,0,0,0,2.51826459903e-10,0
MAY,WA0023,WACS-I - George's Bank,36.469,237.58,0,0,0,0,0,0,2.28671262976e-10,0
JUN,WA0023,WACS-I - George's Bank,36.469,237.58,0,0,0,0,0,0,2.84247170263e-10,0
JUL,WA0023,WACS-I - George's Bank,36.469,237.58,0,0,0,0,0,0,2.00653727364e-10,0
AUG,WA0023,WACS-I - George's Bank,36.469,237.58,0,0,0,0,0,0,1.90070390567e-10,0
SEP,WA0023,WACS-I - George's Bank,36.469,237.58,0,0,0,0,0,0,1.38157718242e-10,0
OCT,WA0023,WACS-I - George's Bank,36.469,237.58,0,0,0,0,0,0,3.16902739221e-10,0
NOV,WA0023,WACS-I - George's Bank,36.469,237.58,0,0,0,0,0,0,3.17955182803e-10,0
DEC,WA0023,WACS-I - George's Bank,36.469,237.58,0,0,0,0,0,0,2.43629237855e-10,0
JAN,WACS-I - George's Bank,La Reunion Island,35.773,275.4998,0,0,0,0,0,0,5.6784539113e-11,0
FEB,WACS-I - George's Bank,La Reunion Island,35.773,275.4998,0,0,0,0,0,0,7.03145028328e-11,0
MAR,WACS-I - George's Bank,La Reunion Island,35.773,275.4998,0,0,0,0,0,0,6.26919288919e-11,0
APR,WACS-I - George's Bank,La Reunion Island,35.773,275.4998,0,0,0,0,0,0,4.94820101852e-11,0
MAY,WACS-I - George's Bank,La Reunion Island,35.773,275.4998,0,0,0,0,0,0,4.8272291295e-11,0
JUN,WACS-I - George's Bank,La Reunion Island,35.773,275.4998,0,0,0,0,0,0,6.6361471516e-11,0
JUL,WACS-I - George's Bank,La Reunion Island,35.773,275.4998,0,0,0,0,0,0,8.15268505329e-11,0
AUG,WACS-I - George's Bank,La Reunion Island,35.773,275.4998,0,0,0,0,0,0,4.41441977813e-11,0
SEP,WACS-I - George's Bank,La Reunion Island,35.773,275.4998,0,0,0,0,0,0,6.71741439888e-11,0
OCT,WACS-I - George's Bank,La Reunion Island,35.773,275.4998,0,0,0,0,0,0,7.79958416745e-11,0
NOV,WACS-I - George's Bank,La Reunion Island,35.773,275.4998,0,0,0,0,0,0,8.6396973926e-11,0
DEC,WACS-I - George's Bank,La Reunion Island,35.773,275.4998,0,0,0,0,0,0,1.11739538005e-10,0
JAN,La Reunion Island,"Cape Point, South Africa",-14.25,237.521,0,0,0,0,0,0,2.52135244732e-10,0
FEB,La Reunion Island,"Cape Point, South Africa",-14.25,237.521,0,0,0,0,0,0,4.16596388664e-10,0
MAR,La Reunion Island,"Cape Point, South Africa",-14.25,237.521,0,0,0,0,0,0,3.64191870174e-10,0
APR,La Reunion Island,"Cape Point, South Africa",-14.25,237.521,0,0,0,0,0,0,3.03417483323e-10,0
MAY,La Reunion Island,"Cape Point, South Africa",-14.25,237.521,0,0,0,0,0,0,3.53695005039e-10,0
JUN,La Reunion Island,"Cape Point, South Africa",-14.25,237.521,0,0,0,0,0,0,3.41608325172e-10,0
JUL,La Reunion Island,"Cape Point, South Africa",-14.25,237.521,0,0,0,0,0,0,4.94184406609e-10,0
AUG,La Reunion Island,"Cape Point, South Africa",-14.25,237.521,0,0,0,0,0,0,4.4802655753e-10,0
SEP,La Reunion Island,"Cape Point, South Africa",-14.25,237.521,0,0,0,0,0,0,4.39441870484e-10,0
OCT,La Reunion Island,"Cape Point, South Africa",-14.25,237.521,0,0,0,0,0,0,4.20899797649e-10,0
NOV,La Reunion Island,"Cape Point, South Africa",-14.25,237.521,0,0,0,0,0,0,3.2960931871e-10,0
DEC,La Reunion Island,"Cape Point, South Africa",-14.25,237.521,0,0,0,0,0,0,3.95691508779e-10,0
JAN,"Cape Point, South Africa",ML048,75.665,293.476,0,0,0,0,0,0,3.8179586601e-11,0
FEB,"Cape Point, South Africa",ML048,75.665,293.476,0,0,0,0,0,0,4.04833539628e-11,0
MAR,"Cape Point, South Africa",ML048,75.665,293.476,0,0,0,0,0,0,3.75917314076e-11,0
APR,"Cape Point, South Africa",ML048,75.665,293.476,0,0,0,0,0,0,2.73065292808e-11,0
MAY,"Cape Point, South Africa",ML048,75.665,293.476,0,0,0,0,0,0,2.47132780458e-11,0
JUN,"Cape Point, South Africa",ML048,75.665,293.476,0,0,0,0,0,0,2.70510116382e-11,0
JUL,"Cape Point, South Africa",ML048,75.665,293.476,0,0,0,0,0,0,3.33621576859e-11,0
AUG,"Cape Point, South Africa",ML048,75.665,293.476,0,0,0,0,0,0,2.07735942473e-11,0
SEP,"Cape Point, South Africa",ML048,75.665,293.476,0,0,0,0,0,0,3.64045422391e-11,0
OCT,"Cape Point, South Africa",ML048,75.665,293.476,0,0,0,0,0,0,3.40455377521e-11,0
NOV,"Cape Point, South Africa",ML048,75.665,293.476,0,0,0,0,0,0,3.9119223596e-11,0
DEC,"Cape Point, South Africa",ML048,75.665,293.476,0,0,0,0,0,0,5.49988573428e-11,0
JAN,ICE0022,ICE0022,38.12,339.7,0,0,0,0,0,0,3.41272369125e-10,0
FEB,ICE0022,ICE0022,38.12,339.7,0,0,0,0,0,0,4.00186997537e-10,0
MAR,ICE0022,ICE0022,38.12,339.7,0,0,0,0,0,0,2.42457872716e-10,0
APR,ICE0022,ICE0022,38.12,339.7,0,0,0,0,0,0,3.02603080819e-10,0
MAY,ICE0022,ICE0022,38.12,339.7,0,0,0,0,0,0,2.75849904142e-10,0
JUN,ICE0022,ICE0022,38.12,339.7,0,0,0,0,0,0,2.34673730307e-10,0
JUL,ICE0022,ICE0022,38.12,339.7,0,0,0,0,0,0,2.6626543011e-10,0
AUG,ICE0022,ICE0022,38.12,339.7,0,0,0,0,0,0,2.62601229313e-10,0
SEP,ICE0022,ICE0022,38.12,339.7,0,0,0,0,0,0,3.11112500146e-10,0
OCT,ICE0022,ICE0022,38.12,339.7,0,0,0,0,0,0,3.16839564383e-10,0
NOV,ICE0022,ICE0022,38.12,339.7,0,0,0,0,0,0,2.89430412561e-10,0
DEC,ICE0022,ICE0022,38.12,339.7,0,0,0,0,0,0,2.14733631362e-10,0
JAN,MID1981-2000F,ICE0023,36.898,295.95,0,0,0,0,0,0,2.50241833107e-10,0
FEB,MID1981-2000F,ICE0023,36.898,295.95,0,0,0,0,0,0,2.10097989357e-10,0
MAR,MID1981-2000F,ICE0023,36.898,295.95,0,0,0,0,0,0,2.48071575167e-10,0
APR,MID1981-2000F,ICE0023,36.898,295.95,0,0,0,0,0,0,2.11746325692e-10,0
MAY,MID1981-2000F,ICE0023,36.898,295.95,0,0,0,0,0,0,2.21719088497e-10,0
JUN,MID1981-2000F,ICE0023,36.898,295.95,0,0,0,0,0,0,2.55050227428e-10,0
JUL,MID1981-2000F,ICE0023,36.898,295.95,0,0,0,0,0,0,1.33158353094e-10,0
AUG,MID1981-2000F,ICE0023,36.898,295.95,0,0,0,0,0,0,1.98625774152e-10,0
SEP,MID1981-2000F,ICE0023,36.898,295.95,0,0,0,0,0,0,2.52401143032e-10,0
OCT,MID1981-2000F,ICE0023,36.898,295.95,0,0,0,0,0,0,2.55682600045e-10,0
NOV,MID1981-2000F,ICE0023,36.898,295.95,0,0,0,0,0,0,3.00607389998e-10,0
DEC,MID1981-2000F,ICE0023,36.898,295.95,0,0,0,0,0,0,3.0355360253e-10,0
JAN,ICE0025,ICE0025,36.801,292.6,0,0,0,0,0,0,2.12575883794e-10,0
FEB,ICE0025,ICE0025,36.801,292.6,0,0,0,0,0,0,2.0642076966e-10,0
MAR,ICE0025,ICE0025,36.801,292.6,0,0,0,0,0,0,2.42982943645e-10,0
APR,ICE0025,ICE0025,36.801,292.6,0,0,0,0,0,0,2.13876860434e-10,0
MAY,ICE0025,ICE0025,36.801,292.6,0,0,0,0,0,0,2.14174746573e-10,0
JUN,ICE0025,ICE0025,36.801,292.6,0,0,0,0,0,0,2.5014192237e-10,0
JUL,ICE0025,ICE0025,36.801,292.6,0,0,0,0,0,0,1.09276946622e-10,0
AUG,ICE0025,ICE0025,36.801,292.6,0,0,0,0,0,0,1.94197032992e-10,0
SEP,ICE0025,ICE0025,36.801,292.6,0,0,0,0,0,0,2.27953560171e-10,0
OCT,ICE0025,ICE0025,36.801,292.6,0,0,0,0,0,0,2.41823714612e-10,0
NOV,ICE0025,ICE0025,36.801,292.6,0,0,0,0,0,0,2.70080279532e-10,0
DEC,ICE0025,ICE0025,36.801,292.6,0,0,0,0,0,0,2.84276472617e-10,0
JAN,ICE0028,ICE0028,34.788,295.462,0,0,0,0,0,0,2.49035535942e-10,0
FEB,ICE0028,ICE0028,34.788,295.462,0,0,0,0,0,0,2.13614558392e-10,0
MAR,ICE0028,ICE0028,34.788,295.462,0,0,0,0,0,0,2.35310793063e-10,0
APR,ICE0028,ICE0028,34.788,295.462,0,0,0,0,0,0,1.89478636485e-10,0
MAY,ICE0028,ICE0028,34.788,295.462,0,0,0,0,0,0,1.87670082685e-10,0
JUN,ICE0028,ICE0028,34.788,295.462,0,0,0,0,0,0,2.14214453966e-10,0
JUL,ICE0028,ICE0028,34.788,295.462,0,0,0,0,0,0,1.41033132428e-10,0
AUG,ICE0028,ICE0028,34.788,295.462,0,0,0,0,0,0,1.9319043576e-10,0
SEP,ICE0028,ICE0028,34.788,295.462,0,0,0,0,0,0,2.12956795786e-10,0
OCT,ICE0028,ICE0028,34.788,295.462,0,0,0,0,0,0,2.77885345954e-10,0
NOV,ICE0028,ICE0028,34.788,295.462,0,0,0,0,0,0,2.64893427692e-10,0
DEC,ICE0028,ICE0028,34.788,295.462,0,0,0,0,0,0,2.93671945055e-10,0
JAN,CA0055,"Funafuti, Tuvalu",-21.0001,237.962,0,0,0,0,0,0,1.95048200819e-10,0
FEB,CA0055,"Funafuti, Tuvalu",-21.0001,237.962,0,0,0,0,0,0,3.79376680123e-10,0
MAR,CA0055,"Funafuti, Tuvalu",-21.0001,237.962,0,0,0,0,0,0,2.87242200614e-10,0
APR,CA0055,"Funafuti, Tuvalu",-21.0001,237.962,0,0,0,0,0,0,3.33425249881e-10,0
MAY,CA0055,"Funafuti, Tuvalu",-21.0001,237.962,0,0,0,0,0,0,3.03366188954e-10,0
JUN,CA0055,"Funafuti, Tuvalu",-21.0001,237.962,0,0,0,0,0,0,3.14328962354e-10,0
JUL,CA0055,"Funafuti, Tuvalu",-21.0001,237.962,0,0,0,0,0,0,4.33139202658e-10,0
AUG,CA0055,"Funafuti, Tuvalu",-21.0001,237.962,0,0,0,0,0,0,4.11597501292e-10,0
SEP,CA0055,"Funafuti, Tuvalu",-21.0001,237.962,0,0,0,0,0,0,3.92944684974e-10,0
OCT,CA0055,"Funafuti, Tuvalu",-21.0001,237.962,0,0,0,0,0,0,3.64458602015e-10,0
NOV,CA0055,"Funafuti, Tuvalu",-21.0001,237.962,0,0,0,0,0,0,2.88143009364e-10,0
DEC,CA0055,"Funafuti, Tuvalu",-21.0001,237.962,0,0,0,0,0,0,3.43335126201e-10,0
JAN,FUN1983-1987C,Enewetak,-21.25,276.497,0,0,0,0,0,0,2.79169557022e-10,0
FEB,FUN1983-1987C,Enewetak,-21.25,276.497,0,0,0,0,0,0,3.87376761462e-10,0
MAR,FUN1983-1987C,Enewetak,-21.25,276.497,0,0,0,0,0,0,3.4100733674e-10,0
APR,FUN1983-1987C,Enewetak,-21.25,276.497,0,0,0,0,0,0,2.75904752169e-10,0
MAY,FUN1983-1987C,Enewetak,-21.25,276.497,0,0,0,0,0,0,2.94715452214e-10,0
JUN,FUN1983-1987C,Enewetak,-21.25,276.497,0,0,0,0,0,0,3.29313700603e-10,0
JUL,FUN1983-1987C,Enewetak,-21.25,276.497,0,0,0,0,0,0,3.39812616991e-10,0
AUG,FUN1983-1987C,Enewetak,-21.25,276.497,0,0,0,0,0,0,3.30896704091e-10,0
SEP,FUN1983-1987C,Enewetak,-21.25,276.497,0,0,0,0,0,0,3.67975212022e-10,0
OCT,FUN1983-1987C,Enewetak,-21.25,276.497,0,0,0,0,0,0,3.99635124768e-10,0
NOV,FUN1983-1987C,Enewetak,-21.25,276.497,0,0,0,0,0,0,3.30149981482e-10,0
DEC,FUN1983-1987C,Enewetak,-21.25,276.497,0,0,0,0,0,0,3.3323451789e-10,0
JAN,NAU1983-1987F,ICE0084,37.099,275.4262,0,0,0,0,0,0,4.99062933583e-11,0
FEB,NAU1983-1987F,ICE0084,37.099,275.4262,0,0,0,0,0,0,6.23552426594e-11,0
MAR,NAU1983-1987F,ICE0084,37.099,275.4262,0,0,0,0,0,0,4.69153439812e-11,0
APR,NAU1983-1987F,ICE0084,37.099,275.4262,0,0,0,0,0,0,3.39483304562e-11,0
MAY,NAU1983-1987F,ICE0084,37.099,275.4262,0,0,0,0,0,0,4.31055761229e-11,0
JUN,NAU1983-1987F,ICE0084,37.099,275.4262,0,0,0,0,0,0,4.26077217087e-11,0
JUL,NAU1983-1987F,ICE0084,37.099,275.4262,0,0,0,0,0,0,5.98244157607e-11,0
AUG,NAU1983-1987F,ICE0084,37.099,275.4262,0,0,0,0,0,0,3.40800971983e-11,0
SEP,NAU1983-1987F,ICE0084,37.099,275.4262,0,0,0,0,0,0,5.7008095755e-11,0
OCT,NAU1983-1987F,ICE0084,37.099,275.4262,0,0,0,0,0,0,7.19684714118e-11,0
NOV,NAU1983-1987F,ICE0084,37.099,275.4262,0,0,0,0,0,0,8.97947929086e-11,0
DEC,NAU1983-1987F,ICE0084,37.099,275.4262,0,0,0,0,0,0,1.00304955634e-10,0
JAN,ICE0084,south of South Korea,35.969,144.68,0,0,0,0,0,0,1.46758252894e-10,0
FEB,ICE0084,south of South Korea,35.969,144.68,0,0,0,0,0,0,1.43486314183e-10,0
MAR,ICE0084,south of South Korea,35.969,144.68,0,0,0,0,0,0,1.56653977924e-10,0
APR,ICE0084,south of South Korea,35.969,144.68,0,0,0,0,0,0,2.23410612415e-10,0
MAY,ICE0084,south of South Korea,35.969,144.68,0,0,0,0,0,0,2.25279148215e-10,0
JUN,ICE0084,south of South Korea,35.969,144.68,0,0,0,0,0,0,3.63986196104e-10,0
JUL,ICE0084,south of South Korea,35.969,144.68,0,0,0,0,0,0,2.56457221625e-10,0
AUG,ICE0084,south of South Korea,35.969,144.68,0,0,0,0,0,0,2.73806532159e-10,0
SEP,ICE0084,south of South Korea,35.969,144.68,0,0,0,0,0,0,2.47828313358e-10,0
OCT,ICE0084,south of South Korea,35.969,144.68,0,0,0,0,0,0,1.52775897091e-10,0
NOV,ICE0084,south of South Korea,35.969,144.68,0,0,0,0,0,0,1.1312695889e-10,0
DEC,ICE0084,south of South Korea,35.969,144.68,0,0,0,0,0,0,1.10096366982e-10,0
JAN,CAL1983-1985C,ML009,63.4,62.5,0,0,0,0,0,0,4.14730431426e-11,0
FEB,CAL1983-1985C,ML009,63.4,62.5,0,0,0,0,0,0,4.10818119835e-11,0
MAR,CAL1983-1985C,ML009,63.4,62.5,0,0,0,0,0,0,3.03820833597e-11,0
APR,CAL1983-1985C,ML009,63.4,62.5,0,0,0,0,0,0,3.59268472837e-11,0
MAY,CAL1983-1985C,ML009,63.4,62.5,0,0,0,0,0,0,2.43375311153e-11,0
JUN,CAL1983-1985C,ML009,63.4,62.5,0,0,0,0,0,0,1.80317301207e-11,0
JUL,CAL1983-1985C,ML009,63.4,62.5,0,0,0,0,0,0,3.44711195406e-11,0
AUG,CAL1983-1985C,ML009,63.4,62.5,0,0,0,0,0,0,4.21061465399e-11,0
SEP,CAL1983-1985C,ML009,63.4,62.5,0,0,0,0,0,0,3.24843381535e-11,0
OCT,CAL1983-1985C,ML009,63.4,62.5,0,0,0,0,0,0,3.02739377266e-11,0
NOV,CAL1983-1985C,ML009,63.4,62.5,0,0,0,0,0,0,8.49937779695e-11,0
DEC,CAL1983-1985C,ML009,63.4,62.5,0,0,0,0,0,0,8.26233413707e-11,0
JAN,CHE1991_1995F,Ragged Point; Barbados,41.9,300.57,0,0,0,0,0,0,2.07243069809e-10,0
FEB,CHE1991_1995F,Ragged Point; Barbados,41.9,300.57,0,0,0,0,0,0,1.85002840135e-10,0
MAR,CHE1991_1995F,Ragged Point; Barbados,41.9,300.57,0,0,0,0,0,0,2.59634778322e-10,0
APR,CHE1991_1995F,Ragged Point; Barbados,41.9,300.57,0,0,0,0,0,0,2.11696457377e-10,0
MAY,CHE1991_1995F,Ragged Point; Barbados,41.9,300.57,0,0,0,0,0,0,2.54539431862e-10,0
JUN,CHE1991_1995F,Ragged Point; Barbados,41.9,300.57,0,0,0,0,0,0,2.68259609035e-10,0
JUL,CHE1991_1995F,Ragged Point; Barbados,41.9,300.57,0,0,0,0,0,0,1.18580604202e-10,0
AUG,CHE1991_1995F,Ragged Point; Barbados,41.9,300.57,0,0,0,0,0,0,1.96531886601e-10,0
SEP,CHE1991_1995F,Ragged Point; Barbados,41.9,300.57,0,0,0,0,0,0,2.3314409969e-10,0
OCT,CHE1991_1995F,Ragged Point; Barbados,41.9,300.57,0,0,0,0,0,0,2.56861549069e-10,0
NOV,CHE1991_1995F,Ragged Point; Barbados,41.9,300.57,0,0,0,0,0,0,2.79832208151e-10,0
DEC,CHE1991_1995F,Ragged Point; Barbados,41.9,300.57,0,0,0,0,0,0,3.03978150702e-10,0
JAN,south of South Korea,ML003,-34.35,161.25,0,0,0,0,0,0,3.51827723752e-10,0
FEB,south of South Korea,ML003,-34.35,161.25,0,0,0,0,0,0,3.83106056324e-10,0
MAR,south of South Korea,ML003,-34.35,161.25,0,0,0,0,0,0,3.72193920123e-10,0
APR,south of South Korea,ML003,-34.35,161.25,0,0,0,0,0,0,3.20661843286e-10,0
MAY,south of South Korea,ML003,-34.35,161.25,0,0,0,0,0,0,3.46788854017e-10,0
JUN,south of South Korea,ML003,-34.35,161.25,0,0,0,0,0,0,3.30102060242e-10,0
JUL,south of South Korea,ML003,-34.35,161.25,0,0,0,0,0,0,2.60724703727e-10,0
AUG,south of South Korea,ML003,-34.35,161.25,0,0,0,0,0,0,3.18028395269e-10,0
SEP,south of South Korea,ML003,-34.35,161.25,0,0,0,0,0,0,4.17356393468e-10,0
OCT,south of South Korea,ML003,-34.35,161.25,0,0,0,0,0,0,4.17865364701e-10,0
NOV,south of South Korea,ML003,-34.35,161.25,0,0,0,0,0,0,3.92422935817e-10,0
DEC,south of South Korea,ML003,-34.35,161.25,0,0,0,0,0,0,3.21798585572e-10,0
JAN,ML009,"American Samoa: SEAREX, NASA",37.053,230.0,0,0,0,0,0,0,3.62573243086e-10,0
FEB,ML009,"American Samoa: SEAREX, NASA",37.053,230.0,0,0,0,0,0,0,4.14294237639e-10,0
MAR,ML009,"American Samoa: SEAREX, NASA",37.053,230.0,0,0,0,0,0,0,3.97352185719e-10,0
APR,ML009,"American Samoa: SEAREX, NASA",37.053,230.0,0,0,0,0,0,0,3.61517366451e-10,0
MAY,ML009,"American Samoa: SEAREX, NASA",37.053,230.0,0,0,0,0,0,0,3.38112970495e-10,0
JUN,ML009,"American Samoa: SEAREX, NASA",37.053,230.0,0,0,0,0,0,0,3.97446511923e-10,0
JUL,ML009,"American Samoa: SEAREX, NASA",37.053,230.0,0,0,0,0,0,0,4.13477805858e-10,0
AUG,ML009,"American Samoa: SEAREX, NASA",37.053,230.0,0,0,0,0,0,0,3.91998279136e-10,0
SEP,ML009,"American Samoa: SEAREX, NASA",37.053,230.0,0,0,0,0,0,0,3.59892715591e-10,0
OCT,ML009,"American Samoa: SEAREX, NASA",37.053,230.0,0,0,0,0,0,0,4.17396115121e-10,0
NOV,ML009,"American Samoa: SEAREX, NASA",37.053,230.0,0,0,0,0,0,0,4.80251750954e-10,0
DEC,ML009,"American Samoa: SEAREX, NASA",37.053,230.0,0,0,0,0,0,0,2.98588082867e-10,0
JAN,Ragged Point; Barbados,"Izaña, Teneriee",37.081,283.8327,0,0,0,0,0,0,5.6457190079e-11,0
FEB,Ragged Point; Barbados,"Izaña, Teneriee",37.081,283.8327,0,0,0,0,0,0,7.03490465331e-11,0
MAR,Ragged Point; Barbados,"Izaña, Teneriee",37.081,283.8327,0,0,0,0,0,0,6.27659009278e-11,0
APR,Ragged Point; Barbados,"Izaña, Teneriee",37.081,283.8327,0,0,0,0,0,0,5.73274743795e-11,0
MAY,Ragged Point; Barbados,"Izaña, Teneriee",37.081,283.8327,0,0,0,0,0,0,7.98621519081e-11,0
JUN,Ragged Point; Barbados,"Izaña, Teneriee",37.081,283.8327,0,0,0,0,0,0,5.60263406842e-11,0
JUL,Ragged Point; Barbados,"Izaña, Teneriee",37.081,283.8327,0,0,0,0,0,0,4.74150565342e-11,0
AUG,Ragged Point; Barbados,"Izaña, Teneriee",37.081,283.8327,0,0,0,0,0,0,5.90105145115e-11,0
SEP,Ragged Point; Barbados,"Izaña, Teneriee",37.081,283.8327,0,0,0,0,0,0,7.4793074077e-11,0
OCT,Ragged Point; Barbados,"Izaña, Teneriee",37.081,283.8327,0,0,0,0,0,0,1.18472045333e-10,0
NOV,Ragged Point; Barbados,"Izaña, Teneriee",37.081,283.8327,0,0,0,0,0,0,1.1081726717e-10,0
DEC,Ragged Point; Barbados,"Izaña, Teneriee",37.081,283.8327,0,0,0,0,0,0,1.16666227808e-10,0
JAN,ML003,CA0031,33.665,324.565,0,0,0,0,0,0,3.94268554009e-10,0
FEB,ML003,CA0031,33.665,324.565,0,0,0,0,0,0,3.6563644757e-10,0
MAR,ML003,CA0031,33.665,324.565,0,0,0,0,0,0,2.61038452057e-10,0
APR,ML003,CA0031,33.665,324.565,0,0,0,0,0,0,2.36363702447e-10,0
