"month","num_a1","mom_a1","ncl_a1","pom_a1","soa_a1","so4_a1","dst_a1","bc_a1","wat_a1","num_a2","mom_a2","ncl_a2","soa_a2","so4_a2","wat_a2","num_a3","mom_a3","ncl_a3","pom_a3","soa_a3","so4_a3","dst_a3","bc_a3","wat_a3","num_a4","mom_a4","pom_a4","bc_a4","wat_a4","num_c1","mom_c1","ncl_c1","pom_c1","soa_c1","so4_c1","dst_c1","bc_c1","num_c2","mom_c2","ncl_c2","soa_c2","so4_c2","num_c3","mom_c3","ncl_c3","pom_c3","soa_c3","so4_c3","dst_c3","bc_c3","num_c4","mom_c4","pom_c4","bc_c4","site","site.long.name","lat","lon","moist.density","MOA","SOA","POA","SO4","BC","NCL","smSS","DST","total.aerosol","total.aerosol.no.moa"
"AUG",71217080,8.28051169299293e-11,1.21006338282825e-09,9.03935953866508e-12,1.71526213371687e-11,1.44764367160377e-10,2.20370041659201e-11,2.29799469383951e-12,5.51984635777103e-09,198732064,4.61752543753219e-13,7.15866949052568e-12,2.7970247645781e-13,1.32481204825896e-11,4.5973447271308e-11,1456794.75,6.36045166188537e-12,2.4947963694899e-08,2.89592893935875e-12,5.22255025683926e-12,3.60071833460651e-11,2.19545340240934e-10,4.45126005282556e-13,9.32198176428756e-08,890224.3125,1.14175197320213e-16,1.05220714953502e-12,4.10720231696499e-13,2.58617886165806e-17,1220048.25,1.93033262985143e-12,2.42823573748385e-11,2.09151177822144e-13,5.48756840749315e-13,4.37141035175559e-12,1.20650169542491e-12,5.66485741778852e-14,70598.6015625,2.36455663500613e-15,3.13993724413136e-14,1.79826492306451e-15,9.01161944003546e-14,30233.333984375,8.8636000936896e-14,3.56129681300388e-10,5.12954682527732e-14,1.45411623280606e-13,5.73293474324943e-13,1.05288356158639e-11,8.17813021079458e-15,4.13821421574312e-09,7.8853195638651e-27,3.64531441011272e-24,1.35937694479043e-24,"ChathamIs1983_1996","Chatham Island, New Zealand (DOE)",-43.92,183.5,1.24655808609039,0.114245513451643,0.0291081794155249,0.0165143295652615,0.248132985340515,0.00401225616710673,33.0906687112498,1.54764650196207,0.315775204495424,33.7893490002698,33.6751034868181
"SEP",101814992,1.8689012837303e-10,1.73591363505921e-09,1.78007018847293e-11,3.72220483602081e-11,2.01046151948603e-10,7.32536253877925e-11,3.78266515332903e-12,8.26053092595203e-09,267476736,9.87087039709678e-13,9.72137387950101e-12,8.01594305255976e-13,1.61944520293833e-11,6.26379781376585e-11,2133570.75,8.92957843084963e-12,3.47272788303599e-08,6.58290696259334e-12,1.16100419209064e-11,3.49158098267299e-11,1.06282693757009e-09,7.94065713790454e-13,1.38118480208504e-07,1272457.25,2.23375187806049e-16,1.56533900425027e-12,5.23010833860388e-13,6.17058936037777e-17,2069343.375,5.19539923235501e-12,3.77251840877335e-11,6.30697425708926e-13,1.5083418455214e-12,7.87035107224776e-12,8.17654451090721e-12,1.24023485708821e-13,79512.1875,5.15057992390706e-15,3.92772599654926e-14,3.72803636987146e-15,1.28615014146662e-13,50948.45703125,2.04474837669361e-13,5.46564016268292e-10,2.59857402522962e-13,5.31934901942116e-13,1.01333936901316e-12,1.0265395478104e-10,3.04065481831779e-14,4.23018375883544e-09,2.38983986048547e-27,3.60300267216983e-24,8.14704382906505e-25,"ChathamIs1983_1996","Chatham Island, New Zealand (DOE)",-43.92,183.5,1.24105691145523,0.250956652140655,0.064134953560928,0.0333093503007973,0.324125244093687,0.00652072614553647,45.990146696878,2.21330023848454,1.54748759177514,48.1525462613338,47.9015896091932
"OCT",115354472,3.81283671302413e-10,1.84301307548651e-09,1.76531497753096e-11,4.35021116351741e-11,2.78444295398472e-10,3.88111660865054e-11,3.76389327691462e-12,9.70772084940563e-09,302293568,1.96746135008863e-12,9.82779916475218e-12,1.24117328827861e-12,1.96367783145135e-11,7.98781457644893e-11,2272531.25,1.95557962184845e-11,3.57284157814775e-08,6.75111355707969e-12,1.27588304504878e-11,4.05349122323262e-11,1.01384289852291e-09,7.95471381907081e-13,1.54032093746537e-07,867856.75,2.19304545984892e-16,1.07561052078986e-12,3.63697082433195e-13,7.14914336328351e-17,2808928.75,1.08996041359166e-11,4.72349971636365e-11,5.40415477125189e-13,1.50567600921969e-12,1.44642353649971e-11,1.16193740826859e-12,1.15650056805444e-13,125798.3828125,1.06643624933991e-14,4.61914272836036e-14,6.9415569754934e-15,2.81374560153272e-13,60831.64453125,4.04417601837515e-13,7.10314362883935e-10,2.06195385201932e-13,4.2587683596676e-13,1.41966625087642e-12,2.99721254759522e-11,2.46691857615439e-14,6.52521059407718e-09,1.37165626196683e-27,4.02084454429503e-24,1.39721751773013e-24,"ChathamIs1983_1996","Chatham Island, New Zealand (DOE)",-43.92,183.5,1.24004705576296,0.513530561320837,0.073709153145611,0.0325220751544809,0.439945459533434,0.00627883068119623,47.5419808013701,2.35624077011371,1.34394827656934,49.8782060046294,49.3646754433086
"NOV",117505504,5.66592828210588e-10,1.61538826759511e-09,9.55634182897569e-12,4.96621528622843e-11,3.4670566417816e-10,1.37289693502574e-11,2.91039328054188e-12,9.89462289879839e-09,357280832,2.80043956774056e-12,8.080484198425e-12,2.32309917830298e-12,2.45452547176228e-11,8.76712938358004e-11,1988711,3.51170828527536e-11,3.07950180911121e-08,2.81595363346709e-12,1.0080568324522e-11,5.13230187515479e-11,3.74522746149353e-10,4.33883126909479e-13,1.43079617487274e-07,365941.5,1.48796226436244e-16,4.2716278105849e-13,1.82588604067009e-13,3.99844715165475e-17,4198270.5,1.70434465152081e-11,6.27635027283802e-11,4.85990425420219e-13,3.49097465345005e-12,2.76439530988437e-11,6.66699280418154e-13,1.67631533654067e-13,153576.21875,1.41354653947646e-14,5.10314785763001e-14,2.72000829384901e-14,4.00020186246131e-13,82866.515625,6.15307121660386e-13,9.04540331525538e-10,1.31262568089235e-13,5.73306810011665e-13,2.46629886652139e-12,1.61781768537317e-11,2.1347805250968e-14,1.65370597215997e-08,3.79468472947825e-26,8.00690742241797e-24,3.44855672313249e-24,"ChathamIs1983_1996","Chatham Island, New Zealand (DOE)",-43.92,183.5,1.23532907509162,0.768601229889607,0.0817260385809021,0.0165740534831977,0.559708097829544,0.00459029056459723,41.2425009590872,2.08311477203744,0.500427597865701,43.0924022287198,42.3238009988302
"DEC",139003712,1.27854404841088e-09,1.52859691571194e-09,1.72413264221127e-11,5.06668908217822e-11,4.44218078987646e-10,9.62436814272438e-12,3.38916611788975e-12,1.05588862098216e-08,389779712,5.75495163676609e-12,6.6611820226381e-12,1.7698501084823e-12,2.65935416049468e-11,8.80411646364543e-11,1893409.375,7.31410557119894e-11,2.75510227965015e-08,3.86077801672879e-12,9.11145551368842e-12,6.53690643281912e-11,2.59209514963388e-10,5.16908293512336e-13,1.40937231662974e-07,481465.09375,6.66071293155675e-16,6.15620239247799e-13,1.69035209549202e-13,1.96879983981045e-16,5738287,3.42346775927815e-11,8.4753232210133e-11,1.26148570755991e-12,4.57397357836453e-12,4.55995831372125e-11,6.12622528661094e-13,2.57653246611353e-13,154022.515625,2.18007849186325e-14,5.38686933601595e-14,2.10488043146531e-14,5.39451675603958e-13,111610.59375,1.43267103909495e-12,1.199831456411e-09,2.87265464237255e-13,7.59082412812168e-13,4.34981781496924e-12,1.67329292782847e-11,3.90174275267247e-14,1.09479628918052e-06,1.77648004867789e-24,4.34989616145587e-22,8.91624237622343e-23,"ChathamIs1983_1996","Chatham Island, New Zealand (DOE)",-43.92,183.5,1.22801075655592,1.71077846717157,0.0821567455603821,0.0285714826113433,0.720436502653331,0.00536859322777846,37.2958157729975,1.98945749024946,0.35143142437833,40.1124022430399,38.4016237758683
"JAN",747764480,6.4777246067127e-11,3.20127702124751e-10,1.0955680807001e-09,4.6549586407707e-10,2.00126204497053e-09,1.08434006218516e-09,3.72716496555014e-10,2.13395945358741e-09,462354784,3.22549414477971e-13,1.5756497669106e-12,1.07947539795816e-11,5.27319472809484e-11,5.71573413599147e-11,786819.3125,5.0100522688834e-12,8.04012945110344e-09,8.54201293032375e-11,4.55930293519202e-11,2.92949442481927e-10,1.05155582019734e-08,2.67845051693527e-11,1.29457911057784e-08,131211624,2.46660885855723e-15,1.46444065207696e-10,6.09401695772505e-11,2.95939759243496e-16,624779.4375,3.22763164936277e-13,1.67091937074842e-12,8.3514022520409e-13,7.7888596180381e-13,6.25969588663455e-12,4.65038760538022e-13,2.98218779315115e-13,24856.21875,3.85122984757175e-16,1.89674309109466e-15,6.42125978786239e-15,9.31724112467926e-14,2243.01171875,7.87058101797602e-15,2.98179397839604e-11,1.26391125755514e-13,1.18276563673345e-13,6.76036483737708e-13,1.93752370918066e-12,3.53242554564787e-14,0.0232322290539742,1.63584932206607e-24,1.00001431467927e-19,6.11806756357286e-20,"CHE1991_1995F","Cheju, Korea (NASA PEM-West)",33.52,126.48,1.27658243351277,0.0899267217573187,0.667380995806834,1.69580419837187,3.00503973759985,0.588216906206804,10.7147694140716,0.412816335492498,14.8112934236044,30.9050504016118,30.8151236798545
"FEB",877456000,7.76829850446248e-11,3.85257159507546e-10,1.1331326987829e-09,5.82549952721223e-10,2.11405759564798e-09,1.20202747755371e-09,4.08238526317106e-10,3.51043838442422e-09,676943424,4.20200820753364e-13,2.00642150463559e-12,1.720744380318e-11,6.87972942503556e-11,8.66987107106532e-11,925833.4375,3.17975832296591e-12,9.00764618450012e-09,8.64132376765525e-11,4.61715804478402e-11,2.81925705003516e-10,1.54619090864117e-08,2.55713731439622e-11,2.14175361890057e-08,129682712,2.6841796472131e-15,1.41324382751939e-10,6.36620894889361e-11,6.44798219504061e-16,2098773.75,1.0670722118411e-12,5.67055213548939e-12,6.00358001159873e-12,4.10472133713369e-12,2.6023639840278e-11,4.70495344073729e-12,1.94523390451007e-12,30145.68359375,7.33627464655126e-16,3.48870594007534e-15,1.0834491601954e-14,1.33914797653678e-13,9985.6396484375,2.75834585207468e-14,8.5645969483128e-11,1.11165178624806e-12,6.34111415719757e-13,3.79946204706605e-12,3.6342179265958e-11,2.77702286079901e-13,1.74860576862557e-06,2.13640789466152e-25,1.57618211172721e-23,6.95600822372698e-24,"CHE1991_1995F","Cheju, Korea (NASA PEM-West)",33.52,126.48,1.27234207905097,0.104816835291262,0.82788581897674,1.7405455800828,3.17415963941306,0.635782879944611,12.0697293153435,0.499951070726567,21.2544536871363,38.9794879372115,38.8746711019202
"MAR",995189824,1.21907192673909e-10,5.45157585740697e-10,1.22796284252047e-09,7.41795069814088e-10,2.55604071242033e-09,1.99450145288438e-09,4.25151885918851e-10,6.5733534171386e-09,926535744,6.23948700866073e-13,2.70481900765951e-12,1.93618593380407e-11,9.38341696010703e-11,1.68084310359085e-10,1473628,2.41495842420725e-12,1.11904867594603e-08,1.10157195865046e-10,5.42854927676473e-11,3.51689510846853e-10,3.47303021897005e-08,2.66684799243855e-11,4.67633824996483e-08,144230720,3.67357172784653e-15,1.57169846581873e-10,7.13965137011385e-11,1.41293904744669e-15,4831430,3.59059396798367e-12,1.59214377792871e-11,1.34899001691391e-11,8.05996502178941e-12,5.70894893858753e-11,1.57169780662381e-11,4.03057795472783e-12,85499.2890625,2.59059542379394e-15,1.120440528958e-14,2.44969263651267e-14,3.92879278372435e-13,30245.748046875,4.1558567026069e-14,2.69127192753515e-10,3.28091048253099e-12,1.37639042958188e-12,7.81610279970701e-12,2.83173706705497e-10,5.93482077718144e-13,1.79433516933614e-08,6.8212555955428e-27,4.52787581922543e-24,2.09167593146141e-24,"CHE1991_1995F","Cheju, Korea (NASA PEM-West)",33.52,126.48,1.25496310483621,0.161368824062138,1.03522317430196,1.89758038527489,3.8487997423292,0.66242090439099,15.0889346882848,0.707541982590228,46.4633703855661,68.1224749299082,67.961106105846
"APR",1337776000,2.08731532058692e-10,7.99759536374012e-10,1.7170950217249e-09,1.2943427440959e-09,4.02233979457378e-09,1.531548110556e-09,5.48396994481948e-10,1.37692719448523e-08,1237856384,8.34012871785139e-13,3.0574210697909e-12,2.08908741000657e-11,1.5761920935109e-10,3.60303453739164e-10,1648624.625,2.85714897921285e-12,1.40156881656139e-08,1.16237811043085e-10,6.9775574207398e-11,4.35409347465665e-10,3.64415662090778e-08,2.47668829889136e-11,7.80057476390539e-08,196677664,4.31482056166424e-15,2.10055570160073e-10,9.92405393973605e-11,1.64569046646237e-15,9766591,7.35515901656436e-12,2.89207408021852e-11,2.21118661575259e-11,2.19224447622901e-11,2.05135186615024e-10,1.75205700642111e-11,7.43379750117734e-12,120963.890625,2.93182264659534e-15,1.09224085396813e-14,4.21981819333315e-14,1.05395108872947e-12,49225.1953125,1.67952552364813e-13,4.67825111982734e-10,3.59617825969327e-12,2.44089167281136e-12,1.70622439787937e-11,5.14295550591015e-10,8.24631107756296e-13,8.34888282952306e-07,1.93881487793837e-25,1.32918846857063e-22,7.86673614811887e-23,"CHE1991_1995F","Cheju, Korea (NASA PEM-West)",33.52,126.48,1.23146427774751,0.270864326469568,1.73564388885688,2.54801836212016,5.9585873548837,0.838211979395188,18.8601979320439,1.02426871440182,47.4174463543687,75.8933263092812,75.6224619828116
"MAY",1454233600,2.67445593449267e-10,9.82110948122283e-10,1.74806880082201e-09,1.92907556595401e-09,4.83719908572766e-09,1.03154973452035e-09,6.10175854287576e-10,2.02184740061284e-08,1582971264,8.69665504974609e-13,3.05059992024292e-12,2.29393830319946e-11,1.93231597389598e-10,4.67853478181013e-10,1648851.125,4.35265582257593e-12,1.35410225254873e-08,1.06995745596805e-10,9.5260702104305e-11,4.23381774083964e-10,2.82965562092841e-08,2.00712068493258e-11,1.00908714273373e-07,216223600,3.42828665643121e-15,2.23472504390365e-10,1.12662032480948e-10,1.71360482701939e-15,21445016,3.15262642380798e-11,1.15628194519157e-10,4.51172085802476e-11,5.76516091810308e-11,4.90398166519412e-10,2.95549452966615e-11,1.52420333299208e-11,149195.625,4.60634219705486e-15,1.61918936781745e-14,5.37919216819522e-14,1.62106157490516e-12,181536.875,5.82548115649062e-13,1.62225310962327e-09,5.78698460679261e-12,6.83221361430508e-12,3.4983613228512e-11,1.20615739618302e-09,1.41130997947242e-12,0.00944720674306154,5.26130504635837e-24,3.01688976968216e-19,1.49124948011672e-19,"CHE1991_1995F","Cheju, Korea (NASA PEM-West)",33.52,126.48,1.20485588872239,0.367221714998669,2.54443064919001,2.56566982288066,7.20602053178764,0.915163275163788,19.5958744537527,1.32631251246909,36.8249964428655,67.474946241449,67.1077245264503
"JUN",1116342272,5.97582205941194e-10,2.26006369175025e-09,9.75092229182906e-10,1.74844294598131e-09,4.26915391926741e-09,2.46004827619828e-10,4.03158673112358e-10,3.87015361980048e-08,2131881856,1.28203188082959e-12,4.75839680158519e-12,2.83389284261304e-11,2.06357042564775e-10,6.24275242611105e-10,2900632,1.27767484092711e-11,2.70917226430356e-08,5.47023572272654e-11,9.85096865191437e-11,3.61260965586752e-10,6.93641943882994e-09,1.47323993282544e-11,2.75504447699859e-07,173967792,4.30260931118015e-15,1.80192818999281e-10,8.96716173537371e-11,3.0919440608784e-15,35459932,9.03356764392349e-11,3.53897244842472e-10,6.45217212991156e-11,1.25762081304437e-10,7.43386907586796e-10,1.26244865256142e-11,2.46916272150788e-11,149524.25,6.32660936172088e-15,2.45177091655205e-14,5.51327409561379e-14,1.55923559654048e-12,524470.75,2.17330363774804e-12,4.65010963068835e-09,5.37886835766388e-12,1.09282192670146e-11,4.72983076316158e-11,5.4428128670736e-10,1.69632493815519e-12,0.33708843588829,1.62810856526902e-23,1.43544818618663e-18,7.52327487959456e-19,"CHE1991_1995F","Cheju, Korea (NASA PEM-West)",33.52,126.48,1.17963734387087,0.830654134565964,2.37347397565402,1.50980367664546,6.64019792902547,0.62986811791267,40.5330187537644,3.08916804079388,9.12960273135142,59.2731453432654,58.4424912086994
"JUL",1253456384,4.05004224601768e-10,1.78977843656725e-09,7.65876195796267e-10,1.91377469427323e-09,6.38961905607971e-09,4.28963913001734e-11,3.82493370310044e-10,4.26178345946937e-08,2915417344,5.57783365936343e-13,2.31088997763862e-12,3.62365623618466e-11,3.95670246566837e-10,1.19892085148621e-09,2251064.75,1.12182823794327e-11,2.21052545157363e-08,2.18164982607183e-11,6.41291186820325e-11,3.77301412335385e-10,7.51015083455542e-10,8.25327566705836e-12,2.21463736238547e-07,127585248,8.40927692589169e-16,1.28061172777194e-10,6.78467559911411e-11,5.8026050285171e-16,25200908,5.04386324373662e-11,2.12381390252148e-10,4.08843306431983e-11,1.01868208313149e-10,5.82196957310543e-10,3.69663197621883e-12,1.68467444855436e-11,134806.78125,2.86230919371302e-15,1.17702792025204e-14,5.12647751668965e-14,1.46664039420152e-12,311209.1875,1.4680023689706e-12,2.73760147884161e-09,2.7761924703551e-12,7.11681451617818e-12,3.4904395346258e-11,5.92293089574092e-11,9.81394110942391e-13,0.10655339807272,1.21549526322363e-23,2.8392531984255e-18,1.55230667965898e-18,"CHE1991_1995F","Cheju, Korea (NASA PEM-West)",33.52,126.48,1.16557499170208,0.54629407529695,2.47472162126689,1.11826942291154,9.06952399654803,0.555305034999755,31.2925863279769,2.33637465824084,0.998708263682135,43.5806871214153,43.0343930461183
"AUG",1437753856,1.91055005149821e-10,1.06318998049915e-09,1.13304177151718e-09,2.4363120409987e-09,8.12726153043286e-09,1.45130490958323e-10,5.17213605277789e-10,3.06019813933744e-08,2421871104,1.90121261290678e-13,9.66459768117489e-13,1.74818354237161e-11,3.70927066839499e-10,8.07358069288e-10,1343920.875,7.27241487516461e-12,1.33523991863171e-08,4.45855331820955e-11,1.04586665716777e-10,4.8390041973434e-10,3.13011150332443e-09,1.54367473664818e-11,9.19516693898004e-08,94271320,2.19301872537152e-16,9.36986946364904e-11,5.07697668628015e-11,1.02813838519572e-16,7390334.5,7.611874672242e-12,4.13346856742436e-11,2.4296696599091e-11,5.25325685729605e-11,2.42021291896322e-10,1.95254879972739e-12,9.18832978452633e-12,13672.2314453125,2.65551181711328e-16,1.3618413613871e-15,6.20627986123393e-15,2.42225781533351e-13,61040.3515625,2.10645669201752e-13,5.52546453036484e-10,1.61002895043838e-12,3.71934687909414e-12,1.36850409476752e-11,4.60769027099683e-11,5.31846159994298e-13,0.0629265606403351,2.23694585044922e-24,1.18377817462464e-18,6.87259134530562e-19,"CHE1991_1995F","Cheju, Korea (NASA PEM-West)",33.52,126.48,1.15867448827976,0.239081527104979,3.02951511589732,1.50307046505784,10.7038784606548,0.687256529106787,17.3922117158148,1.28090594257893,3.85058984186829,34.3760885396076,34.1370070125026
"SEP",1230100736,1.2393525095078e-10,7.00107860573951e-10,1.12676290520142e-09,1.72861835956439e-09,6.18322504308821e-09,5.32868860148028e-10,4.90592066970663e-10,1.939931770778e-08,1942749952,1.42221236415323e-13,7.35089723466475e-13,1.09143423465685e-11,2.52354970253776e-10,5.3158671908804e-10,1059926.5,5.87872632518138e-12,9.57196633066815e-09,6.37860805841051e-11,1.04974307024719e-10,5.14616516067434e-10,8.30808577489961e-09,1.95527205537616e-11,5.32328172653251e-08,113524032,8.2738448279552e-16,1.14566724163101e-10,6.11837733255349e-11,1.3503339688124e-16,4280665.5,2.96356038667622e-12,1.83338708797942e-11,1.0038685160918e-11,1.96405738894789e-11,1.40371284040874e-10,1.1646566957374e-12,4.02473063557118e-12,14689.8828125,1.20764835717165e-16,6.64050166664408e-16,6.75522836182229e-15,2.72419212838867e-13,25756.271484375,1.16238914110375e-13,2.41515835108785e-10,8.44085597858507e-13,1.76261392634269e-12,9.12773068934003e-12,1.36610098233625e-11,2.73802519285687e-13,0.00712210265919566,3.39956106534728e-25,8.64104921121629e-20,5.02344297999268e-20,"CHE1991_1995F","Cheju, Korea (NASA PEM-West)",33.52,126.48,1.17626143556415,0.156486229040899,2.19480615257931,1.54795826221876,8.35141850903244,0.677087952002813,12.3891613613989,0.84594074119897,10.4167128505616,33.5388251642554,33.3823389352145
"OCT",1140541952,9.18698936369644e-11,4.19757784086983e-10,1.31530297764471e-09,1.23075705182885e-09,3.73004649389941e-09,2.05538741582245e-09,5.43901090832577e-10,5.92021942580345e-09,1328909568,1.71372830748244e-13,7.13679820536078e-13,7.28816920009256e-12,1.56912136062282e-10,1.7744991587243e-10,1322513.375,3.29651713912305e-12,6.98250923747423e-09,6.14197928627824e-11,6.88977278007208e-11,3.4702959950117e-10,2.82431695808327e-08,1.91944619920559e-11,1.848793296233e-08,116442960,9.4265640249397e-16,1.1988349202241e-10,6.22558879448398e-11,1.56078221623348e-16,934720.75,6.13066238400184e-13,3.15122862699913e-12,2.14810894766382e-12,3.30998531535009e-12,2.45929492048713e-11,7.21188679522061e-13,9.13246908651466e-13,6728.49951171875,8.868735389751e-17,4.09877019714869e-16,2.76557337245537e-15,9.41417015415218e-14,4848.4892578125,2.13775106964282e-14,4.87969213647244e-11,2.56091507591996e-13,3.45731012178427e-13,2.11351118897807e-12,7.01331570943098e-12,8.78643132643658e-14,0.0125431222841144,1.50089661903481e-24,7.86917079249126e-20,5.12082927995402e-20,"CHE1991_1995F","Cheju, Korea (NASA PEM-West)",33.52,126.48,1.20849043270508,0.115982764934106,1.58384929012748,1.81153980313747,5.14912253871482,0.756941066643891,9.0092106887144,0.511944466337189,36.6248633297832,53.4676601919279,53.3516774269938
