model,OA,OAtype,OC,OCtype,aerosol,aerosoltype,month,station,lat,lon
GLOMAP,393.02739501,TOA,206.856523689,TOC,0.39302739501,TOA,1,west of Portugal,41.0,348.75
GLOMAP,110.203959048,MOA,58.0020837094,MOC,0.110203959048,MOA,1,west of Portugal,41.0,348.75
GLOMAP,290.420174599,TOA,152.852723473,TOC,0.290420174599,TOA,2,west of Portugal,41.0,348.75
GLOMAP,160.261079669,MOA,84.3479366679,MOC,0.160261079669,MOA,2,west of Portugal,41.0,348.75
GLOMAP,476.942241192,TOA,251.022232206,TOC,0.476942241192,TOA,3,west of Portugal,41.0,348.75
GLOMAP,153.021916747,MOA,80.5378509195,MOC,0.153021916747,MOA,3,west of Portugal,41.0,348.75
GLOMAP,473.732233047,TOA,249.332754236,TOC,0.473732233047,TOA,4,west of Portugal,41.0,348.75
GLOMAP,170.599773526,MOA,89.7893544875,MOC,0.170599773526,MOA,4,west of Portugal,41.0,348.75
GLOMAP,330.393195152,TOA,173.891155343,TOC,0.330393195152,TOA,5,west of Portugal,41.0,348.75
GLOMAP,196.307525039,MOA,103.31975002,MOC,0.196307525039,MOA,5,west of Portugal,41.0,348.75
GLOMAP,480.49902916,TOA,252.894225873,TOC,0.48049902916,TOA,6,west of Portugal,41.0,348.75
GLOMAP,175.592467189,MOA,92.4170879941,MOC,0.175592467189,MOA,6,west of Portugal,41.0,348.75
GLOMAP,520.856320858,TOA,274.134905715,TOC,0.520856320858,TOA,7,west of Portugal,41.0,348.75
GLOMAP,168.686464429,MOA,88.7823496994,MOC,0.168686464429,MOA,7,west of Portugal,41.0,348.75
GLOMAP,493.614315987,TOA,259.797008414,TOC,0.493614315987,TOA,8,west of Portugal,41.0,348.75
GLOMAP,133.825793862,MOA,70.4346283486,MOC,0.133825793862,MOA,8,west of Portugal,41.0,348.75
GLOMAP,339.007616043,TOA,178.425061075,TOC,0.339007616043,TOA,9,west of Portugal,41.0,348.75
GLOMAP,60.1497627795,MOA,31.6577698839,MOC,0.0601497627795,MOA,9,west of Portugal,41.0,348.75
GLOMAP,249.892577529,TOA,131.522409226,TOC,0.249892577529,TOA,10,west of Portugal,41.0,348.75
GLOMAP,107.483163476,MOA,56.57008604,MOC,0.107483163476,MOA,10,west of Portugal,41.0,348.75
GLOMAP,220.121443272,TOA,115.853391196,TOC,0.220121443272,TOA,11,west of Portugal,41.0,348.75
GLOMAP,151.103898883,MOA,79.5283678331,MOC,0.151103898883,MOA,11,west of Portugal,41.0,348.75
GLOMAP,343.375831842,TOA,180.724122022,TOC,0.343375831842,TOA,12,west of Portugal,41.0,348.75
GLOMAP,153.072297573,MOA,80.5643671437,MOC,0.153072297573,MOA,12,west of Portugal,41.0,348.75
GLOMAP,514.272272587,TOA,270.669617151,TOC,0.514272272587,TOA,1,west of Namibia,-19.0,11.25
GLOMAP,267.437726259,MOA,140.756698031,MOC,0.267437726259,MOA,1,west of Namibia,-19.0,11.25
GLOMAP,676.077783108,TOA,355.830412162,TOC,0.676077783108,TOA,2,west of Namibia,-19.0,11.25
GLOMAP,181.080728769,MOA,95.3056467207,MOC,0.181080728769,MOA,2,west of Namibia,-19.0,11.25
GLOMAP,284.558147192,TOA,149.767445891,TOC,0.284558147192,TOA,3,west of Namibia,-19.0,11.25
GLOMAP,134.120732546,MOA,70.5898592347,MOC,0.134120732546,MOA,3,west of Namibia,-19.0,11.25
GLOMAP,348.883748055,TOA,183.623025292,TOC,0.348883748055,TOA,4,west of Namibia,-19.0,11.25
GLOMAP,175.269320607,MOA,92.2470108459,MOC,0.175269320607,MOA,4,west of Namibia,-19.0,11.25
GLOMAP,495.565444231,TOA,260.823918016,TOC,0.495565444231,TOA,5,west of Namibia,-19.0,11.25
GLOMAP,227.780133486,MOA,119.884280782,MOC,0.227780133486,MOA,5,west of Namibia,-19.0,11.25
GLOMAP,640.938818455,TOA,337.336220239,TOC,0.640938818455,TOA,6,west of Namibia,-19.0,11.25
GLOMAP,228.373631835,MOA,120.196648334,MOC,0.228373631835,MOA,6,west of Namibia,-19.0,11.25
GLOMAP,673.316478729,TOA,354.377094068,TOC,0.673316478729,TOA,7,west of Namibia,-19.0,11.25
GLOMAP,203.339412808,MOA,107.020743583,MOC,0.203339412808,MOA,7,west of Namibia,-19.0,11.25
GLOMAP,1201.18165016,TOA,632.200868506,TOC,1.20118165016,TOA,8,west of Namibia,-19.0,11.25
GLOMAP,256.084650755,MOA,134.781395134,MOC,0.256084650755,MOA,8,west of Namibia,-19.0,11.25
GLOMAP,921.506643295,TOA,485.003496471,TOC,0.921506643295,TOA,9,west of Namibia,-19.0,11.25
GLOMAP,163.513660431,MOA,86.0598212794,MOC,0.163513660431,MOA,9,west of Namibia,-19.0,11.25
GLOMAP,552.468061447,TOA,290.77266392,TOC,0.552468061447,TOA,10,west of Namibia,-19.0,11.25
GLOMAP,254.485487938,MOA,133.939730494,MOC,0.254485487938,MOA,10,west of Namibia,-19.0,11.25
GLOMAP,357.451438904,TOA,188.132336265,TOC,0.357451438904,TOA,11,west of Namibia,-19.0,11.25
GLOMAP,219.719931483,MOA,115.642069202,MOC,0.219719931483,MOA,11,west of Namibia,-19.0,11.25
GLOMAP,427.39546299,TOA,224.944980521,TOC,0.42739546299,TOA,12,west of Namibia,-19.0,11.25
GLOMAP,202.02948153,MOA,106.331306069,MOC,0.20202948153,MOA,12,west of Namibia,-19.0,11.25
GLOMAP,324.938118458,TOA,171.020062346,TOC,0.324938118458,TOA,1,La Reunion Island,-21.0,56.25
GLOMAP,121.021673083,MOA,63.6956174123,MOC,0.121021673083,MOA,1,La Reunion Island,-21.0,56.25
GLOMAP,191.589936614,TOA,100.836808744,TOC,0.191589936614,TOA,2,La Reunion Island,-21.0,56.25
GLOMAP,119.893081486,MOA,63.1016218349,MOC,0.119893081486,MOA,2,La Reunion Island,-21.0,56.25
GLOMAP,226.992845535,TOA,119.469918703,TOC,0.226992845535,TOA,3,La Reunion Island,-21.0,56.25
GLOMAP,134.109094739,MOA,70.5837340731,MOC,0.134109094739,MOA,3,La Reunion Island,-21.0,56.25
GLOMAP,160.185605288,TOA,84.3082133092,TOC,0.160185605288,TOA,4,La Reunion Island,-21.0,56.25
GLOMAP,119.628965855,MOA,62.9626136077,MOC,0.119628965855,MOA,4,La Reunion Island,-21.0,56.25
GLOMAP,189.472466707,TOA,99.7223508985,TOC,0.189472466707,TOA,5,La Reunion Island,-21.0,56.25
GLOMAP,137.882858515,MOA,72.5699255341,MOC,0.137882858515,MOA,5,La Reunion Island,-21.0,56.25
GLOMAP,207.327246666,TOA,109.119603508,TOC,0.207327246666,TOA,6,La Reunion Island,-21.0,56.25
GLOMAP,129.002049565,MOA,67.8958155607,MOC,0.129002049565,MOA,6,La Reunion Island,-21.0,56.25
GLOMAP,259.081363678,TOA,136.358612462,TOC,0.259081363678,TOA,7,La Reunion Island,-21.0,56.25
GLOMAP,125.984236598,MOA,66.3074929463,MOC,0.125984236598,MOA,7,La Reunion Island,-21.0,56.25
GLOMAP,324.865043163,TOA,170.981601665,TOC,0.324865043163,TOA,8,La Reunion Island,-21.0,56.25
GLOMAP,124.824292958,MOA,65.6969962936,MOC,0.124824292958,MOA,8,La Reunion Island,-21.0,56.25
GLOMAP,241.916686296,TOA,127.324571735,TOC,0.241916686296,TOA,9,La Reunion Island,-21.0,56.25
GLOMAP,109.904654324,MOA,57.8445549074,MOC,0.109904654324,MOA,9,La Reunion Island,-21.0,56.25
GLOMAP,263.660699129,TOA,138.768789015,TOC,0.263660699129,TOA,10,La Reunion Island,-21.0,56.25
GLOMAP,138.382211328,MOA,72.832742804,MOC,0.138382211328,MOA,10,La Reunion Island,-21.0,56.25
GLOMAP,189.734220505,TOA,99.8601160551,TOC,0.189734220505,TOA,11,La Reunion Island,-21.0,56.25
GLOMAP,108.559668064,MOA,57.1366674022,MOC,0.108559668064,MOA,11,La Reunion Island,-21.0,56.25
GLOMAP,332.901597023,TOA,175.211366854,TOC,0.332901597023,TOA,12,La Reunion Island,-21.0,56.25
GLOMAP,140.450030565,MOA,73.9210687186,MOC,0.140450030565,MOA,12,La Reunion Island,-21.0,56.25
GLOMAP,347.114443779,TOA,182.691812515,TOC,0.347114443779,TOA,1,Bermuda,33.0,296.25
GLOMAP,126.111879945,MOA,66.3746736552,MOC,0.126111879945,MOA,1,Bermuda,33.0,296.25
GLOMAP,288.917541504,TOA,152.061863949,TOC,0.288917541504,TOA,2,Bermuda,33.0,296.25
GLOMAP,121.799185872,MOA,64.1048346695,MOC,0.121799185872,MOA,2,Bermuda,33.0,296.25
GLOMAP,277.944386005,TOA,146.28651895,TOC,0.277944386005,TOA,3,Bermuda,33.0,296.25
GLOMAP,139.193788171,MOA,73.259888511,MOC,0.139193788171,MOA,3,Bermuda,33.0,296.25
GLOMAP,377.967119217,TOA,198.930062746,TOC,0.377967119217,TOA,4,Bermuda,33.0,296.25
GLOMAP,160.107046366,MOA,84.2668665083,MOC,0.160107046366,MOA,4,Bermuda,33.0,296.25
GLOMAP,693.819582462,TOA,365.168201296,TOC,0.693819582462,TOA,5,Bermuda,33.0,296.25
GLOMAP,165.693208575,MOA,87.2069518817,MOC,0.165693208575,MOA,5,Bermuda,33.0,296.25
GLOMAP,392.102628946,TOA,206.369804709,TOC,0.392102628946,TOA,6,Bermuda,33.0,296.25
GLOMAP,148.412168026,MOA,78.1116673821,MOC,0.148412168026,MOA,6,Bermuda,33.0,296.25
GLOMAP,950.525164604,TOA,500.276402423,TOC,0.950525164604,TOA,7,Bermuda,33.0,296.25
GLOMAP,152.846485376,MOA,80.4455186191,MOC,0.152846485376,MOA,7,Bermuda,33.0,296.25
GLOMAP,980.887830257,TOA,516.256752767,TOC,0.980887830257,TOA,8,Bermuda,33.0,296.25
GLOMAP,124.792084098,MOA,65.680044262,MOC,0.124792084098,MOA,8,Bermuda,33.0,296.25
GLOMAP,418.718516827,TOA,220.378166751,TOC,0.418718516827,TOA,9,Bermuda,33.0,296.25
GLOMAP,148.073524237,MOA,77.9334338088,MOC,0.148073524237,MOA,9,Bermuda,33.0,296.25
GLOMAP,431.079506874,TOA,226.883950986,TOC,0.431079506874,TOA,10,Bermuda,33.0,296.25
GLOMAP,133.66638124,MOA,70.3507269684,MOC,0.13366638124,MOA,10,Bermuda,33.0,296.25
GLOMAP,495.493769646,TOA,260.78619455,TOC,0.495493769646,TOA,11,Bermuda,33.0,296.25
GLOMAP,154.663428664,MOA,81.4018045601,MOC,0.154663428664,MOA,11,Bermuda,33.0,296.25
GLOMAP,399.779558182,TOA,210.41029378,TOC,0.399779558182,TOA,12,Bermuda,33.0,296.25
GLOMAP,148.951753974,MOA,78.3956599863,MOC,0.148951753974,MOA,12,Bermuda,33.0,296.25
GLOMAP,125.450879335,TOA,66.0267785976,TOC,0.125450879335,TOA,1,Amsterdam Island,-37.0,78.75
GLOMAP,113.547608256,MOA,59.7618990823,MOC,0.113547608256,MOA,1,Amsterdam Island,-37.0,78.75
GLOMAP,124.31922555,TOA,65.4311713419,TOC,0.12431922555,TOA,2,Amsterdam Island,-37.0,78.75
GLOMAP,114.736191928,MOA,60.387469436,MOC,0.114736191928,MOA,2,Amsterdam Island,-37.0,78.75
GLOMAP,137.376695871,TOA,72.3035241428,TOC,0.137376695871,TOA,3,Amsterdam Island,-37.0,78.75
GLOMAP,131.904363632,MOA,69.4233492801,MOC,0.131904363632,MOA,3,Amsterdam Island,-37.0,78.75
GLOMAP,119.585476816,TOA,62.9397246398,TOC,0.119585476816,TOA,4,Amsterdam Island,-37.0,78.75
GLOMAP,114.928297698,MOA,60.4885777361,MOC,0.114928297698,MOA,4,Amsterdam Island,-37.0,78.75
GLOMAP,112.463660538,TOA,59.1914002833,TOC,0.112463660538,TOA,5,Amsterdam Island,-37.0,78.75
GLOMAP,103.569760919,MOA,54.5104004835,MOC,0.103569760919,MOA,5,Amsterdam Island,-37.0,78.75
GLOMAP,109.352260828,TOA,57.5538214884,TOC,0.109352260828,TOA,6,Amsterdam Island,-37.0,78.75
GLOMAP,98.7414121628,MOA,51.9691642962,MOC,0.0987414121628,MOA,6,Amsterdam Island,-37.0,78.75
GLOMAP,103.150606155,TOA,54.2897927134,TOC,0.103150606155,TOA,7,Amsterdam Island,-37.0,78.75
GLOMAP,91.8878689408,MOA,48.3620362846,MOC,0.0918878689408,MOA,7,Amsterdam Island,-37.0,78.75
GLOMAP,113.221019506,TOA,59.5900102666,TOC,0.113221019506,TOA,8,Amsterdam Island,-37.0,78.75
GLOMAP,91.223411262,MOA,48.0123217169,MOC,0.091223411262,MOA,8,Amsterdam Island,-37.0,78.75
GLOMAP,116.48786813,TOA,61.3094042791,TOC,0.11648786813,TOA,9,Amsterdam Island,-37.0,78.75
GLOMAP,90.1524499059,MOA,47.4486578452,MOC,0.0901524499059,MOA,9,Amsterdam Island,-37.0,78.75
GLOMAP,119.158014655,TOA,62.7147445553,TOC,0.119158014655,TOA,10,Amsterdam Island,-37.0,78.75
GLOMAP,102.622307837,MOA,54.0117409668,MOC,0.102622307837,MOA,10,Amsterdam Island,-37.0,78.75
GLOMAP,103.499807417,TOA,54.4735828513,TOC,0.103499807417,TOA,11,Amsterdam Island,-37.0,78.75
GLOMAP,94.1867753863,MOA,49.5719870454,MOC,0.0941867753863,MOA,11,Amsterdam Island,-37.0,78.75
GLOMAP,161.380708218,TOA,84.9372148514,TOC,0.161380708218,TOA,12,Amsterdam Island,-37.0,78.75
GLOMAP,145.786181092,MOA,76.7295689959,MOC,0.145786181092,MOA,12,Amsterdam Island,-37.0,78.75
GLOMAP,607.124090195,TOA,319.538994839,TOC,0.607124090195,TOA,1,Gulf of Mexico (north),27.0,271.25
GLOMAP,165.408909321,MOA,87.0573206952,MOC,0.165408909321,MOA,1,Gulf of Mexico (north),27.0,271.25
GLOMAP,582.63528347,TOA,306.650149195,TOC,0.58263528347,TOA,2,Gulf of Mexico (north),27.0,271.25
GLOMAP,136.443316936,MOA,71.8122720718,MOC,0.136443316936,MOA,2,Gulf of Mexico (north),27.0,271.25
GLOMAP,1041.57161713,TOA,548.195587961,TOC,1.04157161713,TOA,3,Gulf of Mexico (north),27.0,271.25
GLOMAP,214.100092649,MOA,112.684259289,MOC,0.214100092649,MOA,3,Gulf of Mexico (north),27.0,271.25
GLOMAP,1731.57167435,TOA,911.353512814,TOC,1.73157167435,TOA,4,Gulf of Mexico (north),27.0,271.25
GLOMAP,175.709471107,MOA,92.4786690034,MOC,0.175709471107,MOA,4,Gulf of Mexico (north),27.0,271.25
GLOMAP,1603.52373123,TOA,843.959858543,TOC,1.60352373123,TOA,5,Gulf of Mexico (north),27.0,271.25
GLOMAP,208.821639419,MOA,109.90612601,MOC,0.208821639419,MOA,5,Gulf of Mexico (north),27.0,271.25
GLOMAP,1323.90153408,TOA,696.790281095,TOC,1.32390153408,TOA,6,Gulf of Mexico (north),27.0,271.25
GLOMAP,146.965429187,MOA,77.3502258878,MOC,0.146965429187,MOA,6,Gulf of Mexico (north),27.0,271.25
GLOMAP,1387.4219656,TOA,730.222087157,TOC,1.3874219656,TOA,7,Gulf of Mexico (north),27.0,271.25
GLOMAP,97.8890433908,MOA,51.520549153,MOC,0.0978890433908,MOA,7,Gulf of Mexico (north),27.0,271.25
GLOMAP,2005.40232658,TOA,1055.47490873,TOC,2.00540232658,TOA,8,Gulf of Mexico (north),27.0,271.25
GLOMAP,104.413628578,MOA,54.9545413569,MOC,0.104413628578,MOA,8,Gulf of Mexico (north),27.0,271.25
GLOMAP,1143.23246479,TOA,601.701297258,TOC,1.14323246479,TOA,9,Gulf of Mexico (north),27.0,271.25
GLOMAP,137.086257339,MOA,72.1506617571,MOC,0.137086257339,MOA,9,Gulf of Mexico (north),27.0,271.25
GLOMAP,1573.73940945,TOA,828.283899709,TOC,1.57373940945,TOA,10,Gulf of Mexico (north),27.0,271.25
GLOMAP,139.443293214,MOA,73.3912069547,MOC,0.139443293214,MOA,10,Gulf of Mexico (north),27.0,271.25
GLOMAP,1115.22603035,TOA,586.961068605,TOC,1.11522603035,TOA,11,Gulf of Mexico (north),27.0,271.25
GLOMAP,143.390476704,MOA,75.4686719493,MOC,0.143390476704,MOA,11,Gulf of Mexico (north),27.0,271.25
GLOMAP,625.36418438,TOA,329.13904441,TOC,0.62536418438,TOA,12,Gulf of Mexico (north),27.0,271.25
GLOMAP,138.40252161,MOA,72.8434324265,MOC,0.13840252161,MOA,12,Gulf of Mexico (north),27.0,271.25
GLOMAP,721.25262022,TOA,379.606642221,TOC,0.72125262022,TOA,1,Gulf of Mexico (west),25.0,263.75
GLOMAP,114.547245204,MOA,60.2880237918,MOC,0.114547245204,MOA,1,Gulf of Mexico (west),25.0,263.75
GLOMAP,544.790267944,TOA,286.731719971,TOC,0.544790267944,TOA,2,Gulf of Mexico (west),25.0,263.75
GLOMAP,93.7643498182,MOA,49.3496577991,MOC,0.0937643498182,MOA,2,Gulf of Mexico (west),25.0,263.75
GLOMAP,1466.57907963,TOA,771.88372612,TOC,1.46657907963,TOA,3,Gulf of Mexico (west),25.0,263.75
GLOMAP,143.108949065,MOA,75.320499508,MOC,0.143108949065,MOA,3,Gulf of Mexico (west),25.0,263.75
GLOMAP,3470.40295601,TOA,1826.52787158,TOC,3.47040295601,TOA,4,Gulf of Mexico (west),25.0,263.75
GLOMAP,177.866175771,MOA,93.6137767215,MOC,0.177866175771,MOA,4,Gulf of Mexico (west),25.0,263.75
GLOMAP,1983.9566946,TOA,1044.187734,TOC,1.9839566946,TOA,5,Gulf of Mexico (west),25.0,263.75
GLOMAP,178.927525878,MOA,94.172382041,MOC,0.178927525878,MOA,5,Gulf of Mexico (west),25.0,263.75
GLOMAP,1521.4830637,TOA,800.780559841,TOC,1.5214830637,TOA,6,Gulf of Mexico (west),25.0,263.75
GLOMAP,115.279585123,MOA,60.6734658542,MOC,0.115279585123,MOA,6,Gulf of Mexico (west),25.0,263.75
GLOMAP,1178.25365067,TOA,620.13350035,TOC,1.17825365067,TOA,7,Gulf of Mexico (west),25.0,263.75
GLOMAP,140.807926655,MOA,74.1094350815,MOC,0.140807926655,MOA,7,Gulf of Mexico (west),25.0,263.75
GLOMAP,1274.24073219,TOA,670.653016944,TOC,1.27424073219,TOA,8,Gulf of Mexico (west),25.0,263.75
GLOMAP,96.3647589087,MOA,50.7182941625,MOC,0.0963647589087,MOA,8,Gulf of Mexico (west),25.0,263.75
GLOMAP,1840.99900723,TOA,968.946845908,TOC,1.84099900723,TOA,9,Gulf of Mexico (west),25.0,263.75
GLOMAP,88.8632237911,MOA,46.7701177848,MOC,0.0888632237911,MOA,9,Gulf of Mexico (west),25.0,263.75
GLOMAP,1355.28838634,TOA,713.309677024,TOC,1.35528838634,TOA,10,Gulf of Mexico (west),25.0,263.75
GLOMAP,123.364575207,MOA,64.9287237933,MOC,0.123364575207,MOA,10,Gulf of Mexico (west),25.0,263.75
GLOMAP,859.089255333,TOA,452.152239649,TOC,0.859089255333,TOA,11,Gulf of Mexico (west),25.0,263.75
GLOMAP,106.074810028,MOA,55.8288473832,MOC,0.106074810028,MOA,11,Gulf of Mexico (west),25.0,263.75
GLOMAP,791.857779026,TOA,416.767252119,TOC,0.791857779026,TOA,12,Gulf of Mexico (west),25.0,263.75
GLOMAP,103.860385716,MOA,54.6633609031,MOC,0.103860385716,MOA,12,Gulf of Mexico (west),25.0,263.75
GLOMAP,172.887861729,TOA,90.9936114361,TOC,0.172887861729,TOA,1,southwest of Australia,-41.0,111.25
GLOMAP,161.687016487,MOA,85.0984297301,MOC,0.161687016487,MOA,1,southwest of Australia,-41.0,111.25
GLOMAP,176.736831665,TOA,93.0193850869,TOC,0.176736831665,TOA,2,southwest of Australia,-41.0,111.25
GLOMAP,165.279299021,MOA,86.9891047478,MOC,0.165279299021,MOA,2,southwest of Australia,-41.0,111.25
GLOMAP,163.274347782,TOA,85.9338672538,TOC,0.163274347782,TOA,3,southwest of Australia,-41.0,111.25
GLOMAP,154.375076294,MOA,81.2500401547,MOC,0.154375076294,MOA,3,southwest of Australia,-41.0,111.25
GLOMAP,189.159870148,TOA,99.5578263935,TOC,0.189159870148,TOA,4,southwest of Australia,-41.0,111.25
GLOMAP,155.657216907,MOA,81.9248510034,MOC,0.155657216907,MOA,4,southwest of Australia,-41.0,111.25
GLOMAP,157.456964254,TOA,82.8720864497,TOC,0.157456964254,TOA,5,southwest of Australia,-41.0,111.25
GLOMAP,141.96485281,MOA,74.7183435842,MOC,0.14196485281,MOA,5,southwest of Australia,-41.0,111.25
GLOMAP,110.215775669,TOA,58.0083029835,TOC,0.110215775669,TOA,6,southwest of Australia,-41.0,111.25
GLOMAP,102.954104543,MOA,54.186370812,MOC,0.102954104543,MOA,6,southwest of Australia,-41.0,111.25
GLOMAP,87.3110890388,TOA,45.9532047573,TOC,0.0873110890388,TOA,7,southwest of Australia,-41.0,111.25
GLOMAP,78.5739794374,MOA,41.3547260197,MOC,0.0785739794374,MOA,7,southwest of Australia,-41.0,111.25
GLOMAP,94.4183915854,TOA,49.6938903081,TOC,0.0944183915854,TOA,8,southwest of Australia,-41.0,111.25
GLOMAP,82.0907503366,MOA,43.2056580719,MOC,0.0820907503366,MOA,8,southwest of Australia,-41.0,111.25
GLOMAP,104.342654347,TOA,54.9171864986,TOC,0.104342654347,TOA,9,southwest of Australia,-41.0,111.25
GLOMAP,88.8052284718,MOA,46.7395939325,MOC,0.0888052284718,MOA,9,southwest of Australia,-41.0,111.25
GLOMAP,104.931950569,TOA,55.2273424048,TOC,0.104931950569,TOA,10,southwest of Australia,-41.0,111.25
GLOMAP,92.6170870662,MOA,48.745835298,MOC,0.0926170870662,MOA,10,southwest of Australia,-41.0,111.25
GLOMAP,122.55807966,TOA,64.5042524526,TOC,0.12255807966,TOA,11,southwest of Australia,-41.0,111.25
GLOMAP,115.537829697,MOA,60.8093840511,MOC,0.115537829697,MOA,11,southwest of Australia,-41.0,111.25
GLOMAP,219.592243433,TOA,115.574864965,TOC,0.219592243433,TOA,12,southwest of Australia,-41.0,111.25
GLOMAP,168.961837888,MOA,88.9272830988,MOC,0.168961837888,MOA,12,southwest of Australia,-41.0,111.25
GLOMAP,946.555256844,TOA,498.186977286,TOC,0.946555256844,TOA,1,Philippines,7.0,121.25
GLOMAP,169.553115964,MOA,89.2384820863,MOC,0.169553115964,MOA,1,Philippines,7.0,121.25
GLOMAP,930.902540684,TOA,489.948705623,TOC,0.930902540684,TOA,2,Philippines,7.0,121.25
GLOMAP,146.143302321,MOA,76.9175275376,MOC,0.146143302321,MOA,2,Philippines,7.0,121.25
GLOMAP,849.587142467,TOA,447.151127614,TOC,0.849587142467,TOA,3,Philippines,7.0,121.25
GLOMAP,121.952176094,MOA,64.185355839,MOC,0.121952176094,MOA,3,Philippines,7.0,121.25
GLOMAP,1264.34826851,TOA,665.44645711,TOC,1.26434826851,TOA,4,Philippines,7.0,121.25
GLOMAP,79.724483192,MOA,41.9602543116,MOC,0.079724483192,MOA,4,Philippines,7.0,121.25
GLOMAP,1548.6330986,TOA,815.070051896,TOC,1.5486330986,TOA,5,Philippines,7.0,121.25
GLOMAP,46.0663028061,MOA,24.2454225295,MOC,0.0460663028061,MOA,5,Philippines,7.0,121.25
GLOMAP,1439.73731995,TOA,757.756484182,TOC,1.43973731995,TOA,6,Philippines,7.0,121.25
GLOMAP,45.2261343598,MOA,23.8032286104,MOC,0.0452261343598,MOA,6,Philippines,7.0,121.25
GLOMAP,2481.29701614,TOA,1305.94579797,TOC,2.48129701614,TOA,7,Philippines,7.0,121.25
GLOMAP,111.166320741,MOA,58.5085898638,MOC,0.111166320741,MOA,7,Philippines,7.0,121.25
GLOMAP,6002.66170502,TOA,3159.29563422,TOC,6.00266170502,TOA,8,Philippines,7.0,121.25
GLOMAP,97.9351252317,MOA,51.5448027535,MOC,0.0979351252317,MOA,8,Philippines,7.0,121.25
GLOMAP,4454.25701141,TOA,2344.34579548,TOC,4.45425701141,TOA,9,Philippines,7.0,121.25
GLOMAP,46.0714064538,MOA,24.2481086599,MOC,0.0460714064538,MOA,9,Philippines,7.0,121.25
GLOMAP,1482.69176483,TOA,780.364086753,TOC,1.48269176483,TOA,10,Philippines,7.0,121.25
GLOMAP,36.6719737649,MOA,19.3010388236,MOC,0.0366719737649,MOA,10,Philippines,7.0,121.25
GLOMAP,797.615230083,TOA,419.797489518,TOC,0.797615230083,TOA,11,Philippines,7.0,121.25
GLOMAP,60.4770407081,MOA,31.8300214253,MOC,0.0604770407081,MOA,11,Philippines,7.0,121.25
GLOMAP,1129.33540344,TOA,594.387054443,TOC,1.12933540344,TOA,12,Philippines,7.0,121.25
GLOMAP,135.965391994,MOA,71.5607326282,MOC,0.135965391994,MOA,12,Philippines,7.0,121.25
GLOMAP,1358.5447073,TOA,715.023530157,TOC,1.3585447073,TOA,1,south of South Korea,33.0,128.75
GLOMAP,132.81019032,MOA,69.9001001684,MOC,0.13281019032,MOA,1,south of South Korea,33.0,128.75
GLOMAP,1675.91261864,TOA,882.059272967,TOC,1.67591261864,TOA,2,south of South Korea,33.0,128.75
GLOMAP,183.871865273,MOA,96.7746659329,MOC,0.183871865273,MOA,2,south of South Korea,33.0,128.75
GLOMAP,1667.51241684,TOA,877.638114126,TOC,1.66751241684,TOA,3,south of South Korea,33.0,128.75
GLOMAP,120.405450463,MOA,63.3712897175,MOC,0.120405450463,MOA,3,south of South Korea,33.0,128.75
GLOMAP,2049.02362823,TOA,1078.43348854,TOC,2.04902362823,TOA,4,south of South Korea,33.0,128.75
GLOMAP,192.514613271,MOA,101.323480669,MOC,0.192514613271,MOA,4,south of South Korea,33.0,128.75
GLOMAP,2306.31613731,TOA,1213.85059859,TOC,2.30631613731,TOA,5,south of South Korea,33.0,128.75
GLOMAP,110.582068563,MOA,58.2010887171,MOC,0.110582068563,MOA,5,south of South Korea,33.0,128.75
GLOMAP,3448.19664955,TOA,1814.84034187,TOC,3.44819664955,TOA,6,south of South Korea,33.0,128.75
GLOMAP,107.322320342,MOA,56.485431759,MOC,0.107322320342,MOA,6,south of South Korea,33.0,128.75
GLOMAP,2648.13232422,TOA,1393.75385485,TOC,2.64813232422,TOA,7,south of South Korea,33.0,128.75
GLOMAP,242.460250854,MOA,127.610658344,MOC,0.242460250854,MOA,7,south of South Korea,33.0,128.75
GLOMAP,2436.87772751,TOA,1282.567225,TOC,2.43687772751,TOA,8,south of South Korea,33.0,128.75
GLOMAP,191.612929106,MOA,100.848910056,MOC,0.191612929106,MOA,8,south of South Korea,33.0,128.75
GLOMAP,3280.38692474,TOA,1726.51943408,TOC,3.28038692474,TOA,9,south of South Korea,33.0,128.75
GLOMAP,141.564920545,MOA,74.5078529182,MOC,0.141564920545,MOA,9,south of South Korea,33.0,128.75
GLOMAP,2428.12156677,TOA,1277.95871935,TOC,2.42812156677,TOA,10,south of South Korea,33.0,128.75
GLOMAP,156.570494175,MOA,82.40552325,MOC,0.156570494175,MOA,10,south of South Korea,33.0,128.75
GLOMAP,1524.82068539,TOA,802.537202835,TOC,1.52482068539,TOA,11,south of South Korea,33.0,128.75
GLOMAP,215.509280562,MOA,113.425937138,MOC,0.215509280562,MOA,11,south of South Korea,33.0,128.75
GLOMAP,1382.52091408,TOA,727.642586357,TOC,1.38252091408,TOA,12,south of South Korea,33.0,128.75
GLOMAP,164.391085505,MOA,86.5216239503,MOC,0.164391085505,MOA,12,south of South Korea,33.0,128.75
GLOMAP,192.692518234,TOA,101.41711486,TOC,0.192692518234,TOA,1,North Pacific Ocean 1,37.0,158.75
GLOMAP,78.7247568369,MOA,41.4340825457,MOC,0.0787247568369,MOA,1,North Pacific Ocean 1,37.0,158.75
GLOMAP,169.840276241,TOA,89.3896190744,TOC,0.169840276241,TOA,2,North Pacific Ocean 1,37.0,158.75
