
	DATE	N_CL	AVG_CL	STD_CL	MED_CL	P16_CL	P84_CL	N_NO3	AVG_NO3	STD_NO3	MED_NO3	P16_NO3	P84_NO3	N_SO4	AVG_SO4	STD_SO4	MED_SO4	P16_SO4	P84_SO4	N_NA	AVG_NA	STD_NA	MED_NA	P16_NA	P84_NA	N_NSSSO4	AVG_NSSSO4	STD_NSSSO4	MED_NSSSO4	P16_NSSSO4	P84_NSSSO4	N_MSA	AVG_MSA	STD_MSA	MED_MSA	P16_MSA	P84_MSA	N_DUST	AVG_DUST	STD_DUST	MED_DUST	P16_DUST	P84_DUST	N_NH4	AVG_NH4	STD_NH4	MED_NH4	P16_NH4	P84_NH4
	1-1-1994	27	6.480	2.095	6.342	3.966	9.030	27	1.155	0.377	1.163	0.772	1.699	27	2.802	0.773	2.621	2.084	3.424	27	4.098	1.050	3.888	3.155	5.452	27	1.770	0.925	1.287	0.859	2.630	0						27	0.881	2.033	0.331	0.167	0.564	27	0.461	0.244	0.441	0.262	0.651
	2-1-1994	27	5.199	2.696	5.752	2.202	7.634	27	1.859	1.026	1.680	1.042	3.259	27	3.047	1.239	3.145	1.946	4.600	27	3.585	1.477	3.813	2.214	5.107	27	2.144	1.138	1.957	0.877	3.457	0						27	1.204	1.277	1.117	0.422	1.494	27	0.646	0.393	0.528	0.305	0.968
	3-1-1994	28	3.927	2.483	3.166	1.533	5.725	28	2.734	2.009	1.769	1.281	4.345	28	4.125	1.710	3.780	2.851	5.211	28	2.900	1.343	2.653	1.548	4.090	28	3.395	1.867	2.935	1.542	4.865	0						28	2.080	1.714	1.523	0.680	3.473	25	1.240	0.713	0.942	0.651	2.166
	4-1-1994	30	6.611	3.840	5.459	3.155	9.511	30	1.552	0.996	1.127	0.731	2.478	30	2.850	1.029	2.482	1.973	3.606	30	4.300	2.237	3.621	2.239	5.981	30	1.767	1.081	1.391	1.006	2.227	0						30	1.413	0.823	1.316	0.602	2.127	30	0.517	0.431	0.394	0.192	0.919
	5-1-1994	30	2.442	1.616	1.644	0.953	4.245	30	3.753	2.666	2.425	1.400	6.603	30	4.688	1.890	4.351	2.949	6.477	30	2.056	0.931	1.541	1.342	3.189	30	4.171	1.964	3.987	2.510	5.971	0						30	3.591	3.065	2.617	2.209	5.758	30	1.394	0.828	1.100	0.696	2.121
	6-1-1994	29	2.962	1.075	3.202	1.323	3.682	29	2.408	2.542	1.821	1.057	2.459	29	2.457	0.850	2.196	1.753	3.105	29	2.283	0.571	2.452	1.929	2.609	29	1.882	0.893	1.576	1.060	2.559	0						29	11.111	14.561	4.498	1.480	19.067	29	0.610	0.536	0.357	0.279	0.899
	7-1-1994	30	3.676	1.192	4.058	2.263	4.657	30	1.272	0.286	1.306	1.018	1.522	30	2.224	0.629	2.126	1.776	2.459	30	2.475	0.702	2.773	1.493	3.029	30	1.601	0.559	1.445	1.233	1.946	0						30	18.075	18.238	15.448	4.727	22.518	30	0.276	0.157	0.289	0.106	0.393
	8-1-1994	28	3.718	1.275	3.569	2.540	5.121	28	1.188	0.450	0.940	0.892	1.784	28	1.968	0.341	1.984	1.550	2.381	28	2.483	0.738	2.291	1.992	3.301	28	1.343	0.324	1.415	1.094	1.660	0						28	5.974	5.489	4.657	1.477	14.317	28	0.319	0.170	0.351	0.148	0.478
	9-1-1994	17	5.247	1.826	4.622	3.567	7.099	17	1.331	0.576	1.159	0.872	1.609	17	2.269	0.522	2.168	1.762	2.611	17	3.199	1.001	3.071	2.374	4.134	17	1.464	0.526	1.196	1.062	1.867	0						17	10.562	6.555	10.410	3.447	16.822	17	0.383	0.207	0.287	0.235	0.501
	10-1-1994	26	2.397	1.846	1.503	0.673	4.135	26	2.028	1.447	1.659	0.872	3.074	26	2.330	0.968	2.131	1.565	3.540	26	1.942	0.975	1.794	0.887	2.667	26	1.841	1.065	1.369	0.991	3.350	0						26	0.668	0.704	0.386	0.175	1.283	26	0.654	0.479	0.445	0.293	1.032
	11-1-1994	28	6.356	3.702	5.490	3.616	12.678	28	1.809	1.447	1.351	0.916	2.354	28	2.819	1.131	2.572	1.621	3.914	28	5.963	5.247	4.287	2.378	15.658	28	1.318	1.167	1.300	-0.027	2.296	0						28	0.789	0.517	0.520	0.363	1.375	28	0.675	0.818	0.307	0.112	1.298
	12-1-1994	31	5.637	3.152	6.387	3.136	6.475	31	2.139	2.088	1.926	0.915	2.013	31	2.094	0.893	1.731	1.289	2.699	31	3.683	1.736	3.907	2.305	4.009	31	1.167	0.667	0.836	0.557	1.690	0						31	0.554	0.316	0.574	0.236	0.841	31	0.561	0.284	0.583	0.229	0.731
	1-1-1995	28	3.682	2.202	2.627	2.078	5.785	28	2.243	2.169	2.065	1.052	2.710	28	2.391	0.695	2.380	1.838	3.181	28	2.450	1.308	1.751	1.629	3.764	28	1.774	0.823	1.619	0.811	2.616	11	0.0236	0.0073	0.0287	0.0144	0.0290	28	0.837	0.641	0.668	0.364	0.997	28	0.893	0.657	0.699	0.421	1.164
	2-1-1995	25	3.981	1.461	3.845	2.387	5.165	25	2.369	1.480	2.659	1.068	3.103	25	2.723	0.982	3.041	1.731	3.493	25	2.674	0.854	3.114	1.735	3.244	25	2.050	0.987	2.402	0.981	3.096	25	0.0241	0.0104	0.0226	0.0120	0.0387	25	0.964	0.914	0.750	0.338	1.442	25	0.888	0.531	0.991	0.220	1.499
	3-1-1995	28	4.740	2.948	3.866	1.701	8.580	28	2.280	1.404	2.632	0.894	4.067	28	3.882	2.220	2.806	1.961	6.138	28	3.288	1.431	2.970	1.830	4.888	28	3.054	2.480	2.059	0.945	5.552	19	0.0219	0.0058	0.0237	0.0143	0.0287	28	1.314	1.140	0.942	0.241	3.053	28	1.036	0.806	1.032	0.261	2.178
	4-1-1995	29	3.660	1.538	2.966	2.512	5.205	29	2.824	1.547	1.943	1.644	4.730	29	3.570	1.259	3.657	2.286	4.714	29	2.561	0.876	2.393	1.611	3.296	29	2.925	1.243	3.001	1.877	3.840	0						29	2.268	1.667	1.441	0.736	4.279	29	1.084	0.516	0.909	0.643	1.460
	5-1-1995	25	2.140	0.719	2.084	1.526	2.969	25	2.088	1.552	1.560	0.872	2.928	25	3.896	2.303	3.389	1.788	5.643	25	1.960	0.460	1.892	1.682	2.644	25	3.403	2.340	2.723	1.311	5.365	0						25	1.097	0.759	1.189	0.324	1.233	25	0.913	0.930	0.836	0.065	1.256
	6-1-1995	30	2.986	1.152	2.970	1.727	3.975	30	2.809	1.623	2.578	1.359	4.318	30	3.033	1.460	2.779	1.893	4.594	30	2.156	0.510	2.223	1.558	2.576	30	2.490	1.494	2.141	1.346	4.226	0						30	15.324	26.956	2.155	0.876	39.802	30	0.724	0.499	0.566	0.246	1.119
	7-1-1995	25	2.506	0.997	2.647	1.446	3.076	25	1.905	0.905	1.637	1.057	2.873	25	2.516	1.044	2.112	1.717	3.608	25	1.742	0.442	1.807	1.259	2.005	25	2.078	1.113	1.685	1.220	3.291	0						25	8.425	8.039	8.552	1.726	14.461	25	0.692	0.468	0.631	0.222	1.092
	8-1-1995	30	2.466	2.355	1.077	0.460	4.863	30	1.684	1.115	1.445	0.917	1.914	30	5.502	3.521	3.893	2.706	10.684	30	2.008	1.163	1.483	0.953	3.279	30	4.996	3.672	3.621	2.279	10.405	0						30	8.331	6.878	6.524	1.215	19.659	30	1.185	0.921	1.021	0.228	1.970
	9-1-1995	30	2.630	1.124	2.348	1.379	4.058	30	1.310	0.703	1.042	0.681	2.369	30	2.195	1.204	1.577	1.252	3.377	30	1.776	0.585	1.763	1.153	2.390	30	1.748	1.249	1.193	0.765	2.895	0						30	4.491	7.060	1.516	0.601	8.345	30	0.579	0.469	0.304	0.189	0.917
	10-1-1995	31	4.174	1.712	4.066	2.838	5.560	31	1.031	0.942	0.631	0.415	1.225	31	1.564	0.525	1.501	1.120	2.138	31	2.526	1.050	2.443	1.744	3.049	31	0.928	0.302	0.824	0.721	1.405	0						31	0.843	2.320	0.416	0.151	0.840	31	0.367	0.286	0.258	0.147	0.601
	11-1-1995	20	6.550	2.411	5.844	4.664	10.326	20	1.536	0.255	1.570	1.210	1.721	20	2.286	0.554	2.483	1.332	2.536	20	4.283	1.232	4.110	3.276	6.026	20	1.209	0.775	1.502	-0.182	1.658	0						20	1.531	2.000	0.670	0.417	5.240	20	0.370	0.118	0.365	0.268	0.394
	12-1-1995	22	3.718	1.706	3.961	1.974	5.445	22	2.544	2.174	1.130	0.788	5.722	22	2.556	0.748	2.772	1.698	3.334	22	2.433	1.006	2.683	1.182	3.470	22	1.944	0.931	1.899	0.926	2.820	0						22	0.913	0.952	0.507	0.323	1.032	22	0.903	0.826	0.444	0.137	1.739
	1-1-1996	23	5.620	3.698	5.333	2.261	6.407	23	2.183	1.726	1.350	0.965	3.836	23	2.203	0.635	2.025	1.654	2.762	23	3.672	2.194	3.769	1.673	4.267	22	1.359	0.631	1.604	0.679	1.865	0						23	0.858	0.883	0.319	0.170	2.032	23	0.665	0.454	0.576	0.227	1.029
	2-1-1996	30	3.105	1.975	2.566	1.143	6.546	30	3.157	1.562	3.030	1.457	5.145	30	3.363	1.323	2.888	2.040	4.777	30	2.038	1.042	1.737	1.190	3.700	30	2.850	1.471	2.607	1.043	4.452	0						30	2.246	1.065	2.528	0.892	3.305	30	1.407	0.599	1.515	0.754	1.808
	3-1-1996	28	5.151	2.973	4.991	1.953	8.241	28	2.129	1.565	1.971	0.713	2.875	28	2.734	1.311	3.068	2.005	3.854	28	3.054	1.635	3.297	1.601	3.970	28	1.965	1.082	2.083	0.906	2.921	0						28	1.607	1.235	1.453	0.490	1.900	28	0.805	0.432	0.873	0.401	0.980
	4-1-1996	26	4.425	1.190	4.211	3.758	5.810	26	1.828	1.029	1.328	1.255	2.514	26	2.873	0.497	2.813	2.714	3.198	26	3.107	0.787	3.169	2.801	3.752	26	2.091	0.464	2.122	1.696	2.479	0						26	1.524	0.675	1.539	0.944	2.473	26	0.549	0.327	0.399	0.271	0.900
	5-1-1996	30	4.415	1.488	4.199	3.078	5.792	30	1.715	0.625	1.718	1.169	2.542	30	2.495	0.603	2.295	1.878	3.089	30	2.799	0.911	3.091	1.835	3.378	30	1.791	0.606	1.757	1.081	2.450	0						30	1.028	0.503	0.876	0.592	1.614	30	0.561	0.327	0.397	0.260	0.982
	6-1-1996	27	3.231	0.942	3.187	2.697	3.644	27	2.256	1.612	1.266	0.757	4.653	27	2.208	1.074	1.581	1.336	3.638	27	2.258	0.637	2.153	1.781	2.595	27	1.640	1.021	1.063	0.683	2.986	0						27	1.443	1.323	0.855	0.303	3.617	27	0.562	0.350	0.535	0.217	1.047
	7-1-1996	28	3.762	1.313	3.844	1.998	4.830	28	1.294	0.400	1.445	0.813	1.687	28	2.336	0.853	2.226	1.682	3.196	28	2.358	0.768	2.534	1.521	3.072	28	1.743	0.784	1.463	0.940	2.450	0						28	16.226	15.764	9.687	3.027	33.105	28	0.412	0.372	0.391	0.200	0.598
	8-1-1996	31	3.511	2.046	2.897	1.504	4.472	31	1.154	0.601	0.876	0.659	1.858	31	1.955	1.024	1.552	1.232	2.491	31	2.277	1.090	2.073	1.310	2.926	31	1.382	0.985	0.928	0.818	1.975	0						31	7.026	9.987	2.570	0.542	14.802	31	0.361	0.273	0.278	0.102	0.532
	9-1-1996	28	2.278	1.217	1.910	0.919	3.844	28	1.536	1.535	0.958	0.512	2.381	28	3.219	1.607	3.443	1.460	5.179	28	1.829	0.613	1.950	1.117	2.476	28	2.759	1.684	2.800	0.885	4.892	0						28	1.062	0.786	0.906	0.329	2.037	28	0.772	0.508	0.896	0.197	1.227
	10-1-1996	26	2.752	1.089	2.834	1.658	3.518	26	1.291	1.560	0.789	0.414	2.419	26	1.644	0.583	1.659	1.115	2.098	26	2.016	0.610	2.105	1.350	2.652	26	1.137	0.578	1.373	0.549	1.701	0						26	0.320	0.219	0.329	0.119	0.611	26	0.363	0.256	0.259	0.167	0.486
	11-1-1996	25	5.777	1.889	4.794	4.190	7.314	25	1.248	1.450	0.879	0.450	1.175	25	1.780	0.429	1.834	1.410	2.174	25	3.659	0.984	3.275	2.824	4.416	25	0.860	0.472	0.794	0.339	1.419	0						25	0.704	0.546	0.521	0.403	0.701	25	0.323	0.374	0.205	0.119	0.351
	12-1-1996	26	4.490	1.770	3.929	2.864	6.265	26	1.405	1.373	1.031	0.576	2.487	26	1.754	0.677	1.856	0.863	2.493	26	2.767	1.038	2.583	1.637	3.762	26	1.058	0.605	0.982	0.298	1.801	0						26	0.532	0.459	0.390	0.161	0.748	26	0.526	0.502	0.390	0.145	1.273
	1-1-1997	24	4.081	2.071	4.268	1.371	5.766	24	1.511	1.089	1.000	0.894	1.947	24	1.788	0.548	2.046	1.138	2.198	24	2.517	1.227	2.555	1.018	3.643	24	1.155	0.537	1.140	0.742	1.405	0						24	0.590	0.760	0.353	0.312	0.866	24	0.517	0.378	0.381	0.247	0.806
	2-1-1997	29	5.072	2.106	5.544	3.243	7.509	29	1.463	1.233	0.888	0.537	3.253	29	1.976	0.743	1.764	1.261	2.716	29	2.677	0.864	2.656	1.995	3.456	29	1.302	0.836	0.799	0.624	2.325	0						29	1.023	0.578	0.797	0.708	1.473	29	0.424	0.415	0.235	0.128	1.063
	3-1-1997	27	4.230	1.876	4.920	2.070	5.430	27	2.301	1.566	1.567	1.274	4.201	27	3.166	1.226	2.799	2.050	5.078	27	2.654	0.809	2.683	1.642	3.514	27	2.498	1.337	2.047	1.386	4.549	0						27	1.264	0.757	1.090	0.709	1.414	27	0.797	0.550	0.579	0.301	1.368
	4-1-1997	30	3.991	1.572	4.468	2.265	5.620	30	2.787	1.902	1.849	1.345	5.288	30	3.384	1.105	3.291	2.432	4.674	30	2.553	1.026	2.905	1.579	3.555	30	2.741	1.130	2.689	1.651	3.657	0						30	2.302	2.225	1.653	1.439	3.089	30	1.053	0.664	0.895	0.339	1.627
	5-1-1997	31	3.472	1.876	3.065	1.709	5.626	31	2.407	2.021	1.941	1.274	3.318	31	2.986	1.106	2.809	2.034	4.220	31	2.308	0.967	2.263	1.042	3.457	31	2.405	1.145	2.046	1.360	3.504	0						31	1.206	0.580	1.127	0.733	1.806	31	0.831	0.499	0.775	0.447	1.094
	6-1-1997	29	2.340	1.404	2.053	0.897	3.299	29	1.612	1.409	1.297	0.828	2.006	29	1.567	0.690	1.588	1.162	2.141	29	1.222	0.631	1.248	0.648	1.788	29	1.259	0.632	1.275	0.723	1.726	0						29	14.967	15.233	7.518	1.132	26.459	29	0.618	0.511	0.419	0.263	1.041
	7-1-1997	28	2.812	1.105	2.861	1.870	3.713	28	1.619	1.159	1.259	0.680	2.147	28	1.669	0.707	1.468	1.046	2.071	28	1.488	0.476	1.455	1.079	1.924	28	1.294	0.738	1.025	0.752	1.747	0						28	8.223	7.503	5.250	2.496	17.592	28	0.583	0.319	0.469	0.329	0.842
	8-1-1997	29	2.316	0.732	2.371	1.480	2.848	29	1.368	0.824	1.262	0.699	1.700	29	1.390	0.399	1.307	1.045	1.980	29	1.308	0.371	1.268	0.871	1.709	29	1.061	0.387	1.029	0.716	1.557	0						29	5.553	7.776	1.387	0.358	11.473	29	0.439	0.234	0.385	0.225	0.651
	9-1-1997	29	3.734	2.188	3.212	2.148	4.906	29	1.282	0.808	1.109	0.723	1.332	29	1.447	0.657	1.286	1.005	1.826	29	2.104	1.296	1.733	1.291	2.512	29	0.917	0.371	0.826	0.587	1.232	0						29	3.574	2.773	2.785	1.073	5.333	29	0.459	0.274	0.356	0.241	0.741
	10-1-1997	29	3.419	1.959	3.129	1.468	5.792	29	2.031	2.426	1.154	0.695	3.075	29	3.304	1.981	2.292	1.876	5.214	29	2.191	1.052	1.927	1.261	3.689	29	2.752	2.105	1.862	1.181	4.917	0						29	2.017	1.551	1.509	0.778	3.617	29	0.921	0.769	0.691	0.301	1.169
	11-1-1997	20	4.037	1.638	4.942	2.121	5.163	20	1.300	1.301	0.920	0.699	1.637	20	2.506	1.134	2.110	1.516	3.431	20	2.510	0.973	2.926	1.555	3.282	20	1.874	1.312	1.404	0.776	2.928	0						20	1.767	1.907	0.950	0.617	2.699	20	0.649	0.537	0.519	0.211	1.008
	12-1-1997	24	3.451	1.246	3.402	2.434	4.412	24	1.437	0.448	1.440	0.898	1.771	24	2.252	0.445	2.161	1.946	2.650	24	2.129	0.776	2.196	1.451	2.646	24	1.716	0.461	1.573	1.392	2.180	0						24	2.119	1.965	1.755	0.898	2.666	24	0.773	0.380	0.655	0.446	1.144
	1-1-1998	24	4.961	2.176	5.674	2.101	7.090	24	1.040	0.688	0.873	0.403	1.720	24	1.912	0.928	1.537	1.346	3.175	24	2.945	1.309	3.330	1.351	4.361	24	1.171	0.834	0.933	0.421	2.096	0						24	1.665	1.714	1.159	0.281	3.983	24	0.546	0.366	0.463	0.202	0.855
	2-1-1998	22	5.861	3.503	4.656	2.911	11.833	22	2.311	2.411	1.909	0.688	2.823	22	3.368	1.466	3.825	1.164	4.626	22	3.803	2.383	3.332	1.461	7.835	22	2.410	1.166	2.653	0.695	3.307	0						22	2.769	1.832	2.119	1.145	3.849	22	0.986	0.608	0.990	0.468	1.340
	3-1-1998	25	6.992	2.513	6.860	4.432	8.999	25	1.358	0.510	1.315	0.729	1.886	25	2.948	0.976	3.168	1.907	3.288	25	4.409	1.556	4.639	3.146	5.591	25	1.838	0.891	1.761	0.976	2.092	0						25	1.967	1.242	1.273	1.143	3.078	25	0.498	0.375	0.288	0.271	0.844
	4-1-1998	28	5.528	2.488	4.942	3.771	6.630	28	1.766	0.561	1.857	0.999	2.374	28	3.677	1.374	3.430	2.161	4.570	28	3.727	1.186	3.817	2.802	3.939	28	2.739	1.519	2.237	1.170	3.610	0						28	2.219	0.800	2.212	1.309	3.069	28	0.815	0.488	0.671	0.217	1.429
	5-1-1998	31	2.295	1.160	2.273	1.441	2.579	31	3.262	1.996	3.096	1.396	4.014	31	4.563	2.547	3.189	2.852	7.476	31	1.893	0.546	1.967	1.314	2.138	31	4.087	2.600	2.651	2.357	7.131	0						31	3.327	1.167	3.106	2.422	4.965	31	1.515	0.942	1.297	0.769	2.287
	6-1-1998	30	2.837	2.480	2.036	0.899	4.658	30	2.946	1.750	2.111	1.619	4.061	30	3.935	1.555	4.266	2.098	5.076	30	2.142	1.420	1.638	1.122	2.879	30	3.396	1.525	3.584	1.563	4.761	0						30	12.607	16.271	3.668	2.580	23.011	30	1.264	0.668	1.247	0.495	1.870
	7-1-1998	28	3.978	2.907	3.250	1.566	5.627	28	2.580	1.799	2.066	1.313	3.545	28	3.719	2.189	2.779	1.849	4.884	28	2.530	1.378	2.124	1.467	3.328	28	3.083	2.262	2.132	1.355	4.413	0						28	33.429	28.205	24.795	10.202	45.252	28	1.181	1.425	0.537	0.188	1.798
	8-1-1998	30	3.351	1.913	2.715	1.366	5.577	30	1.744	1.187	1.307	0.951	2.354	30	2.226	0.738	2.165	1.497	2.878	30	2.154	1.010	2.048	1.228	3.610	30	1.684	0.668	1.534	1.019	2.376	0						30	13.414	15.313	9.456	2.344	23.592	30	0.480	0.390	0.363	0.240	0.605
	9-1-1998	25	3.257	1.279	2.899	1.710	4.466	25	1.566	1.290	1.139	0.836	1.902	25	2.662	0.902	2.561	1.728	3.510	25	2.156	0.624	2.200	1.645	2.805	25	2.120	0.970	2.134	1.029	3.239	0						25	6.639	7.225	6.104	0.232	11.272	25	0.496	0.331	0.451	0.123	0.739
	10-1-1998	31	4.390	2.961	3.265	1.816	8.174	31	1.515	0.647	1.408	0.928	2.193	31	2.973	1.836	2.271	1.528	3.554	31	2.966	1.839	1.976	1.448	5.412	31	2.227	1.985	1.653	0.908	2.940	0						31	3.566	4.583	2.132	0.843	4.756	31	0.582	0.477	0.458	0.287	0.829
	11-1-1998	30	4.167	2.404	3.008	2.616	6.647	30	1.494	0.460	1.324	1.118	1.982	30	3.545	1.690	2.698	2.129	5.524	30	3.293	1.524	2.799	2.346	5.089	30	2.716	1.705	2.059	1.442	4.406	0						30	1.620	1.271	1.176	0.866	2.248	30	0.567	0.499	0.430	0.289	0.622
	12-1-1998	27	5.902	0.863	6.105	5.172	6.535	27	1.022	0.254	1.140	0.738	1.238	27	2.067	0.487	1.798	1.732	2.691	27	4.140	0.658	4.279	3.704	4.919	27	1.025	0.532	0.824	0.497	1.595	0						27	0.774	0.956	0.484	0.329	0.978	27	0.232	0.161	0.206	0.126	0.378
	1-1-1999	30	4.683	2.193	5.115	1.657	6.548	30	1.260	0.726	1.122	0.829	2.131	30	1.928	0.885	1.845	1.553	2.593	30	3.117	1.353	3.371	1.079	4.463	30	1.143	0.700	1.228	0.749	1.469	0						30	1.282	1.647	0.934	0.253	1.892	30	0.371	0.199	0.382	0.149	0.531
	2-1-1999	23	4.035	2.210	4.146	1.434	6.428	23	3.489	3.336	1.642	0.966	5.475	23	3.490	1.487	4.043	2.114	4.536	23	2.363	0.917	2.414	1.124	3.171	23	2.895	1.665	3.436	1.369	4.198	0						23	2.558	2.413	1.804	0.758	4.846	23	1.138	0.788	1.064	0.324	1.838
	3-1-1999	31	3.339	1.427	3.138	1.612	4.673	31	3.134	1.521	2.992	2.006	4.074	31	3.779	1.364	3.329	2.580	5.981	31	2.363	0.908	2.595	1.257	3.338	31	3.184	1.342	3.039	2.093	5.152	0						31	3.478	1.709	3.518	1.941	5.428	31	1.329	0.552	1.186	0.872	1.843
	4-1-1999	28	3.894	1.162	3.681	2.762	4.925	28	3.151	1.712	3.162	1.451	4.491	28	4.225	1.689	3.786	2.588	6.432	28	2.608	0.716	2.777	1.797	3.103	28	3.568	1.733	3.078	2.094	5.812	0						28	5.123	4.802	3.585	2.267	9.122	28	1.553	1.248	0.981	0.684	2.832
	5-1-1999	29	2.786	1.141	2.656	1.649	3.919	29	3.044	1.989	2.453	1.566	4.077	29	3.316	1.201	3.016	2.137	4.502	26	2.061	1.124	1.882	0.900	2.854	26	2.745	1.275	2.737	1.602	4.893	0						29	2.782	1.215	2.625	1.542	3.873	29	1.631	1.682	1.048	0.749	2.585
	6-1-1999	30	3.781	2.351	3.329	2.062	4.886	30	1.626	1.225	1.235	0.940	1.883	30	1.905	0.617	1.698	1.433	2.650	30	2.362	1.281	2.264	1.334	2.861	30	1.310	0.619	1.021	0.898	1.927	0						30	8.079	10.650	3.301	0.810	14.693	30	0.463	0.273	0.396	0.260	0.594
	7-1-1999	31	3.419	1.758	3.503	1.605	4.720	31	1.849	1.278	1.603	0.943	2.600	31	2.268	0.794	1.727	1.579	3.222	31	2.157	1.007	2.193	1.206	2.746	31	1.725	0.828	1.369	0.912	2.438	0						31	19.379	17.959	9.883	4.733	43.802	31	0.467	0.461	0.356	0.126	0.753
	8-1-1999	29	2.751	0.973	2.905	1.718	3.814	29	2.295	1.954	1.523	0.998	2.939	29	2.767	1.699	2.231	1.244	5.055	29	1.828	0.538	1.817	1.233	2.327	29	2.307	1.685	1.774	0.784	4.742	0						29	7.690	4.333	7.375	3.833	11.881	29	0.814	0.644	0.686	0.274	1.380
	9-1-1999	27	3.077	1.986	2.707	0.697	4.558	27	2.196	1.993	1.389	0.724	2.820	27	4.075	2.672	2.685	1.664	7.299	27	2.340	0.958	2.413	1.300	3.137	27	3.486	2.748	1.720	0.917	6.602	0						27	4.714	3.556	3.054	2.468	7.617	27	1.091	0.872	0.903	0.236	2.053
	10-1-1999	24	9.887	10.651	5.773	3.087	29.863	24	1.175	0.501	0.959	0.827	1.599	24	2.905	1.642	2.178	1.701	5.759	24	5.864	5.858	3.550	1.612	16.804	19	1.402	0.840	1.204	0.940	1.535	0						24	3.420	5.292	1.429	0.845	2.937	24	0.309	0.280	0.195	0.121	0.600
	11-1-1999	26	8.399	1.838	7.644	6.941	11.606	26	1.357	0.501	1.183	1.145	1.950	26	2.364	0.869	1.909	1.742	3.268	26	4.728	0.987	4.454	3.684	6.316	26	1.173	0.731	0.982	0.621	2.021	0						28	9.550	27.621	2.023	0.069	5.202	26	0.389	0.154	0.372	0.254	0.488
	12-1-1999	29	4.374	1.091	4.805	3.110	5.210	29	1.520	0.494	1.638	1.126	1.733	29	1.856	0.470	1.686	1.493	2.547	29	2.753	0.593	3.094	2.060	3.265	29	1.163	0.474	1.098	0.715	1.725	0						29	4.586	2.948	4.163	2.186	6.070	29	0.498	0.194	0.447	0.388	0.610
	1-1-2000	27	4.327	1.333	4.582	2.906	5.000	27	2.076	0.709	2.101	1.256	2.922	27	2.695	0.900	2.761	1.586	3.397	27	2.864	0.775	3.174	2.256	3.644	27	1.975	0.844	2.100	0.796	2.597	0						27	2.340	1.718	2.198	0.502	3.288	27	0.745	0.384	0.763	0.356	1.068
	2-1-2000	29	4.205	2.759	3.373	2.354	5.400	29	2.543	0.857	2.537	1.579	3.165	29	3.141	1.166	3.360	2.180	3.743	29	2.819	1.456	2.381	1.920	3.375	29	2.431	1.039	2.761	1.659	3.257	0						29	1.417	1.024	1.624	0.443	2.158	29	0.866	0.467	0.904	0.404	1.354
	3-1-2000	31	5.002	1.893	5.644	2.952	6.985	31	3.213	1.868	2.767	1.438	4.153	31	3.375	0.732	3.064	2.940	3.742	31	3.346	1.116	3.548	2.139	4.477	31	2.533	0.907	2.135	1.813	3.203	0						31	2.005	1.014	1.572	1.148	3.814	31	1.058	0.746	1.131	0.268	1.620
	4-1-2000	30	3.927	2.077	4.984	1.780	6.687	30	3.376	2.515	2.015	1.152	4.451	30	4.343	1.266	4.350	2.527	5.187	30	3.041	1.295	4.060	1.751	4.427	30	3.578	1.521	3.328	1.413	4.746	0						30	3.006	2.661	2.338	1.304	3.533	30	1.111	0.813	0.540	0.222	2.050
	5-1-2000	31	3.103	1.299	2.688	1.804	4.609	31	2.362	0.847	2.094	1.638	2.648	31	3.926	1.574	3.323	2.984	5.503	31	2.421	0.810	2.142	1.508	3.353	31	3.317	1.573	2.805	2.351	4.652	0						31	2.787	1.507	2.311	1.789	4.086	31	1.289	0.729	1.167	0.720	1.664
	6-1-2000	30	3.858	1.530	3.858	1.968	5.764	30	1.799	0.830	1.425	1.171	2.409	30	2.303	0.746	2.116	1.849	2.685	30	2.500	0.855	2.442	1.492	3.353	30	1.674	0.697	1.577	1.165	1.967	0						30	11.706	8.454	11.054	3.710	20.111	30	0.461	0.321	0.378	0.187	0.715
	7-1-2000	29	4.084	2.512	3.589	2.541	4.934	29	2.235	1.270	1.769	1.320	3.012	29	2.580	1.195	2.119	1.505	3.836	29	2.488	1.275	2.261	1.511	2.989	29	1.954	0.998	1.576	1.065	3.179	0						29	10.133	7.230	9.389	4.085	19.669	29	0.706	0.536	0.633	0.198	1.098
	8-1-2000	30	3.762	1.764	3.458	1.811	5.490	30	2.300	2.052	1.585	0.854	4.422	30	2.832	1.720	2.474	1.213	5.391	30	2.420	0.893	2.463	1.385	3.175	30	2.223	1.733	1.590	0.738	4.771	0						30	18.905	15.323	14.395	4.021	33.002	30	0.557	0.482	0.343	0.154	1.196
	9-1-2000	30	4.182	5.034	3.216	1.850	4.399	30	1.563	0.788	1.315	1.084	2.237	30	2.366	0.797	1.968	1.705	3.417	30	2.772	2.948	1.961	1.407	3.273	29	1.761	0.694	1.532	1.178	2.744	0						30	10.729	13.047	5.433	1.440	22.565	30	0.413	0.165	0.417	0.252	0.547
	10-1-2000	13	3.006	1.874	2.129	1.667	5.689	13	3.389	1.848	3.507	1.405	4.654	13	7.072	4.180	7.896	1.784	12.480	13	2.394	0.824	2.173	1.764	3.507	13	6.469	4.347	7.349	0.901	11.963	0						19	5.387	3.676	4.478	1.743	7.405	13	1.527	0.891	1.738	0.306	2.292
