
	BEGIN	END	AVG_CL	AVG_NO3	AVG_SO4	AVG_NA	AVG_SEASALT	AVG_NSSSO4	AVG_MSA	AVG_ASH	AVG_DUST	AVG_NH4	_NA	_V	_AL	_BE7	_PB210
	11-3-1994	11-10-1994	8.890	0.133	1.319	4.789	15.575	0.114	#N/A	#N/A	#N/A	0.0030	#N/A	#N/A	#N/A	#N/A	#N/A
	11-10-1994	11-17-1994	6.452	0.172	1.197	3.895	12.665	0.216	#N/A	#N/A	#N/A	0.0318	#N/A	#N/A	#N/A	#N/A	#N/A
	11-17-1994	11-24-1994	4.454	0.152	0.788	2.535	8.245	0.150	#N/A	#N/A	#N/A	0.0365	#N/A	#N/A	#N/A	#N/A	#N/A
	11-24-1994	12-1-1994	8.860	0.246	1.397	5.152	16.754	0.101	#N/A	#N/A	#N/A	0.0922	#N/A	#N/A	#N/A	#N/A	#N/A
	12-1-1994	12-8-1994	5.255	0.095	0.874	3.035	9.869	0.111	#N/A	#N/A	#N/A	0.0282	#N/A	#N/A	#N/A	#N/A	#N/A
	12-8-1994	12-15-1994	13.997	0.151	2.116	7.531	24.492	0.220	#N/A	#N/A	#N/A	0.0208	#N/A	#N/A	#N/A	#N/A	#N/A
	12-15-1994	12-22-1994	8.992	0.199	1.518	5.165	16.797	0.218	#N/A	#N/A	#N/A	0.0367	#N/A	#N/A	#N/A	#N/A	#N/A
	12-22-1994	12-29-1994	6.911	0.323	1.345	4.019	13.071	0.334	#N/A	#N/A	#N/A	0.0831	#N/A	#N/A	#N/A	#N/A	#N/A
	12-29-1994	1-5-1995	7.145	0.216	1.343	3.993	12.986	0.338	#N/A	#N/A	#N/A	0.0552	#N/A	#N/A	#N/A	#N/A	#N/A
	1-5-1995	1-12-1995	5.916	0.360	1.517	3.523	11.455	0.630	#N/A	#N/A	#N/A	0.1148	#N/A	#N/A	#N/A	#N/A	#N/A
	1-12-1995	1-19-1995	18.178	0.225	2.417	11.102	36.104	#N/A	#N/A	#N/A	#N/A	0.0822	#N/A	#N/A	#N/A	#N/A	#N/A
	1-19-1995	1-26-1995	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	1-26-1995	2-2-1995	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	2-2-1995	2-9-1995	33.406	0.292	4.956	17.696	57.547	#N/A	#N/A	#N/A	#N/A	0.2066	#N/A	#N/A	#N/A	#N/A	#N/A
	2-9-1995	2-16-1995	7.668	0.225	1.381	4.405	14.326	0.272	#N/A	#N/A	#N/A	0.3380	#N/A	#N/A	#N/A	#N/A	#N/A
	2-16-1995	2-23-1995	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	2-23-1995	3-2-1995	23.496	0.493	4.679	12.597	40.965	#N/A	#N/A	#N/A	#N/A	0.3211	#N/A	#N/A	#N/A	#N/A	#N/A
	3-2-1995	3-9-1995	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	3-9-1995	3-16-1995	39.750	0.346	5.913	21.717	70.624	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	3-16-1995	3-23-1995	10.766	0.253	1.955	5.846	19.010	0.483	#N/A	#N/A	#N/A	0.0915	#N/A	#N/A	#N/A	#N/A	#N/A
	3-23-1995	3-30-1995	4.772	0.737	2.620	2.751	8.945	1.928	#N/A	#N/A	#N/A	0.0848	#N/A	#N/A	#N/A	#N/A	#N/A
	3-30-1995	4-6-1995	8.341	0.495	2.421	4.614	15.003	1.260	#N/A	#N/A	#N/A	0.1663	#N/A	#N/A	#N/A	#N/A	#N/A
	4-6-1995	4-13-1995	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	4-13-1995	4-20-1995	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	4-20-1995	4-27-1995	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	4-27-1995	5-4-1995	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	5-4-1995	5-11-1995	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	5-11-1995	5-18-1995	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	5-18-1995	6-18-1995	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	6-18-1995	6-22-1995	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	6-22-1995	6-29-1995	3.606	0.308	1.153	2.044	6.646	0.639	#N/A	#N/A	#N/A	0.3060	#N/A	#N/A	#N/A	#N/A	#N/A
	6-29-1995	7-6-1995	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	7-6-1995	7-13-1995	1.403	0.020	0.228	0.693	2.253	0.053	#N/A	#N/A	#N/A	0.1468	#N/A	#N/A	#N/A	#N/A	#N/A
	7-13-1995	7-20-1995	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	7-20-1995	7-27-1995	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	7-27-1995	8-3-1995	13.460	0.307	1.892	7.038	22.888	0.120	#N/A	#N/A	#N/A	0.2628	#N/A	#N/A	#N/A	#N/A	#N/A
	8-3-1995	8-10-1995	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	8-10-1995	8-17-1995	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	8-17-1995	8-24-1995	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	8-24-1995	8-31-1995	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	8-31-1995	9-7-1995	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	9-7-1995	9-14-1995	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	9-14-1995	9-21-1995	5.931	0.355	1.403	3.468	11.278	0.530	#N/A	#N/A	#N/A	0.1578	#N/A	#N/A	#N/A	#N/A	#N/A
	9-21-1995	9-28-1995	37.304	0.560	3.013	20.740	67.448	#N/A	#N/A	#N/A	#N/A	0.2338	#N/A	#N/A	#N/A	#N/A	#N/A
	9-28-1995	10-5-1995	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	10-5-1995	10-12-1995	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	10-12-1995	10-19-1995	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	10-19-1995	10-26-1995	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	10-26-1995	11-2-1995	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	11-2-1995	11-9-1995	7.002	0.243	1.853	4.331	14.083	0.763	#N/A	#N/A	#N/A	0.1062	#N/A	#N/A	#N/A	#N/A	#N/A
	11-9-1995	11-16-1995	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	11-16-1995	11-23-1995	7.148	0.332	1.284	4.083	13.278	0.256	#N/A	#N/A	#N/A	0.3143	#N/A	#N/A	#N/A	#N/A	#N/A
	11-23-1995	11-30-1995	18.377	0.321	2.932	10.311	33.533	#N/A	#N/A	#N/A	#N/A	0.1723	#N/A	#N/A	#N/A	#N/A	#N/A
	11-30-1995	12-7-1995	19.848	0.397	3.318	10.915	35.494	#N/A	#N/A	#N/A	#N/A	0.3492	#N/A	#N/A	#N/A	#N/A	#N/A
	12-7-1995	12-14-1995	42.647	0.142	1.575	22.168	72.091	#N/A	#N/A	#N/A	#N/A	0.1569	#N/A	#N/A	#N/A	#N/A	#N/A
	12-14-1995	12-21-1995	16.148	0.263	2.722	8.791	28.589	0.509	#N/A	#N/A	#N/A	0.1843	#N/A	#N/A	#N/A	#N/A	#N/A
	12-21-1995	12-28-1995	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	12-28-1995	1-4-1996	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	1-4-1996	1-11-1996	13.206	0.173	1.940	7.693	25.016	0.003	#N/A	#N/A	#N/A	0.195	#N/A	#N/A	#N/A	#N/A	#N/A
	1-11-1996	1-18-1996	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	1-18-1996	1-25-1996	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	1-25-1996	2-1-1996	5.275	0.199	0.902	3.026	9.838	0.141	#N/A	#N/A	#N/A	0.094	#N/A	#N/A	#N/A	#N/A	#N/A
	2-1-1996	2-8-1996	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	2-8-1996	2-15-1996	8.587	0.226	1.457	4.932	16.039	0.215	#N/A	#N/A	#N/A	0.253	#N/A	#N/A	#N/A	#N/A	#N/A
	2-15-1996	2-22-1996	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	4-19-1996	4-25-1996	4.597	0.251	0.938	2.771	9.011	0.241	#N/A	#N/A	#N/A	0.093	#N/A	#N/A	#N/A	#N/A	#N/A
	4-25-1996	5-2-1996	3.921	0.493	1.485	2.558	8.317	0.842	#N/A	#N/A	#N/A	0.183	#N/A	#N/A	#N/A	#N/A	#N/A
	5-2-1996	5-9-1996	3.210	0.374	0.956	1.992	6.477	0.454	#N/A	#N/A	#N/A	0.097	#N/A	#N/A	#N/A	#N/A	#N/A
	5-9-1996	5-16-1996	3.030	0.388	1.003	1.948	6.333	0.513	#N/A	#N/A	#N/A	0.139	#N/A	#N/A	#N/A	#N/A	#N/A
	5-16-1996	5-23-1996	3.568	0.173	0.743	2.075	6.747	0.221	#N/A	#N/A	#N/A	0.120	#N/A	#N/A	#N/A	#N/A	#N/A
	5-23-1996	5-30-1996	3.221	0.277	0.961	1.973	6.417	0.464	#N/A	#N/A	#N/A	0.095	#N/A	#N/A	#N/A	#N/A	#N/A
	5-30-1996	6-6-1996	4.455	0.169	0.958	2.459	7.995	0.339	#N/A	#N/A	#N/A	0.097	#N/A	#N/A	#N/A	#N/A	#N/A
	6-6-1996	6-13-1996	6.465	0.136	1.155	3.257	10.592	0.335	#N/A	#N/A	#N/A	0.098	#N/A	#N/A	#N/A	#N/A	#N/A
	6-13-1996	6-20-1996	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	6-20-1996	6-27-1996	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	6-27-1996	7-4-1996	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	7-4-1996	7-11-1996	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	7-11-1996	7-18-1996	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	7-18-1996	7-25-1996	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	7-25-1996	8-1-1996	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	8-1-1996	8-8-1996	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	8-8-1996	8-15-1996	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	8-15-1996	8-22-1996	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	8-22-1996	8-29-1996	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	8-29-1996	9-5-1996	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	9-5-1996	9-12-1996	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	9-12-1996	9-19-1996	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	9-19-1996	9-26-1996	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	9-26-1996	10-3-1996	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	10-3-1996	10-10-1996	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	10-10-1996	10-17-1996	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	10-17-1996	10-25-1996	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	10-25-1996	10-31-1996	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	10-31-1996	11-7-1996	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	11-7-1996	11-14-1996	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	11-14-1996	11-21-1996	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	11-21-1996	11-28-1996	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	11-28-1996	12-5-1996	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	12-5-1996	12-12-1996	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	12-12-1996	12-19-1996	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	12-19-1996	12-26-1996	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	12-26-1996	1-2-1997	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	1-2-1997	1-9-1997	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	1-9-1997	1-16-1997	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	1-16-1997	1-23-1997	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	1-23-1997	1-30-1997	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	1-30-1997	2-6-1997	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	2-6-1997	2-13-1997	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	2-13-1997	2-20-1997	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	2-20-1997	2-27-1997	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	2-27-1997	3-6-1997	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	3-6-1997	3-13-1997	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	3-13-1997	3-20-1997	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	3-20-1997	3-27-1997	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	3-27-1997	4-3-1997	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	4-3-1997	4-10-1997	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	4-10-1997	4-17-1997	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	4-17-1997	4-24-1997	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	4-24-1997	5-1-1997	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	5-1-1997	5-8-1997	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	5-8-1997	5-15-1997	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	5-15-1997	5-22-1997	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	5-22-1997	5-29-1997	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	5-29-1997	6-5-1997	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	6-5-1997	6-12-1997	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	6-12-1997	6-19-1997	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	6-19-1997	6-26-1997	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	6-26-1997	7-3-1997	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	7-3-1997	7-10-1997	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	7-10-1997	7-17-1997	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	7-17-1997	7-24-1997	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	7-24-1997	7-31-1997	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	7-31-1997	8-7-1997	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	8-7-1997	8-14-1997	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	8-14-1997	8-21-1997	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	8-21-1997	8-28-1997	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	8-28-1997	9-4-1997	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	9-4-1997	9-11-1997	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	9-11-1997	9-18-1997	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	9-18-1997	9-25-1997	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	9-25-1997	10-30-1997	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	10-30-1997	11-6-1997	5.023	0.387	1.358	2.991	9.727	0.605	#N/A	#N/A	#N/A	0.067	#N/A	#N/A	#N/A	#N/A	#N/A
	11-6-1997	11-13-1997	11.771	0.236	1.573	6.415	20.858	-0.041	#N/A	#N/A	#N/A	0.029	#N/A	#N/A	#N/A	#N/A	#N/A
	11-13-1997	11-20-1997	4.754	0.211	1.058	2.963	9.633	0.312	#N/A	#N/A	#N/A	0.017	#N/A	#N/A	#N/A	#N/A	#N/A
	11-20-1997	11-27-1997	5.737	0.586	1.453	3.320	10.796	0.618	#N/A	#N/A	#N/A	0.232	#N/A	#N/A	#N/A	#N/A	#N/A
	11-27-1997	12-4-1997	7.302	0.139	1.200	4.095	13.315	0.169	#N/A	#N/A	#N/A	0.044	#N/A	#N/A	#N/A	#N/A	#N/A
	12-4-1997	12-11-1997	4.294	0.217	0.910	2.424	7.883	0.300	#N/A	#N/A	#N/A	0.012	#N/A	#N/A	#N/A	#N/A	#N/A
	12-11-1997	12-18-1997	8.957	0.254	1.700	4.472	14.541	0.574	#N/A	#N/A	#N/A	0.038	#N/A	#N/A	#N/A	#N/A	#N/A
	12-18-1997	12-25-1997	10.652	0.193	1.714	6.406	20.831	0.101	#N/A	#N/A	#N/A	0.045	#N/A	#N/A	#N/A	#N/A	#N/A
	12-25-1997	1-1-1998	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	1-1-1998	1-8-1998	8.528	0.217	1.981	4.618	15.016	0.819	#N/A	#N/A	#N/A	0.163	#N/A	#N/A	#N/A	#N/A	#N/A
	1-8-1998	1-15-1998	35.076	0.392	5.457	20.128	65.450	#N/A	#N/A	#N/A	#N/A	0.037	#N/A	#N/A	#N/A	#N/A	#N/A
	1-15-1998	1-22-1998	12.705	0.246	2.051	7.313	23.780	0.210	#N/A	#N/A	#N/A	0.129	#N/A	#N/A	#N/A	#N/A	#N/A
	1-22-1998	1-29-1998	16.783	0.234	2.645	9.310	30.274	0.302	#N/A	#N/A	#N/A	0.074	#N/A	#N/A	#N/A	#N/A	#N/A
	1-29-1998	2-5-1998	6.586	0.139	1.092	3.764	12.239	0.144	#N/A	#N/A	#N/A	0.120	#N/A	#N/A	#N/A	#N/A	#N/A
	2-5-1998	2-12-1998	30.564	0.324	4.772	17.450	56.742	#N/A	#N/A	#N/A	#N/A	0.168	#N/A	#N/A	#N/A	#N/A	#N/A
	2-12-1998	2-19-1998	10.636	0.179	2.017	6.170	20.062	0.465	#N/A	#N/A	#N/A	0.201	#N/A	#N/A	#N/A	#N/A	#N/A
	2-19-1998	2-26-1998	6.952	0.146	1.485	4.193	13.634	0.429	#N/A	#N/A	#N/A	0.014	#N/A	#N/A	#N/A	#N/A	#N/A
