
	BEGIN	END	AVG_CL	AVG_NO3	AVG_SO4	AVG_NA	AVG_SEASALT	AVG_NSSSO4	AVG_MSA	AVG_ASH	AVG_DUST	AVG_NH4
	6-15-1990	6-22-1990	3.396	0.309	0.889	1.885	6.129	0.415	#N/A	#N/A	#N/A	0.0842
	6-22-1990	6-29-1990	4.446	0.324	1.004	2.595	8.440	0.351	#N/A	#N/A	#N/A	0.0575
	6-29-1990	7-6-1990	2.216	0.472	0.761	1.559	5.069	0.369	#N/A	#N/A	#N/A	0.1513
	7-6-1990	7-13-1990	4.061	0.257	0.796	2.318	7.539	0.213	#N/A	#N/A	#N/A	0.0161
	7-13-1990	7-20-1990	2.518	0.308	0.925	1.475	4.798	0.554	#N/A	#N/A	#N/A	0.0710
	7-20-1990	7-27-1990	4.710	0.459	1.146	2.686	8.736	0.470	#N/A	#N/A	#N/A	0.1069
	7-27-1990	8-3-1990	2.859	0.422	0.945	1.653	5.374	0.530	#N/A	#N/A	#N/A	0.0702
	8-3-1990	8-10-1990	3.937	0.375	1.060	2.294	7.459	0.483	#N/A	#N/A	#N/A	0.0775
	8-10-1990	8-17-1990	4.717	0.335	0.978	2.656	8.638	0.309	#N/A	#N/A	#N/A	0.0477
	8-17-1990	8-24-1990	2.640	0.211	0.832	1.504	4.893	0.453	#N/A	#N/A	#N/A	0.0368
	8-24-1990	9-8-1990	2.159	0.404	0.835	1.298	4.222	0.509	#N/A	#N/A	#N/A	0.0435
	9-8-1990	9-14-1990	3.753	0.258	0.983	2.184	7.101	0.433	#N/A	#N/A	#N/A	0.0620
	9-14-1990	9-21-1990	3.478	0.243	0.816	1.969	6.404	0.320	#N/A	#N/A	#N/A	0.0287
	9-21-1990	9-28-1990	3.884	0.336	1.052	2.310	7.512	0.471	#N/A	#N/A	#N/A	0.0630
	9-28-1990	10-5-1990	4.296	0.178	0.867	2.478	8.060	0.243	#N/A	#N/A	#N/A	0.0288
	10-5-1990	10-12-1990	4.640	0.187	0.924	2.732	8.883	0.236	#N/A	#N/A	#N/A	0.0343
	10-12-1990	10-19-1990	2.911	0.364	0.933	1.775	5.771	0.486	#N/A	#N/A	#N/A	0.0850
	10-19-1990	10-26-1990	2.020	0.508	0.925	1.551	5.044	0.535	#N/A	#N/A	#N/A	0.1465
	10-26-1990	11-1-1990	6.817	0.228	1.473	3.864	12.567	0.500	#N/A	#N/A	#N/A	0.0597
	11-1-1990	11-9-1990	4.817	0.406	1.289	3.012	9.794	0.531	#N/A	#N/A	#N/A	0.1214
	11-9-1990	11-16-1990	2.964	0.371	1.058	1.769	5.753	0.613	#N/A	#N/A	#N/A	0.1511
	11-16-1990	11-23-1990	3.431	0.354	1.099	1.983	6.447	0.600	#N/A	#N/A	#N/A	0.0866
	11-23-1990	11-30-1990	5.034	0.224	1.128	2.833	9.213	0.415	#N/A	#N/A	#N/A	0.0409
	11-30-1990	12-7-1990	7.150	0.223	1.448	3.982	12.950	0.446	#N/A	#N/A	#N/A	0.0749
	12-7-1990	12-14-1990	6.338	0.242	1.636	3.623	11.783	0.724	#N/A	#N/A	#N/A	0.1582
	12-14-1990	12-21-1990	7.218	0.330	1.565	4.108	13.358	0.531	#N/A	#N/A	#N/A	0.0767
	12-21-1990	1-3-1991	6.797	0.288	1.448	3.927	12.770	0.460	#N/A	#N/A	#N/A	0.0829
	1-3-1991	1-11-1991	7.092	0.323	1.501	4.047	13.160	0.483	#N/A	#N/A	#N/A	0.0797
	1-11-1991	1-18-1991	5.645	0.305	1.215	3.230	10.503	0.402	#N/A	#N/A	#N/A	0.0654
	1-18-1991	1-25-1991	2.851	0.378	1.154	1.759	5.719	0.711	#N/A	#N/A	#N/A	0.1672
	1-25-1991	2-1-1991	6.084	0.265	1.350	3.380	10.992	0.499	#N/A	#N/A	#N/A	0.0756
	2-1-1991	2-8-1991	4.944	0.327	1.329	2.903	9.440	0.598	#N/A	#N/A	#N/A	0.0941
	2-8-1991	2-15-1991	2.145	0.573	1.291	1.449	4.711	0.926	#N/A	#N/A	#N/A	0.2275
	2-15-1991	2-25-1991	4.981	0.374	1.230	2.911	9.465	0.497	#N/A	#N/A	#N/A	0.0580
