
	BEGIN	END	AVG_CL	AVG_NO3	AVG_SO4	AVG_NA	AVG_SEASALT	AVG_NSSSO4	AVG_MSA	AVG_ASH	AVG_DUST	AVG_NH4
	6-16-1995	6-23-1995	0.844	0.005	0.133	0.574	1.867	-0.011	#N/A	#N/A	#N/A	0.0040
	6-23-1995	6-30-1995	0.521	0.008	0.082	0.342	1.111	-0.004	#N/A	#N/A	#N/A	0.0057
	6-30-1995	7-7-1995	0.562	0.011	0.100	0.364	1.184	0.009	#N/A	#N/A	#N/A	0.0050
	7-7-1995	7-14-1995	0.467	0.017	0.129	0.315	1.025	0.050	#N/A	#N/A	#N/A	0.0163
	7-14-1995	7-21-1995	0.665	0.008	0.133	0.439	1.427	0.022	#N/A	#N/A	#N/A	0.0036
	7-21-1995	7-28-1995	0.598	0.010	0.106	0.404	1.315	0.004	#N/A	#N/A	#N/A	0.0058
	7-28-1995	8-4-1995	0.550	0.016	0.061	0.350	1.140	-0.028	#N/A	#N/A	#N/A	0.0033
	8-4-1995	8-11-1995	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	8-11-1995	8-18-1995	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	8-18-1995	8-25-1995	0.830	0.031	0.093	0.509	1.655	-0.035	#N/A	#N/A	#N/A	0.0055
	8-25-1995	9-1-1995	1.570	0.015	0.284	0.991	3.223	0.034	#N/A	#N/A	#N/A	0.0027
	9-1-1995	9-8-1995	1.563	0.028	0.296	1.025	3.334	0.038	#N/A	#N/A	#N/A	0.0050
	9-8-1995	9-15-1995	0.387	0.030	0.079	0.227	0.737	0.021	#N/A	#N/A	#N/A	0.0082
	9-15-1995	9-22-1995	0.417	0.033	0.084	0.255	0.830	0.019	#N/A	#N/A	#N/A	0.0083
	9-22-1995	9-29-1995	1.072	0.008	0.176	0.636	2.067	0.016	#N/A	#N/A	#N/A	0.0036
	9-29-1995	10-6-1995	4.040	0.019	0.579	2.231	7.255	0.017	#N/A	#N/A	#N/A	0.0048
	10-6-1995	10-13-1995	0.607	0.007	0.106	0.371	1.206	0.013	#N/A	#N/A	#N/A	0.0060
	10-13-1995	10-20-1995	0.970	0.031	0.203	0.586	1.905	0.056	#N/A	#N/A	#N/A	0.0207
	10-20-1995	10-27-1995	0.206	0.035	0.121	0.139	0.452	0.086	#N/A	#N/A	#N/A	0.0297
	10-27-1995	11-3-1995	0.296	0.017	0.136	0.234	0.762	0.077	#N/A	#N/A	#N/A	0.0275
	11-3-1995	11-10-1995	0.708	0.017	0.215	0.523	1.702	0.084	#N/A	#N/A	#N/A	0.0265
	11-10-1995	11-17-1995	1.060	0.021	0.331	0.803	2.612	0.129	#N/A	#N/A	#N/A	0.0314
	11-17-1995	11-24-1995	0.425	0.021	0.295	0.355	1.153	0.206	#N/A	#N/A	#N/A	0.1069
	11-24-1995	12-1-1995	0.820	0.028	0.337	0.626	2.035	0.180	#N/A	#N/A	#N/A	0.0640
	12-1-1995	12-8-1995	0.763	0.023	0.561	0.605	1.968	0.409	#N/A	#N/A	#N/A	0.2052
	12-8-1995	12-15-1995	1.936	0.014	0.501	1.416	4.606	0.145	#N/A	#N/A	#N/A	0.1184
	12-15-1995	12-22-1995	1.340	0.023	0.579	1.001	3.255	0.327	#N/A	#N/A	#N/A	0.1966
	12-22-1995	12-29-1995	2.260	0.026	0.518	1.415	4.600	0.162	#N/A	#N/A	#N/A	0.0497
	12-29-1995	1-5-1996	1.695	0.038	0.411	1.234	4.013	0.101	#N/A	#N/A	#N/A	0.0571
	1-5-1996	1-12-1996	1.273	0.081	0.384	0.960	3.122	0.142	#N/A	#N/A	#N/A	0.0545
	1-12-1996	1-19-1996	1.476	0.020	0.427	1.041	3.386	0.165	#N/A	#N/A	#N/A	0.0633
	1-19-1996	1-26-1996	2.320	0.012	0.415	1.462	4.755	0.047	#N/A	#N/A	#N/A	0.0327
	1-26-1996	2-2-1996	1.141	0.043	0.406	0.848	2.759	0.192	#N/A	#N/A	#N/A	0.0783
	2-2-1996	2-9-1996	1.378	0.017	0.279	0.981	3.190	0.032	#N/A	#N/A	#N/A	0.0310
	2-9-1996	2-16-1996	2.028	0.055	0.469	1.265	4.114	0.150	#N/A	#N/A	#N/A	0.0644
	2-16-1996	2-23-1996	1.344	0.012	0.307	0.963	3.132	0.064	#N/A	#N/A	#N/A	0.0319
	2-23-1996	3-1-1996	2.000	0.016	0.569	1.443	4.692	0.206	#N/A	#N/A	#N/A	0.1209
	3-1-1996	3-8-1996	2.795	0.015	0.487	1.655	5.383	0.070	#N/A	#N/A	#N/A	0.0256
	3-8-1996	3-15-1996	1.746	0.020	0.354	1.251	4.069	0.039	#N/A	#N/A	#N/A	0.0314
	3-15-1996	3-22-1996	1.160	0.009	0.217	0.804	2.615	0.014	#N/A	#N/A	#N/A	0.0145
	3-22-1996	3-29-1996	1.228	0.012	0.247	0.852	2.769	0.033	#N/A	#N/A	#N/A	0.0241
	3-29-1996	4-5-1996	0.855	0.009	0.218	0.581	1.889	0.072	#N/A	#N/A	#N/A	0.0330
	4-5-1996	4-12-1996	1.060	0.012	0.221	0.739	2.403	0.035	#N/A	#N/A	#N/A	0.0244
	4-12-1996	4-19-1996	0.946	0.031	0.172	0.639	2.079	0.011	#N/A	#N/A	#N/A	0.0121
	4-19-1996	4-26-1996	1.212	0.018	0.207	0.806	2.621	0.004	#N/A	#N/A	#N/A	0.0073
	4-26-1996	5-3-1996	2.423	0.012	0.356	1.346	4.377	0.017	#N/A	#N/A	#N/A	0.0038
	5-3-1996	5-10-1996	1.777	0.009	0.271	1.049	3.411	0.007	#N/A	#N/A	#N/A	0.0026
	5-10-1996	5-17-1996	3.073	0.021	0.501	1.407	4.577	0.147	#N/A	#N/A	#N/A	0.0043
	5-17-1996	5-24-1996	3.560	0.010	0.673	1.686	5.481	0.249	#N/A	#N/A	#N/A	0.0020
	5-24-1996	5-31-1996	9.194	0.014	1.341	4.790	15.578	0.136	#N/A	#N/A	#N/A	0.0031
	5-31-1996	6-7-1996	2.513	0.011	0.349	1.265	4.114	0.030	#N/A	#N/A	#N/A	0.0028
	6-7-1996	6-14-1996	0.840	0.006	0.127	0.505	1.642	0.000	#N/A	#N/A	#N/A	0.0011
	6-14-1996	6-21-1996	0.865	0.009	0.144	0.507	1.649	0.017	#N/A	#N/A	#N/A	0.0019
	6-21-1996	6-28-1996	1.757	0.017	0.273	1.073	3.489	0.003	#N/A	#N/A	#N/A	0.0094
	6-28-1996	7-5-1996	1.138	0.008	0.174	0.685	2.227	0.002	#N/A	#N/A	#N/A	0.0018
	7-5-1996	7-12-1996	2.142	0.012	0.398	1.345	4.375	0.060	#N/A	#N/A	#N/A	0.0028
	7-12-1996	7-19-1996	1.827	0.011	0.321	1.123	3.654	0.038	#N/A	#N/A	#N/A	0.0038
	7-19-1996	7-26-1996	1.750	0.020	0.294	0.960	3.122	0.052	#N/A	#N/A	#N/A	0.0029
	7-26-1996	8-2-1996	1.084	0.051	0.167	0.628	2.044	0.009	#N/A	#N/A	#N/A	0.0053
	8-2-1996	8-9-1996	0.452	0.056	0.089	0.278	0.905	0.019	#N/A	#N/A	#N/A	0.0032
	8-9-1996	8-16-1996	0.454	0.013	0.086	0.281	0.915	0.016	#N/A	#N/A	#N/A	0.0040
	8-16-1996	8-23-1996	1.611	0.012	0.450	1.037	3.372	0.189	#N/A	#N/A	#N/A	0.0051
	8-23-1996	8-30-1996	0.550	0.025	0.109	0.341	1.109	0.023	#N/A	#N/A	#N/A	0.0055
	8-30-1996	9-6-1996	0.427	0.010	0.080	0.258	0.838	0.016	#N/A	#N/A	#N/A	0.0032
	9-6-1996	9-13-1996	0.750	0.009	0.134	0.451	1.467	0.021	#N/A	#N/A	#N/A	0.0035
	9-13-1996	9-20-1996	0.349	0.013	0.075	0.212	0.690	0.022	#N/A	#N/A	#N/A	0.0054
	9-20-1996	9-27-1996	3.148	0.015	0.475	1.540	5.007	0.088	#N/A	#N/A	#N/A	0.0025
	9-27-1996	10-4-1996	1.853	0.010	0.296	1.201	3.907	-0.006	#N/A	#N/A	#N/A	0.0031
	10-4-1996	10-11-1996	2.613	0.021	0.422	1.295	4.211	0.096	#N/A	#N/A	#N/A	0.0051
	10-11-1996	10-18-1996	1.692	0.022	0.298	1.105	3.594	0.020	#N/A	#N/A	#N/A	0.0064
