
	DATE	N_CL	AVG_CL	STD_CL	MED_CL	P16_CL	P84_CL	N_NO3	AVG_NO3	STD_NO3	MED_NO3	P16_NO3	P84_NO3	N_SO4	AVG_SO4	STD_SO4	MED_SO4	P16_SO4	P84_SO4	N_NA	AVG_NA	STD_NA	MED_NA	P16_NA	P84_NA	N_NSSSO4	AVG_NSSSO4	_NSSSO4BIO	_NSSSO4NBIO	STD_NSSSO4	MED_NSSSO4	P16_NSSSO4	P84_NSSSO4	N_MSA	AVG_MSA	STD_MSA	MED_MSA	P16_MSA	P84_MSA	N_DUST	AVG_DUST	STD_DUST	MED_DUST	P16_DUST	P84_DUST	N_NH4	AVG_NH4	STD_NH4	MED_NH4	P16_NH4	P84_NH4
	2-1-1993	13	0.729	0.509	0.746	0.185	1.398	13	0.359	0.264	0.268	0.142	0.573	13	0.928	0.934	0.631	0.158	1.802	13	0.416	0.292	0.418	0.100	0.804	13	0.823	0.071	0.752	0.882	0.499	0.136	1.593	10	0.0039	0.0021	0.0037	0.0018	0.0059	0						13	0.231	0.238	0.121	0.067	0.490
	3-1-1993	19	0.404	0.292	0.328	0.156	0.577	19	0.384	0.196	0.313	0.253	0.564	19	0.547	0.259	0.518	0.322	0.832	19	0.200	0.233	0.132	0.076	0.277	19	0.497	0.069	0.428	0.231	0.498	0.309	0.751	15	0.0038	0.0024	0.0031	0.0017	0.0063	0						19	0.236	0.095	0.242	0.134	0.307
	4-1-1993	24	0.604	0.778	0.296	0.199	1.041	24	0.722	0.513	0.537	0.341	1.242	24	1.221	1.440	0.781	0.395	1.760	24	0.375	0.563	0.172	0.055	0.651	24	1.126	0.070	1.056	1.303	0.733	0.370	1.600	22	0.0039	0.0021	0.0036	0.0021	0.0050	0						24	0.275	0.181	0.225	0.108	0.506
	5-1-1993	29	0.576	0.420	0.454	0.207	1.036	29	0.663	0.312	0.563	0.384	0.929	29	0.910	0.587	0.698	0.473	1.531	29	0.259	0.220	0.212	0.071	0.474	29	0.845	0.090	0.755	0.568	0.615	0.452	1.406	18	0.0050	0.0036	0.0045	0.0018	0.0075	0						29	0.412	0.294	0.355	0.189	0.609
	6-1-1993	24	0.383	0.450	0.235	0.135	0.451	24	0.962	0.674	0.799	0.381	1.512	24	1.015	1.175	0.539	0.431	1.444	24	0.188	0.218	0.110	0.052	0.355	24	0.968	0.059	0.909	1.129	0.498	0.406	1.420	19	0.0033	0.0022	0.0024	0.0020	0.0042	0						24	0.450	0.488	0.297	0.121	0.752
	7-1-1993	19	0.869	0.759	0.500	0.207	1.610	19	1.213	0.565	1.248	0.591	1.643	19	1.722	1.360	1.292	0.478	3.117	19	0.470	0.351	0.283	0.109	0.898	19	1.604	0.051	1.553	1.279	1.222	0.446	2.918	13	0.0028	0.0013	0.0032	0.0016	0.0035	0						19	0.475	0.333	0.458	0.158	0.623
	8-1-1993	18	0.823	0.943	0.353	0.170	1.502	18	0.862	0.569	0.799	0.371	1.313	18	1.206	1.837	0.514	0.298	1.141	18	0.519	0.561	0.215	0.092	1.081	18	1.075	0.056	1.019	1.724	0.473	0.262	0.928	10	0.0031	0.0021	0.0025	0.0018	0.0036	0						18	0.417	0.428	0.283	0.082	0.683
	9-1-1993	23	0.767	0.511	0.781	0.357	1.040	23	0.908	0.455	0.888	0.463	1.348	23	1.020	1.035	0.710	0.430	1.004	23	0.468	0.425	0.301	0.245	0.657	23	0.902	0.087	0.815	0.940	0.602	0.340	0.864	12	0.0048	0.0023	0.0041	0.0024	0.0072	0						23	0.544	0.422	0.355	0.169	0.871
	10-1-1993	14	0.817	0.651	0.524	0.281	1.794	14	0.465	0.233	0.408	0.280	0.708	14	0.640	0.372	0.463	0.316	1.082	14	0.459	0.335	0.354	0.168	0.689	14	0.525	0.057	0.468	0.306	0.373	0.270	0.813	7	0.0031	0.0007	0.0030	0.0027	0.0032	0						14	0.318	0.342	0.159	0.080	0.590
	11-1-1993	11	0.677	0.810	0.454	0.292	0.647	11	0.526	0.347	0.371	0.260	0.819	11	0.756	0.606	0.627	0.268	1.264	11	0.338	0.458	0.240	0.111	0.333	11	0.671	0.054	0.617	0.518	0.542	0.226	1.203	8	0.0030	0.0009	0.0030	0.0020	0.0038	0						11	0.308	0.177	0.241	0.181	0.473
	12-1-1993	10	0.279	0.288	0.220	0.036	0.510	10	0.166	0.139	0.117	0.089	0.195	10	0.361	0.338	0.214	0.199	0.434	10	0.178	0.151	0.116	0.097	0.280	10	0.316	0.043	0.273	0.304	0.180	0.174	0.365	10	0.0024	0.0016	0.0024	0.0009	0.0038	0						9	0.125	0.117	0.071	0.042	0.212
	1-1-1994	13	5.391	3.556	7.669	0.192	7.669	13	0.637	0.338	0.844	0.136	0.844	13	1.941	1.190	2.701	0.181	2.701	13	2.850	1.876	4.051	0.147	4.051	13	1.224	0.081	1.143	0.719	1.682	0.146	1.682	13	0.0045	0.0019	0.0055	0.0024	0.0055	0						13	0.225	0.094	0.281	0.079	0.281
	2-1-1994	16	0.622	0.664	0.419	0.199	0.891	16	0.348	0.279	0.252	0.179	0.449	16	0.485	0.488	0.378	0.157	0.571	16	0.378	0.438	0.270	0.120	0.502	16	0.390	0.040	0.350	0.382	0.295	0.147	0.491	12	0.0022	0.0012	0.0024	0.0012	0.0028	0						16	0.252	0.201	0.145	0.106	0.399
	3-1-1994	22	0.931	0.692	0.692	0.292	1.747	22	0.618	0.497	0.554	0.203	1.027	22	1.284	1.528	0.749	0.367	1.858	22	0.474	0.351	0.324	0.162	0.873	22	1.165	0.074	1.091	1.486	0.587	0.301	1.706	13	0.0041	0.0031	0.0029	0.0020	0.0059	0						22	0.536	0.324	0.523	0.224	0.945
	4-1-1994	17	0.801	0.627	0.369	0.241	1.634	17	0.645	0.385	0.635	0.265	1.054	17	1.110	0.989	0.834	0.471	1.694	17	0.452	0.400	0.274	0.109	0.880	17	0.997	0.067	0.929	0.926	0.720	0.436	1.534	10	0.0037	0.0024	0.0040	0.0008	0.0063	0						17	0.536	0.338	0.422	0.231	0.909
	5-1-1994	26	0.846	0.681	0.621	0.263	1.618	26	1.318	0.885	1.176	0.521	1.749	26	1.789	2.301	0.890	0.590	2.407	26	0.523	0.447	0.351	0.181	0.947	26	1.657	0.156	1.501	2.235	0.804	0.525	2.039	16	0.0086	0.0060	0.0065	0.0044	0.0128	0						26	0.658	0.656	0.489	0.218	0.835
	6-1-1994	15	0.452	0.491	0.220	0.132	0.701	15	0.706	0.452	0.549	0.407	1.043	15	0.877	0.717	0.597	0.473	1.326	15	0.374	0.336	0.218	0.147	0.648	15	0.783	0.061	0.722	0.664	0.540	0.449	1.044	9	0.0034	0.0023	0.0022	0.0020	0.0056	0						15	0.371	0.319	0.233	0.173	0.586
	7-1-1994	25	0.925	0.712	0.954	0.292	1.302	25	1.310	0.664	1.432	0.671	1.846	25	2.124	1.768	2.502	0.477	3.370	25	0.575	0.412	0.575	0.206	0.874	25	1.979	0.071	1.909	1.677	2.357	0.393	3.150	25	0.0039	0.0023	0.0037	0.0019	0.0057	23	59.46	57.24	76.95	2.11	88.84	25	0.529	0.374	0.538	0.178	0.781
	8-1-1994	29	0.542	0.979	0.193	0.102	0.614	29	0.921	0.628	0.762	0.334	1.605	29	1.538	2.233	0.559	0.298	2.402	29	0.420	0.813	0.180	0.118	0.427	29	1.432	0.037	1.396	2.044	0.528	0.271	2.312	27	0.0020	0.0009	0.0020	0.0010	0.0030	0						29	0.421	0.353	0.200	0.116	0.851
	9-1-1994	29	0.501	0.774	0.169	0.102	1.000	29	0.645	0.440	0.480	0.243	1.335	29	0.913	1.105	0.358	0.218	2.343	29	0.310	0.335	0.146	0.108	0.579	29	0.835	0.060	0.776	1.037	0.319	0.186	2.101	28	0.0033	0.0027	0.0025	0.0009	0.0060	0						29	0.257	0.203	0.177	0.100	0.551
	10-1-1994	23	0.372	0.445	0.158	0.101	0.602	23	0.464	0.271	0.336	0.233	0.837	23	0.428	0.314	0.269	0.168	0.661	23	0.212	0.190	0.120	0.074	0.411	23	0.374	0.114	0.260	0.280	0.240	0.154	0.596	22	0.0063	0.0037	0.0052	0.0034	0.0082	0						23	0.197	0.152	0.135	0.054	0.330
	11-1-1994	28	0.393	0.382	0.173	0.108	0.737	28	0.806	0.658	0.502	0.239	1.312	28	0.939	0.943	0.424	0.197	2.138	28	0.333	0.314	0.160	0.116	0.589	28	0.855	0.053	0.803	0.866	0.384	0.166	1.994	28	0.0029	0.0013	0.0028	0.0018	0.0041	0						28	0.243	0.215	0.157	0.058	0.484
	12-1-1994	30	0.484	0.612	0.355	0.140	0.601	30	0.975	0.666	0.869	0.216	1.854	30	0.854	0.780	0.673	0.198	1.537	30	0.323	0.469	0.205	0.108	0.322	30	0.773	0.056	0.717	0.680	0.621	0.170	1.447	29	0.0031	0.0010	0.0030	0.0021	0.0040	1	8.00	#DIV/0!	8.00	8.00	8.00	30	0.281	0.189	0.234	0.081	0.471
	1-1-1995	23	0.288	0.327	0.154	0.121	0.426	23	0.355	0.505	0.236	0.125	0.380	23	0.294	0.246	0.183	0.139	0.505	23	0.184	0.209	0.112	0.090	0.246	23	0.247	0.048	0.200	0.208	0.160	0.115	0.436	23	0.0026	0.0012	0.0025	0.0021	0.0034	23	2.58	5.82	0.38	-0.07	2.05	23	0.101	0.104	0.081	0.045	0.109
	2-1-1995	26	0.319	0.267	0.173	0.132	0.679	26	0.316	0.256	0.217	0.094	0.704	26	0.422	0.442	0.189	0.133	1.087	26	0.219	0.179	0.128	0.099	0.485	26	0.367	0.051	0.316	0.408	0.154	0.098	0.974	26	0.0028	0.0014	0.0031	0.0010	0.0042	26	8.84	15.68	0.87	0.16	19.24	26	0.131	0.103	0.088	0.055	0.239
	3-1-1995	29	2.104	3.196	0.858	0.200	3.613	29	1.057	1.404	0.305	0.207	1.589	29	2.614	4.164	0.431	0.193	4.578	29	1.422	2.255	0.306	0.103	2.716	29	2.256	0.136	2.120	3.610	0.366	0.130	3.924	28	0.0075	0.0082	0.0047	0.0022	0.0097	29	51.25	84.53	5.12	0.44	98.43	29	0.432	0.605	0.264	0.091	0.462
	4-1-1995	26	0.869	1.506	0.399	0.129	1.053	26	1.112	0.851	1.022	0.365	1.684	26	2.856	4.373	1.231	0.462	3.312	26	0.667	1.223	0.306	0.092	0.715	26	2.688	0.192	2.497	4.077	1.158	0.431	3.132	26	0.0106	0.0090	0.0072	0.0042	0.0217	26	39.53	95.81	2.30	1.08	41.89	26	0.540	0.627	0.328	0.178	0.813
	5-1-1995	31	0.236	0.308	0.117	0.089	0.280	31	0.684	0.381	0.544	0.373	1.126	31	0.751	0.565	0.547	0.356	1.431	31	0.177	0.188	0.115	0.044	0.240	31	0.707	0.087	0.620	0.528	0.516	0.324	1.381	31	0.0048	0.0025	0.0038	0.0026	0.0067	31	5.62	11.94	0.89	0.52	5.86	31	0.330	0.281	0.198	0.146	0.638
	6-1-1995	24	0.238	0.184	0.155	0.127	0.508	24	0.834	0.583	0.579	0.362	1.426	24	0.582	0.448	0.427	0.237	1.046	24	0.171	0.112	0.125	0.091	0.331	24	0.539	0.093	0.446	0.426	0.400	0.208	0.966	24	0.0052	0.0028	0.0052	0.0022	0.0088	24	12.10	23.00	1.97	0.82	25.91	23	0.265	0.226	0.135	0.098	0.618
	7-1-1995	27	0.563	0.532	0.304	0.108	1.068	27	1.167	0.580	1.265	0.519	1.686	27	1.478	1.234	1.172	0.233	2.861	27	0.344	0.312	0.243	0.070	0.630	27	1.391	0.077	1.314	1.166	1.087	0.210	2.699	27	0.0043	0.0029	0.0037	0.0016	0.0078	27	32.91	46.78	1.18	0.02	74.67	27	0.495	0.385	0.386	0.151	0.835
	8-1-1995	31	0.610	0.780	0.431	0.185	0.882	31	1.146	0.607	1.117	0.559	1.536	31	1.748	1.278	1.605	0.323	2.761	31	0.372	0.479	0.250	0.127	0.521	31	1.655	0.058	1.597	1.200	1.545	0.300	2.574	31	0.0032	0.0044	0.0017	0.0010	0.0042	31	45.15	43.17	42.17	3.16	92.37	31	0.527	0.406	0.470	0.165	0.803
	9-1-1995	29	0.560	0.693	0.279	0.130	1.026	29	0.876	0.683	0.618	0.375	1.345	29	1.033	1.168	0.481	0.250	2.053	29	0.363	0.450	0.193	0.113	0.635	29	0.941	0.074	0.867	1.092	0.410	0.222	1.864	27	0.0041	0.0027	0.0033	0.0020	0.0051	29	28.81	49.04	3.01	0.17	62.07	29	0.371	0.394	0.193	0.097	0.675
	10-1-1995	30	0.587	0.649	0.310	0.158	1.043	30	0.832	0.511	0.903	0.302	1.287	30	1.540	1.661	0.995	0.228	3.269	30	0.423	0.528	0.217	0.102	0.749	30	1.434	0.071	1.363	1.536	0.952	0.208	3.020	30	0.0039	0.0014	0.0035	0.0026	0.0056	30	40.90	64.83	19.92	0.74	64.27	30	0.406	0.275	0.382	0.118	0.711
	11-1-1995	25	0.542	0.410	0.447	0.220	0.819	25	0.675	0.584	0.390	0.229	1.428	25	0.695	0.693	0.425	0.195	1.230	25	0.361	0.296	0.339	0.116	0.587	25	0.604	0.060	0.544	0.638	0.326	0.168	1.137	22	0.0033	0.0012	0.0032	0.0022	0.0044	25	31.06	55.34	1.99	0.16	68.71	25	0.260	0.189	0.230	0.097	0.383
	12-1-1995	21	0.219	0.223	0.148	0.131	0.272	21	0.255	0.073	0.246	0.184	0.336	21	0.277	0.180	0.202	0.163	0.380	21	0.143	0.139	0.128	0.055	0.162	21	0.241	0.059	0.182	0.170	0.168	0.130	0.346	20	0.0033	0.0012	0.0032	0.0024	0.0043	21	0.18	0.50	0.10	-0.22	0.60	21	0.137	0.104	0.098	0.071	0.198
	1-1-1996	19	0.293	0.438	0.188	0.150	0.230	19	0.398	0.564	0.199	0.098	0.444	19	0.296	0.475	0.130	0.098	0.247	19	0.161	0.265	0.115	0.081	0.131	19	0.255	0.053	0.202	0.414	0.101	0.084	0.219	19	0.0029	0.0022	0.0022	0.0008	0.0059	19	5.01	13.73	1.93	0.26	3.93	19	0.169	0.183	0.105	0.068	0.188
	2-1-1996	28	0.430	0.668	0.188	0.129	0.710	28	0.385	0.367	0.235	0.098	0.806	28	0.370	0.332	0.238	0.098	0.725	28	0.248	0.336	0.100	0.042	0.492	28	0.308	0.066	0.242	0.268	0.221	0.077	0.577	28	0.0036	0.0025	0.0032	0.0010	0.0058	28	14.64	35.06	2.21	0.21	19.09	28	0.178	0.217	0.112	0.071	0.241
	3-1-1996	18	0.397	0.272	0.271	0.204	0.803	18	0.322	0.156	0.304	0.191	0.496	18	0.320	0.185	0.327	0.186	0.375	18	0.204	0.154	0.126	0.080	0.457	18	0.269	0.058	0.211	0.174	0.224	0.158	0.343	18	0.0032	0.0013	0.0031	0.0021	0.0040	18	5.44	9.11	2.34	0.89	6.62	18	0.145	0.073	0.115	0.094	0.189
	4-1-1996	27	0.472	0.468	0.267	0.173	0.654	27	0.542	0.332	0.425	0.283	0.993	27	0.676	0.762	0.413	0.208	0.992	27	0.249	0.370	0.136	0.072	0.253	27	0.614	0.080	0.534	0.676	0.385	0.182	0.957	26	0.0044	0.0022	0.0038	0.0026	0.0072	27	15.47	30.70	2.42	1.33	18.78	27	0.162	0.099	0.151	0.053	0.255
	5-1-1996	23	1.177	1.695	0.704	0.223	1.780	23	0.824	0.580	0.670	0.284	1.457	23	1.612	2.103	0.646	0.294	2.951	23	0.689	1.095	0.346	0.097	1.207	23	1.438	0.106	1.332	1.839	0.610	0.263	2.637	23	0.0059	0.0039	0.0049	0.0028	0.0082	23	131.58	425.89	6.07	1.94	109.11	23	0.327	0.242	0.256	0.097	0.619
	6-1-1996	26	0.316	0.287	0.201	0.154	0.618	26	0.701	0.352	0.597	0.374	1.170	25	0.610	0.545	0.359	0.247	1.083	26	0.171	0.197	0.092	0.056	0.330	25	0.565	0.058	0.507	0.507	0.344	0.228	1.023	26	0.0032	0.0029	0.0023	0.0015	0.0040	26	12.82	23.97	2.65	1.45	14.38	26	0.179	0.157	0.106	0.079	0.280
	7-1-1996	27	0.235	0.373	0.030	-0.017	0.506	27	0.908	0.422	0.873	0.474	1.388	27	0.916	0.935	0.353	0.258	1.786	27	0.182	0.221	0.067	0.018	0.381	27	0.870	0.063	0.807	0.882	0.349	0.254	1.696	25	0.0035	0.0014	0.0030	0.0022	0.0051	27	49.52	69.23	16.02	0.58	116.78	27	0.202	0.224	0.110	0.029	0.400
	8-1-1996	31	0.206	0.293	0.093	0.012	0.479	31	0.814	0.397	0.726	0.431	1.318	31	0.689	0.746	0.356	0.150	1.271	31	0.144	0.183	0.093	0.007	0.334	31	0.653			0.709	0.345	0.135	1.174	0						31	30.54	43.33	7.84	0.70	55.16	31	0.172	0.163	0.117	0.040	0.331
	9-1-1996	28	0.288	0.375	0.186	0.026	0.627	28	0.741	0.377	0.685	0.356	1.174	28	0.532	0.461	0.317	0.161	0.959	28	0.195	0.272	0.079	0.035	0.335	28	0.483			0.418	0.291	0.149	0.858	0						28	14.81	19.61	3.28	0.70	36.51	28	0.156	0.121	0.165	0.039	0.265
	10-1-1996	31	0.587	0.570	0.480	0.080	0.995	31	0.747	0.377	0.712	0.357	1.085	31	1.090	1.123	0.807	0.167	1.959	31	0.336	0.367	0.238	0.025	0.587	31	1.006			1.033	0.753	0.149	1.810	0						31	27.45	31.25	13.51	0.70	51.99	31	0.203	0.137	0.203	0.047	0.340
	11-1-1996	23	0.645	0.570	0.413	0.162	1.114	23	0.921	0.580	0.748	0.346	1.387	23	1.068	0.936	0.953	0.191	1.826	23	0.331	0.324	0.214	0.069	0.613	23	0.985			0.868	0.763	0.175	1.722	0						23	35.10	47.75	13.91	1.87	63.62	23	0.284	0.200	0.257	0.064	0.523
	12-1-1996	15	0.260	0.368	0.147	0.047	0.230	15	0.188	0.119	0.152	0.103	0.227	15	0.158	0.176	0.090	0.050	0.228	15	0.138	0.186	0.091	0.033	0.131	15	0.124			0.138	0.058	0.034	0.201	0						15	4.71	5.76	2.49	1.09	7.16	15	0.042	0.096	0.008	-0.020	0.075
	1-1-1997	12	0.043	0.216	0.021	-0.071	0.047	12	0.178	0.123	0.157	0.087	0.225	12	0.177	0.179	0.130	0.068	0.200	12	-0.014	0.088	-0.041	-0.048	-0.013	12	0.181			0.182	0.142	0.075	0.207	0						12	4.03	10.49	0.94	0.47	2.26	12	0.066	0.083	0.050	0.023	0.061
	2-1-1997	20	0.518	0.503	0.335	0.082	0.918	20	0.816	0.429	0.932	0.266	1.199	20	1.078	1.028	0.745	0.187	1.858	20	0.232	0.362	0.116	-0.044	0.462	20	1.020			0.942	0.708	0.198	1.825	0						20	34.69	32.17	31.87	4.12	56.24	20	0.224	0.150	0.214	0.089	0.341
	3-1-1997	24	0.482	0.337	0.434	0.164	0.759	24	0.782	0.401	0.725	0.395	1.130	24	1.174	0.595	1.187	0.671	1.558	24	0.258	0.201	0.198	0.111	0.444	24	1.109			0.557	1.083	0.627	1.480	0						24	26.73	27.20	13.01	1.93	55.89	24	0.271	0.207	0.200	0.073	0.461
	4-1-1997	28	0.145	0.350	0.016	-0.021	0.415	28	0.577	0.490	0.423	0.280	0.823	28	0.742	0.906	0.417	0.271	1.100	28	0.078	0.213	0.012	-0.016	0.198	28	0.723			0.865	0.406	0.268	1.049	0						28	6.62	18.46	1.40	0.54	7.75	27	0.141	0.343	0.036	0.002	0.130
	5-1-1997	29	0.088	0.155	0.023	-0.019	0.201	29	0.493	0.209	0.465	0.287	0.713	29	0.405	0.284	0.319	0.187	0.656	29	0.048	0.095	0.021	-0.031	0.122	29	0.393			0.267	0.319	0.190	0.624	0						29	3.59	9.13	1.19	0.55	1.96	29	0.060	0.144	0.033	-0.013	0.080
	6-1-1997	20	-0.020	0.057	-0.031	-0.063	0.003	20	0.531	0.292	0.502	0.286	0.788	20	0.360	0.348	0.230	0.195	0.323	20	-0.021	0.053	-0.019	-0.046	0.010	20	0.366			0.353	0.234	0.203	0.328	0						20	0.56	0.37	0.53	0.26	0.89	20	0.049	0.090	0.028	-0.015	0.088
	7-1-1997	27	-0.011	0.114	-0.033	-0.058	0.007	27	0.553	0.370	0.480	0.255	0.820	27	0.401	0.419	0.257	0.148	0.454	27	-0.005	0.069	-0.031	-0.048	0.030	27	0.403			0.406	0.272	0.152	0.452	0						27	9.35	18.12	0.85	0.08	17.29	27	0.092	0.137	0.045	0.011	0.139
	8-1-1997	31	0.066	0.186	-0.005	-0.048	0.181	31	0.710	0.291	0.664	0.449	0.964	31	0.461	0.459	0.266	0.131	0.890	31	0.075	0.117	0.029	-0.002	0.174	31	0.442			0.435	0.267	0.131	0.824	0						31	17.36	21.24	6.06	4.52	36.16	31	0.114	0.143	0.061	0.012	0.258
	9-1-1997	25	0.157	0.194	0.177	-0.041	0.362	25	0.829	0.350	0.758	0.571	1.097	25	1.037	1.269	0.832	0.164	1.403	25	0.114	0.117	0.093	-0.002	0.219	25	1.008			1.244	0.801	0.163	1.327	0						25	40.78	38.22	39.12	3.00	81.81	25	0.212	0.191	0.224	0.029	0.311
	10-1-1997	25	0.059	0.127	0.015	-0.024	0.108	25	0.412	0.271	0.356	0.183	0.716	25	0.265	0.323	0.167	0.105	0.341	25	0.041	0.057	0.031	-0.001	0.068	25	0.255			0.316	0.156	0.092	0.324	0						25	9.57	10.84	5.12	2.99	15.72	25	0.089	0.094	0.070	0.013	0.170
	11-1-1997	29	0.046	0.147	0.007	-0.034	0.154	29	0.381	0.332	0.267	0.154	0.570	29	0.168	0.142	0.134	0.088	0.228	29	0.024	0.075	-0.001	-0.024	0.069	29	0.162			0.133	0.129	0.093	0.219	0						29	7.02	11.27	3.60	1.96	7.12	29	0.019	0.092	-0.011	-0.034	0.043
	12-1-1997	27	0.288	0.842	-0.025	-0.035	0.134	27	0.252	0.162	0.228	0.122	0.355	26	0.197	0.222	0.126	0.070	0.241	27	0.123	0.355	0.000	-0.029	0.081	26	0.165			0.145	0.126	0.061	0.230	0						27	3.24	3.05	2.30	0.93	4.81	27	0.035	0.124	-0.007	-0.024	0.039
